analysis_label,dimension,group1,group2,n1,n2,mean1,mean2,sd1,sd2,t_statistic,p_value,p_bonferroni,significant_05,significant_bonferroni
overall,valence,Controls Low BDI,Controls High BDI,15,14,73.62833333333334,66.93051242236025,19.053761606286734,18.382948873545025,0.9633302706964302,0.34394173876192013,1.0,False,False
overall,valence,Controls Low BDI,Risk of Depression,15,12,73.62833333333334,51.62592592592592,19.053761606286734,9.777847317628442,3.879207446353128,0.0008237785872841033,0.0024713357618523103,True,True
overall,valence,Controls High BDI,Risk of Depression,14,12,66.93051242236025,51.62592592592592,18.382948873545025,9.777847317628442,2.7010559279708355,0.01360372550954249,0.04081117652862747,True,True
