feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
PE_theta_mean_central_right_trimmean,1,0.0037704478947142035,0.0007458908675867528,0.0019305913334485543,0.00041910409267976735,0.0036891698384360952,0.0003459442157084556
PE_beta_mean_frontal_left_trimmean,2,0.0036673879522310686,0.0006901106877732772,0.001793179228250885,0.00041822979142008344,0.003416493563213593,0.00023025547024996964
PE_gamma_mean_frontal_left_trimmean,3,0.0035641433920341266,0.000740929585942858,0.0018481492139718356,0.0004021402376345677,0.0032601905443954545,0.00017813195365024102
psd_relative_gamma_mean_frontal_left_trimmean,4,0.0034218382004963434,0.0005750362949465842,0.0019450477159311883,0.00041212376431932904,0.003152199306820129,0.00014494907736099325
PE_theta_mean_posterior_mid_trimmean,5,0.0033628635632784354,0.0006095770553548449,0.0019505193587919976,0.00046317786897974753,0.0030713349960397995,0.0001322654983470834
psd_relative_delta_mean_posterior_left_trimmean,6,0.003311902003863602,0.0005685374561359821,0.001871623316811562,0.0003925101081330855,0.00301317581094445,0.00012034443438933265
psd_relative_theta_mean_frontal_left_trimmean,7,0.0032974973922636364,0.0006444722630662743,0.001999898065864875,0.00042857406562793026,0.0029576895519782278,0.00010948518439694342
PE_theta_mean_central_left_trimmean,8,0.003282680591495874,0.0005262848928713229,0.0019493989872173617,0.00042626407870879066,0.0029130899370586037,0.00010260417807664414
PE_theta_mean_posterior_left_trimmean,9,0.003211821524259798,0.0005933678816810335,0.0019589390292504994,0.0004131980038020286,0.002874916879348163,9.352970826474254e-05
PE_theta_mean_frontal_right_trimmean,10,0.003091750661837904,0.0005857066377748878,0.0019219630480173202,0.00042916611126872766,0.002836275601030402,8.90086936769762e-05
psd_relative_delta_mean_frontal_right_trimmean,11,0.0030165468027463864,0.00055425714590807,0.00187577710278097,0.00041626739151429305,0.002802357684065617,8.774922063690217e-05
psd_relative_delta_mean_central_mid_trimmean,12,0.0030151242172724163,0.0005318293392496811,0.0019701691338897525,0.0004327986500338544,0.0027721828764573873,8.13676912384431e-05
PE_theta_mean_frontal_left_trimmean,13,0.0029803975477943707,0.00057548299310253,0.001865607477299235,0.00042377808557553844,0.0027424989005102695,7.714994457615395e-05
PE_alpha_mean_central_right_trimmean,14,0.0029624099871959565,0.0005560202875256734,0.0019769161462737323,0.000426371242886477,0.0027161628719104495,7.598110223422457e-05
psd_relative_alpha_mean_posterior_mid_trimmean,15,0.002917159299042698,0.0005973501729890745,0.0017939030403391122,0.00038703547193464933,0.0026896809483740202,7.180151409991615e-05
PE_beta_mean_central_mid_trimmean,16,0.0028991842942098097,0.000606089617029395,0.0018892814763874848,0.0004224765978319245,0.0026652167160321626,7.210787953557589e-05
PE_gamma_mean_posterior_mid_trimmean,17,0.002889282794404801,0.0005262437853144949,0.001791058062388724,0.00039734109342876673,0.0026437979667135202,7.097971551589996e-05
PE_gamma_mean_central_mid_trimmean,18,0.0028618592063320582,0.0005382947127610146,0.0018792247523107875,0.0004165519992051439,0.0026216272820184638,6.978945758377836e-05
PE_beta_mean_posterior_mid_trimmean,19,0.00285183605051629,0.0005449736784509938,0.0018201409722351303,0.0004149684691767537,0.0025995171265613005,6.733003282902851e-05
psd_relative_delta_mean_posterior_mid_trimmean,20,0.002830465928750382,0.000600644928567025,0.0018934369851799884,0.0004222544898540446,0.002580161595505903,6.625431782296538e-05
