subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.5542038433392231,0.5584664202793812,0.027096836699555003,0.0408248290463863,0.008,1,**
5,-0.023627462809678125,-0.032478054967508496,0.0033466814134418383,0.012116861995392199,0.564,0,
6,0.4505166641118915,0.4535398863704493,-0.01545096368420918,-0.0072745153601901005,0.0,1,***
10,0.14948853821010816,0.15246461422196417,-0.009182094755966083,-0.0035962177704156,0.2,0,
12,-0.04183338518650343,-0.05831646326452785,0.006369079369320374,0.0180603490394568,0.59,0,
14,0.39239994136174355,0.3801283786693393,-0.0139020019262748,-0.00159075191683885,0.032,1,*
15,0.4503971120823957,0.45,0.0012337992994751969,0.007789759308514501,0.046,1,*
17,0.08255329333792734,0.0845299461620748,0.014469750551144462,0.0178632794954081,0.42,0,
19,-0.03354700538379251,-0.0666666666666666,-0.01450717967697245,0.0,0.576,0,
21,0.1564367778242509,0.15773502691896255,0.012770529244494828,0.003994350725281,0.278,0,
22,0.11679917028277256,0.12983105104629106,-0.00225572668083597,0.01054149286831425,0.304,0,
23,-0.012981493031804372,-0.00116647201350775,-0.01739371267182623,-0.0183503419072273,0.49,0,
24,0.7211482177160814,0.7280842208999609,0.005689558951940343,0.0056421964793536,0.0,1,***
25,0.4422474088363723,0.4362023766820441,0.009458522383328295,0.022320722844519948,0.0,1,***
27,0.4768724490033648,0.4811200687546649,0.0018568601539950826,0.00643510724105655,0.002,1,**
28,0.4768444192930997,0.48441324463954993,0.0018698961085988452,0.009205613046906449,0.008,1,**
29,0.08373949893917064,0.08613768454296744,-0.0022426315676906884,-0.00638352290612015,0.32,0,
30,0.35340201586203557,0.34957094920425813,0.0028898263688418298,0.01702080144551465,0.024,1,*
31,0.32680821292641354,0.33417991069623476,-0.008799336854361411,-0.00110472205736265,0.034,1,*
32,0.4746561473297614,0.4793004066782066,-0.0010289046372020199,-0.00018963192402415277,0.008,1,**
34,0.4638221171361981,0.46897947612843116,0.00028639164523127893,0.00272409288506235,0.006,1,**
35,0.3642432287800436,0.3707586032107688,-0.0074539546807348405,0.0,0.018,1,*
37,0.6469204324226268,0.6470560543528885,-0.004935104290089704,0.0060783789007249,0.0,1,***
38,0.473174880115958,0.46784526862216985,-0.007377001154120788,-0.00277430998556375,0.018,1,*
39,0.7968656334744338,0.800978682516341,0.017184129772432166,0.0074022768739908,0.0,1,***
40,0.38008904529881177,0.38572166797925456,0.0009620717204901839,0.0117790306736396,0.022,1,*
41,0.3071871157137559,0.3079387787013024,0.004641678676745158,0.013200003279930799,0.054,0,
42,0.26989123614588206,0.2772116516180193,-0.0036058273428187363,0.00448802645019485,0.062,0,
43,0.33335853036590246,0.3469699142230773,0.015745503519498057,0.03836378265277175,0.038,1,*
