predictor,estimate,std_error,z_value,p_value,conf_lower,conf_upper,t_value,p_fdr,significant_fdr,converged,conv_message,singular,re_sd,max_grad,dispersion,n_obs
Intercept,-3.49234639725462,0.149852282159316,-23.305259999589,3.9209584740345104e-120,-3.78605687028688,-3.19863592422236,-23.305259999589,,,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
onoff,-0.441711882783745,0.0317090569882436,-13.9301488198628,4.1548886278548503e-44,-0.503861634480702,-0.379562131086787,-13.9301488198628,3.3239109022838802e-43,True,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
valence,-0.0617800137450751,0.0321855549813763,-1.91949505860077,0.0549217110572662,-0.124863701508573,0.0013036740184224,-1.91949505860077,0.08787473769162592,False,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
valence_sq,0.0346285563800025,0.021788273761575,1.58932078598499,0.111987988280731,-0.0080764601926843,0.0773335729526894,1.58932078598499,0.14931731770764134,False,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
selfother,-0.0292014939704279,0.0235036522069337,-1.24242367583253,0.214080284725246,-0.075268652296018,0.0168656643551622,-1.24242367583253,0.2446631825431383,False,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
time,-0.0545355662096295,0.0256028845451334,-2.13005554563561,0.0331670278429693,-0.104717219918091,-0.004353912501168,-2.13005554563561,0.0663340556859386,False,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
time_sq,-0.0704811112516577,0.0209262797730225,-3.36806694816914,0.0007569721226306,-0.111496619606782,-0.0294656028965335,-3.36806694816914,0.0030278884905224,True,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
confidence,-0.0227410543850418,0.0222819786057864,-1.02060300781082,0.307442563856298,-0.0664137324523832,0.0209316236822995,-1.02060300781082,0.307442563856298,False,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
time_on_task,0.0572329263685387,0.0193309384874607,2.96069052238016,0.0030695020488578,0.0193442869331158,0.0951215658039616,2.96069052238016,0.008185338796954133,True,True,nan,False,subject=0.9564,0.0006414120434783,1.72929794327641,2460
