marker,moderator,interaction_term,estimate,std_error,t_value,p_value,n_obs,n_subjects,converged,p_fdr,significant_fdr,marker_label,moderator_label
omission_rate,valence,onoff:valence,-0.0443478157727388,0.0244077437492671,-1.81695679159489,0.0692237296598916,2460,42,True,0.1645627387175249,False,Omission Rate,Valence
omission_rate,selfother,onoff:selfother,-0.0101195945171315,0.0216499633627345,-0.467418551596723,0.640200452295773,2460,42,True,0.7959520088538522,False,Omission Rate,Self/Other
omission_rate,time,onoff:time,-0.0748814296523039,0.0212334122584939,-3.5265848343499,0.0004209562813833,2460,42,True,0.0028063752092220002,True,Omission Rate,Time
omission_rate,confidence,onoff:confidence,-0.0139212099521049,0.0233345517719734,-0.596592130337183,0.550779726668408,2460,42,True,0.7343729688912107,False,Omission Rate,Confidence
omission_rate,time_on_task,onoff:time_on_task,-0.163514560472677,0.0201295758984993,-8.12310012377691,4.54424134332662e-16,2460,42,True,9.08848268665324e-15,True,Omission Rate,Time on Task
commission_rate,valence,onoff:valence,-0.0178491089553178,0.0478286635659573,-0.373188536424466,0.709008127513893,2460,42,True,0.7959520088538522,False,Commission Rate,Valence
commission_rate,selfother,onoff:selfother,0.0655030523538216,0.0429445800915401,1.52529264960086,0.127186120317633,2460,42,True,0.254372240635266,False,Commission Rate,Self/Other
commission_rate,time,onoff:time,-0.0160265556191811,0.0441099343622147,-0.363332112162691,0.716356807968467,2460,42,True,0.7959520088538522,False,Commission Rate,Time
commission_rate,confidence,onoff:confidence,-0.0367188480897672,0.0468419146955319,-0.783888710110086,0.433105414920672,2460,42,True,0.6187220213152458,False,Commission Rate,Confidence
commission_rate,time_on_task,onoff:time_on_task,0.0085025285678656,0.0369404495616622,0.230168519028795,0.817960823334612,2460,42,True,0.8610113929838021,False,Commission Rate,Time on Task
total_errors,valence,onoff:valence,-0.0423805985820578,0.021283195459655,-1.99127046793305,0.046451160345952,2460,42,True,0.13344896356460859,False,Total Errors,Valence
total_errors,selfother,onoff:selfother,0.0015572572187112,0.0189274498716166,0.0822750676543311,0.93442798031889,2460,42,True,0.93442798031889,False,Total Errors,Self/Other
total_errors,time,onoff:time,-0.0630605114803902,0.018715945334406,-3.36934685123622,0.000753465491128,2460,42,True,0.0037673274556399997,True,Total Errors,Time
total_errors,confidence,onoff:confidence,-0.0168728028408198,0.020388125474364,-0.827579899978328,0.407908455321678,2460,42,True,0.6187220213152458,False,Total Errors,Confidence
total_errors,time_on_task,onoff:time_on_task,-0.114726175298974,0.0171690461797545,-6.68215194355165,2.3545870172010298e-11,2460,42,True,2.35458701720103e-10,True,Total Errors,Time on Task
rtcv,valence,onoff:valence,-0.0217311923831605,0.0078204992736138,-2.77874744602059,0.0054568933617799,2445,42,True,0.0218275734471196,True,RTCV (RT Variability),Valence
rtcv,selfother,onoff:selfother,-0.012882694183408,0.0072120064822431,-1.7862843322627,0.0740532324228862,2445,42,True,0.1645627387175249,False,RTCV (RT Variability),Self/Other
rtcv,time,onoff:time,-0.0081006475863631,0.0076682475198985,-1.05638838148385,0.290790811925458,2445,42,True,0.48465135320909675,False,RTCV (RT Variability),Time
rtcv,confidence,onoff:confidence,-0.0088437491209472,0.0078774427606841,-1.12266751909464,0.261578727768212,2445,42,True,0.4755976868512945,False,RTCV (RT Variability),Confidence
rtcv,time_on_task,onoff:time_on_task,-0.0116886636410269,0.0058768122589542,-1.98894623921624,0.046707137247613,2445,42,True,0.13344896356460859,False,RTCV (RT Variability),Time on Task
