predictor,estimate,std_error,z_value,p_value,conf_lower,conf_upper,t_value,p_fdr,significant_fdr,converged,conv_message,singular,re_sd,max_grad,dispersion,n_obs
Intercept,-1.38439799660833,0.0491256425806959,-28.1807610828553,1.00649344137977e-174,-1.4806842560665,-1.28811173715017,-28.1807610828553,,,True,nan,False,subject=0.4326,0.0115848206405644,0.0871717629844007,2445
onoff,-0.0438559756398516,0.0101320879854896,-4.32842427964097,1.50179947478372e-05,-0.0637148680914111,-0.023997083188292,-4.32842427964097,4.50539842435116e-05,True,True,nan,False,subject=0.4326,0.0115848206405644,0.0871717629844007,2445
valence,-0.0163751670287337,0.0100663904609549,-1.62671685469076,0.103797247385374,-0.0361052923322053,0.0033549582747379,-1.62671685469076,0.15569587107806102,False,True,nan,False,subject=0.4326,0.0115848206405644,0.0871717629844007,2445
selfother,0.0040541935139821,0.0086647997016595,0.467892352226635,0.639861572842048,-0.0129288139012705,0.0210372009292348,0.467892352226635,0.639861572842048,False,True,nan,False,subject=0.4326,0.0115848206405644,0.0871717629844007,2445
time,0.0047415813062196,0.0082845329368584,0.572341415304658,0.567090697075621,-0.011496103250023,0.0209792658624623,0.572341415304658,0.639861572842048,False,True,nan,False,subject=0.4326,0.0115848206405644,0.0871717629844007,2445
confidence,-0.0226853110952278,0.0082272155691479,-2.75734978676111,0.0058271979877399,-0.0388106536107577,-0.0065599685796978,-2.75734978676111,0.0116543959754798,True,True,nan,False,subject=0.4326,0.0115848206405644,0.0871717629844007,2445
time_on_task,0.0387572309295651,0.0058186983500125,6.66080772677993,2.72326723135136e-11,0.0273525821635406,0.0501618796955897,6.66080772677993,1.633960338810816e-10,True,True,nan,False,subject=0.4326,0.0115848206405644,0.0871717629844007,2445
