predictor,estimate,std_error,z_value,p_value,conf_lower,conf_upper,t_value,p_fdr,significant_fdr,converged,conv_message,singular,re_sd,max_grad,dispersion,n_obs
Intercept,-4.20353022497586,0.217692528694711,-19.3094831971511,4.4702311223650794e-83,-4.6302075812175,-3.77685286873423,-19.3094831971511,,,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
onoff,-0.487414919251486,0.03779868366122,-12.8950236368034,4.80115907545253e-38,-0.561500339227477,-0.413329499275495,-12.8950236368034,3.840927260362024e-37,True,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
valence,-0.0094411608658861,0.0371843716820613,-0.253901314955951,0.799571798886665,-0.0823225293627263,0.0634402076309539,-0.253901314955951,0.799571798886665,False,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
valence_sq,0.0188631073979509,0.0259949567692552,0.725644884328515,0.468056497797485,-0.0320870078697892,0.0698132226656911,0.725644884328515,0.6091027583162251,False,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
selfother,-0.0485884327596575,0.0272639609163708,-1.78214870937855,0.0747249843658747,-0.102025796155744,0.0048489306364293,-1.78214870937855,0.11955997498539953,False,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
time,-0.0872112974512232,0.0299545712718262,-2.91145203380861,0.003597531387228,-0.145922257144003,-0.0285003377584439,-2.91145203380861,0.009593417032608,True,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
time_sq,-0.117158689221145,0.0246794365666088,-4.74721896121647,2.06232654539486e-06,-0.165530384891698,-0.0687869935505912,-4.74721896121647,8.24930618157944e-06,True,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
confidence,0.0165950572057457,0.0266165489248823,0.623486435171615,0.532964913526697,-0.0355733786870236,0.068763493098515,0.623486435171615,0.6091027583162251,False,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
time_on_task,0.0551935941715807,0.0233393423607243,2.36483073595343,0.0180383130395239,0.009448483144561,0.1009387051986,2.36483073595343,0.0360766260790478,True,True,nan,False,subject=1.3808,0.0002772094376268,1.94846201209838,2460
