predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.03939506415374178,0.00967490340680835,4.071881909024434,4.663482239898776e-05,0.02043260192249354,0.05835752638499001,,
onoff,-0.01966291475843706,0.0029206725240120894,-6.732324352278417,1.669739004554257e-11,-0.02538732771613645,-0.01393850180073767,1.0018434027325543e-10,True
valence,-0.0036261009589235726,0.0029215653660954652,-1.241150035869191,0.21455032838296673,-0.009352263854950263,0.0021000619371031167,0.4403086927318878,False
selfother,0.0030599071773698477,0.0024956061841599738,1.2261178052817732,0.2201543463659439,-0.0018313910631791346,0.007951205417918831,0.4403086927318878,False
time,-0.00024417441626094623,0.002388223349514584,-0.1022410304758873,0.9185653607654779,-0.004925006168347144,0.004436657335825251,0.9185653607654779,False
confidence,-0.0009563355565504773,0.002366401707132065,-0.4041306907733336,0.686116617354884,-0.005594397675483425,0.0036817265623824706,0.8233399408258608,False
time_on_task,0.0009913078073603809,0.0016907067247011794,0.5863274764791555,0.5576554700970404,-0.0023224164814736065,0.004305032096194369,0.8233399408258608,False
subject Var,0.5870900571229111,0.13548323928774353,4.333303958551145,1.4688808322201217e-05,0.32154778761011166,0.8526323266357105,,
