subject,task,probe_number,n_trials,n_out_zone,n_in_zone,prop_out_zone,prop_in_zone,onoff,group,sart_number,time_on_task
2,Sart4,15.0,20,7,13,0.35,0.65,96.0,Controls,4,60.0
20,Sart1,1.0,30,11,19,0.36666666666666664,0.6333333333333333,99.0,Controls,1,1.0
20,Sart1,2.0,40,27,13,0.675,0.325,97.0,Controls,1,2.0
20,Sart1,3.0,30,16,14,0.5333333333333333,0.4666666666666667,98.0,Controls,1,3.0
20,Sart1,4.0,20,4,16,0.2,0.8,98.0,Controls,1,4.0
20,Sart1,5.0,20,8,12,0.4,0.6,99.0,Controls,1,5.0
20,Sart1,6.0,30,10,20,0.3333333333333333,0.6666666666666666,98.0,Controls,1,6.0
20,Sart1,7.0,20,1,19,0.05,0.95,99.0,Controls,1,7.0
20,Sart1,8.0,20,12,8,0.6,0.4,92.0,Controls,1,8.0
20,Sart1,9.0,20,12,8,0.6,0.4,91.0,Controls,1,9.0
20,Sart1,10.0,40,25,15,0.625,0.375,92.0,Controls,1,10.0
20,Sart1,11.0,40,23,17,0.575,0.425,95.0,Controls,1,11.0
20,Sart1,12.0,30,15,15,0.5,0.5,76.0,Controls,1,12.0
20,Sart1,13.0,40,15,25,0.375,0.625,97.0,Controls,1,13.0
20,Sart1,14.0,40,15,25,0.375,0.625,96.0,Controls,1,14.0
20,Sart1,15.0,30,10,20,0.3333333333333333,0.6666666666666666,97.0,Controls,1,15.0
20,Sart2,1.0,30,10,20,0.3333333333333333,0.6666666666666666,96.0,Controls,2,16.0
20,Sart2,2.0,30,26,4,0.8666666666666667,0.13333333333333333,96.0,Controls,2,17.0
20,Sart2,3.0,20,20,0,1.0,0.0,97.0,Controls,2,18.0
20,Sart2,4.0,40,18,22,0.45,0.55,96.0,Controls,2,19.0
20,Sart2,5.0,40,28,12,0.7,0.3,96.0,Controls,2,20.0
20,Sart2,6.0,40,29,11,0.725,0.275,97.0,Controls,2,21.0
20,Sart2,7.0,30,24,6,0.8,0.2,96.0,Controls,2,22.0
20,Sart2,8.0,20,7,13,0.35,0.65,94.0,Controls,2,23.0
20,Sart2,9.0,40,25,15,0.625,0.375,93.0,Controls,2,24.0
20,Sart2,10.0,20,12,8,0.6,0.4,96.0,Controls,2,25.0
20,Sart2,11.0,20,5,15,0.25,0.75,97.0,Controls,2,26.0
20,Sart2,12.0,20,7,13,0.35,0.65,92.0,Controls,2,27.0
20,Sart2,13.0,40,26,14,0.65,0.35,93.0,Controls,2,28.0
20,Sart2,14.0,30,22,8,0.7333333333333333,0.26666666666666666,75.0,Controls,2,29.0
20,Sart2,15.0,30,12,18,0.4,0.6,94.0,Controls,2,30.0
20,Sart3,1.0,30,16,14,0.5333333333333333,0.4666666666666667,98.0,Controls,3,31.0
20,Sart3,2.0,20,13,7,0.65,0.35,93.0,Controls,3,32.0
20,Sart3,3.0,20,3,17,0.15,0.85,94.0,Controls,3,33.0
20,Sart3,4.0,40,23,17,0.575,0.425,96.0,Controls,3,34.0
20,Sart3,5.0,40,20,20,0.5,0.5,94.0,Controls,3,35.0
20,Sart3,6.0,20,4,16,0.2,0.8,95.0,Controls,3,36.0
20,Sart3,7.0,20,19,1,0.95,0.05,96.0,Controls,3,37.0
20,Sart3,8.0,40,12,28,0.3,0.7,89.0,Controls,3,38.0
20,Sart3,9.0,20,10,10,0.5,0.5,94.0,Controls,3,39.0
20,Sart3,10.0,40,17,23,0.425,0.575,90.0,Controls,3,40.0
20,Sart3,11.0,30,18,12,0.6,0.4,94.0,Controls,3,41.0
20,Sart3,12.0,30,4,26,0.13333333333333333,0.8666666666666667,94.0,Controls,3,42.0
20,Sart3,13.0,30,12,18,0.4,0.6,92.0,Controls,3,43.0
20,Sart3,14.0,30,5,25,0.16666666666666666,0.8333333333333334,92.0,Controls,3,44.0
20,Sart3,15.0,40,18,22,0.45,0.55,97.0,Controls,3,45.0
20,Sart4,1.0,20,9,11,0.45,0.55,95.0,Controls,4,46.0
20,Sart4,2.0,20,8,12,0.4,0.6,95.0,Controls,4,47.0
20,Sart4,3.0,20,10,10,0.5,0.5,83.0,Controls,4,48.0
20,Sart4,4.0,30,20,10,0.6666666666666666,0.3333333333333333,94.0,Controls,4,49.0
20,Sart4,5.0,40,26,14,0.65,0.35,93.0,Controls,4,50.0
20,Sart4,6.0,40,19,21,0.475,0.525,91.0,Controls,4,51.0
20,Sart4,7.0,30,12,18,0.4,0.6,94.0,Controls,4,52.0
20,Sart4,8.0,30,18,12,0.6,0.4,93.0,Controls,4,53.0
20,Sart4,9.0,30,5,25,0.16666666666666666,0.8333333333333334,84.0,Controls,4,54.0
20,Sart4,10.0,20,17,3,0.85,0.15,93.0,Controls,4,55.0
20,Sart4,11.0,40,10,30,0.25,0.75,89.0,Controls,4,56.0
20,Sart4,12.0,20,8,12,0.4,0.6,91.0,Controls,4,57.0
20,Sart4,13.0,40,23,17,0.575,0.425,92.0,Controls,4,58.0
20,Sart4,14.0,30,17,13,0.5666666666666667,0.43333333333333335,90.0,Controls,4,59.0
20,Sart4,15.0,40,29,11,0.725,0.275,96.0,Controls,4,60.0
21,Sart1,1.0,30,8,22,0.26666666666666666,0.7333333333333333,99.0,Controls,1,1.0
21,Sart1,2.0,30,27,3,0.9,0.1,87.0,Controls,1,2.0
21,Sart1,3.0,40,35,5,0.875,0.125,78.0,Controls,1,3.0
21,Sart1,4.0,20,16,4,0.8,0.2,98.0,Controls,1,4.0
21,Sart1,5.0,30,12,18,0.4,0.6,99.0,Controls,1,5.0
21,Sart1,6.0,20,16,4,0.8,0.2,85.0,Controls,1,6.0
21,Sart1,7.0,40,36,4,0.9,0.1,75.0,Controls,1,7.0
21,Sart1,8.0,20,2,18,0.1,0.9,99.0,Controls,1,8.0
21,Sart1,9.0,40,19,21,0.475,0.525,77.0,Controls,1,9.0
21,Sart1,10.0,20,12,8,0.6,0.4,88.0,Controls,1,10.0
21,Sart1,11.0,40,18,22,0.45,0.55,90.0,Controls,1,11.0
21,Sart1,12.0,30,9,21,0.3,0.7,84.0,Controls,1,12.0
21,Sart1,13.0,20,19,1,0.95,0.05,80.0,Controls,1,13.0
21,Sart1,14.0,40,20,20,0.5,0.5,88.0,Controls,1,14.0
21,Sart1,15.0,30,5,25,0.16666666666666666,0.8333333333333334,80.0,Controls,1,15.0
21,Sart2,1.0,30,10,20,0.3333333333333333,0.6666666666666666,40.0,Controls,2,16.0
21,Sart2,2.0,40,16,24,0.4,0.6,99.0,Controls,2,17.0
21,Sart2,3.0,40,15,25,0.375,0.625,46.0,Controls,2,18.0
21,Sart2,4.0,40,14,26,0.35,0.65,37.0,Controls,2,19.0
21,Sart2,5.0,30,4,26,0.13333333333333333,0.8666666666666667,75.0,Controls,2,20.0
21,Sart2,6.0,40,7,33,0.175,0.825,88.0,Controls,2,21.0
21,Sart2,7.0,20,7,13,0.35,0.65,42.0,Controls,2,22.0
21,Sart2,8.0,30,14,16,0.4666666666666667,0.5333333333333333,89.0,Controls,2,23.0
21,Sart2,9.0,20,8,12,0.4,0.6,78.0,Controls,2,24.0
21,Sart2,10.0,40,27,13,0.675,0.325,98.0,Controls,2,25.0
21,Sart2,11.0,20,10,10,0.5,0.5,58.0,Controls,2,26.0
21,Sart2,12.0,20,9,11,0.45,0.55,86.0,Controls,2,27.0
21,Sart2,13.0,30,18,12,0.6,0.4,69.0,Controls,2,28.0
21,Sart2,14.0,30,10,20,0.3333333333333333,0.6666666666666666,49.0,Controls,2,29.0
21,Sart2,15.0,20,13,7,0.65,0.35,56.0,Controls,2,30.0
21,Sart3,1.0,20,15,5,0.75,0.25,97.0,Controls,3,31.0
21,Sart3,2.0,40,21,19,0.525,0.475,83.0,Controls,3,32.0
21,Sart3,3.0,20,9,11,0.45,0.55,85.0,Controls,3,33.0
21,Sart3,4.0,30,22,8,0.7333333333333333,0.26666666666666666,91.0,Controls,3,34.0
21,Sart3,5.0,40,12,28,0.3,0.7,81.0,Controls,3,35.0
21,Sart3,6.0,30,21,9,0.7,0.3,80.0,Controls,3,36.0
21,Sart3,7.0,30,18,12,0.6,0.4,93.0,Controls,3,37.0
21,Sart3,8.0,20,4,16,0.2,0.8,79.0,Controls,3,38.0
21,Sart3,9.0,40,23,17,0.575,0.425,88.0,Controls,3,39.0
21,Sart3,10.0,30,11,19,0.36666666666666664,0.6333333333333333,76.0,Controls,3,40.0
21,Sart3,11.0,40,10,30,0.25,0.75,97.0,Controls,3,41.0
21,Sart3,12.0,20,15,5,0.75,0.25,87.0,Controls,3,42.0
21,Sart3,13.0,30,24,6,0.8,0.2,82.0,Controls,3,43.0
21,Sart3,14.0,20,11,9,0.55,0.45,95.0,Controls,3,44.0
21,Sart3,15.0,40,14,26,0.35,0.65,98.0,Controls,3,45.0
21,Sart4,1.0,40,23,17,0.575,0.425,98.0,Controls,4,46.0
21,Sart4,2.0,40,23,17,0.575,0.425,86.0,Controls,4,47.0
21,Sart4,3.0,30,12,18,0.4,0.6,95.0,Controls,4,48.0
21,Sart4,4.0,40,20,20,0.5,0.5,88.0,Controls,4,49.0
21,Sart4,5.0,20,5,15,0.25,0.75,98.0,Controls,4,50.0
21,Sart4,6.0,20,16,4,0.8,0.2,92.0,Controls,4,51.0
21,Sart4,7.0,30,15,15,0.5,0.5,97.0,Controls,4,52.0
21,Sart4,8.0,20,9,11,0.45,0.55,94.0,Controls,4,53.0
21,Sart4,9.0,30,14,16,0.4666666666666667,0.5333333333333333,95.0,Controls,4,54.0
21,Sart4,10.0,20,7,13,0.35,0.65,88.0,Controls,4,55.0
21,Sart4,11.0,40,24,16,0.6,0.4,87.0,Controls,4,56.0
21,Sart4,12.0,30,26,4,0.8666666666666667,0.13333333333333333,82.0,Controls,4,57.0
21,Sart4,13.0,20,15,5,0.75,0.25,91.0,Controls,4,58.0
21,Sart4,14.0,40,14,26,0.35,0.65,96.0,Controls,4,59.0
21,Sart4,15.0,30,11,19,0.36666666666666664,0.6333333333333333,94.0,Controls,4,60.0
22,Sart1,1.0,40,11,29,0.275,0.725,78.0,Controls,1,1.0
22,Sart1,2.0,40,11,29,0.275,0.725,74.0,Controls,1,2.0
22,Sart1,3.0,20,12,8,0.6,0.4,76.0,Controls,1,3.0
22,Sart1,4.0,20,16,4,0.8,0.2,75.0,Controls,1,4.0
22,Sart1,5.0,30,25,5,0.8333333333333334,0.16666666666666666,76.0,Controls,1,5.0
22,Sart1,6.0,20,8,12,0.4,0.6,72.0,Controls,1,6.0
22,Sart1,7.0,30,14,16,0.4666666666666667,0.5333333333333333,79.0,Controls,1,7.0
22,Sart1,8.0,30,17,13,0.5666666666666667,0.43333333333333335,84.0,Controls,1,8.0
22,Sart1,9.0,30,20,10,0.6666666666666666,0.3333333333333333,84.0,Controls,1,9.0
22,Sart1,10.0,30,21,9,0.7,0.3,73.0,Controls,1,10.0
22,Sart1,11.0,40,17,23,0.425,0.575,84.0,Controls,1,11.0
22,Sart1,12.0,40,24,16,0.6,0.4,71.0,Controls,1,12.0
22,Sart1,13.0,40,7,33,0.175,0.825,89.0,Controls,1,13.0
22,Sart1,14.0,20,20,0,1.0,0.0,72.0,Controls,1,14.0
22,Sart1,15.0,20,7,13,0.35,0.65,56.0,Controls,1,15.0
22,Sart2,1.0,30,13,17,0.43333333333333335,0.5666666666666667,91.0,Controls,2,16.0
22,Sart2,2.0,20,9,11,0.45,0.55,83.0,Controls,2,17.0
22,Sart2,3.0,40,18,22,0.45,0.55,64.0,Controls,2,18.0
22,Sart2,4.0,30,10,20,0.3333333333333333,0.6666666666666666,63.0,Controls,2,19.0
22,Sart2,5.0,40,17,23,0.425,0.575,81.0,Controls,2,20.0
22,Sart2,6.0,20,7,13,0.35,0.65,87.0,Controls,2,21.0
22,Sart2,7.0,20,6,14,0.3,0.7,90.0,Controls,2,22.0
22,Sart2,8.0,30,9,21,0.3,0.7,88.0,Controls,2,23.0
22,Sart2,9.0,40,6,34,0.15,0.85,92.0,Controls,2,24.0
22,Sart2,10.0,20,15,5,0.75,0.25,86.0,Controls,2,25.0
22,Sart2,11.0,30,8,22,0.26666666666666666,0.7333333333333333,90.0,Controls,2,26.0
22,Sart2,12.0,20,15,5,0.75,0.25,90.0,Controls,2,27.0
22,Sart2,13.0,40,17,23,0.425,0.575,73.0,Controls,2,28.0
22,Sart2,14.0,30,13,17,0.43333333333333335,0.5666666666666667,90.0,Controls,2,29.0
22,Sart2,15.0,40,31,9,0.775,0.225,72.0,Controls,2,30.0
22,Sart3,1.0,40,6,34,0.15,0.85,85.0,Controls,3,31.0
22,Sart3,2.0,20,17,3,0.85,0.15,75.0,Controls,3,32.0
22,Sart3,3.0,40,13,27,0.325,0.675,79.0,Controls,3,33.0
22,Sart3,4.0,20,14,6,0.7,0.3,86.0,Controls,3,34.0
22,Sart3,5.0,30,17,13,0.5666666666666667,0.43333333333333335,71.0,Controls,3,35.0
22,Sart3,6.0,40,26,14,0.65,0.35,81.0,Controls,3,36.0
22,Sart3,7.0,30,0,30,0.0,1.0,81.0,Controls,3,37.0
22,Sart3,8.0,20,13,7,0.65,0.35,84.0,Controls,3,38.0
22,Sart3,9.0,20,14,6,0.7,0.3,87.0,Controls,3,39.0
22,Sart3,10.0,40,25,15,0.625,0.375,89.0,Controls,3,40.0
22,Sart3,11.0,30,19,11,0.6333333333333333,0.36666666666666664,92.0,Controls,3,41.0
22,Sart3,12.0,30,15,15,0.5,0.5,87.0,Controls,3,42.0
22,Sart3,13.0,20,19,1,0.95,0.05,90.0,Controls,3,43.0
22,Sart3,14.0,30,19,11,0.6333333333333333,0.36666666666666664,82.0,Controls,3,44.0
22,Sart3,15.0,40,29,11,0.725,0.275,90.0,Controls,3,45.0
22,Sart4,1.0,20,10,10,0.5,0.5,82.0,Controls,4,46.0
22,Sart4,2.0,30,17,13,0.5666666666666667,0.43333333333333335,90.0,Controls,4,47.0
22,Sart4,3.0,30,15,15,0.5,0.5,90.0,Controls,4,48.0
22,Sart4,4.0,30,22,8,0.7333333333333333,0.26666666666666666,90.0,Controls,4,49.0
22,Sart4,5.0,30,22,8,0.7333333333333333,0.26666666666666666,91.0,Controls,4,50.0
22,Sart4,6.0,40,11,29,0.275,0.725,92.0,Controls,4,51.0
22,Sart4,7.0,20,5,15,0.25,0.75,78.0,Controls,4,52.0
22,Sart4,8.0,20,11,9,0.55,0.45,84.0,Controls,4,53.0
22,Sart4,9.0,40,18,22,0.45,0.55,67.0,Controls,4,54.0
22,Sart4,10.0,20,14,6,0.7,0.3,87.0,Controls,4,55.0
22,Sart4,11.0,20,7,13,0.35,0.65,77.0,Controls,4,56.0
22,Sart4,12.0,40,16,24,0.4,0.6,76.0,Controls,4,57.0
22,Sart4,13.0,40,27,13,0.675,0.325,51.0,Controls,4,58.0
22,Sart4,14.0,30,15,15,0.5,0.5,61.0,Controls,4,59.0
22,Sart4,15.0,40,20,20,0.5,0.5,63.0,Controls,4,60.0
23,Sart1,1.0,30,12,18,0.4,0.6,82.0,Risk of Depression,1,1.0
23,Sart1,2.0,40,30,10,0.75,0.25,67.0,Risk of Depression,1,2.0
23,Sart1,3.0,30,25,5,0.8333333333333334,0.16666666666666666,84.0,Risk of Depression,1,3.0
23,Sart1,4.0,30,28,2,0.9333333333333333,0.06666666666666667,87.0,Risk of Depression,1,4.0
23,Sart1,5.0,40,28,12,0.7,0.3,73.0,Risk of Depression,1,5.0
23,Sart1,6.0,30,19,11,0.6333333333333333,0.36666666666666664,95.0,Risk of Depression,1,6.0
23,Sart1,7.0,20,4,16,0.2,0.8,90.0,Risk of Depression,1,7.0
23,Sart1,8.0,40,7,33,0.175,0.825,83.0,Risk of Depression,1,8.0
23,Sart1,9.0,40,18,22,0.45,0.55,84.0,Risk of Depression,1,9.0
23,Sart1,10.0,20,6,14,0.3,0.7,87.0,Risk of Depression,1,10.0
23,Sart1,11.0,20,13,7,0.65,0.35,87.0,Risk of Depression,1,11.0
23,Sart1,12.0,20,15,5,0.75,0.25,84.0,Risk of Depression,1,12.0
23,Sart1,13.0,30,16,14,0.5333333333333333,0.4666666666666667,82.0,Risk of Depression,1,13.0
23,Sart1,14.0,20,5,15,0.25,0.75,87.0,Risk of Depression,1,14.0
23,Sart1,15.0,40,11,29,0.275,0.725,87.0,Risk of Depression,1,15.0
23,Sart2,1.0,20,15,5,0.75,0.25,96.0,Risk of Depression,2,16.0
23,Sart2,2.0,40,22,18,0.55,0.45,87.0,Risk of Depression,2,17.0
23,Sart2,3.0,40,26,14,0.65,0.35,90.0,Risk of Depression,2,18.0
23,Sart2,4.0,40,19,21,0.475,0.525,73.0,Risk of Depression,2,19.0
23,Sart2,5.0,20,4,16,0.2,0.8,90.0,Risk of Depression,2,20.0
23,Sart2,6.0,20,17,3,0.85,0.15,85.0,Risk of Depression,2,21.0
23,Sart2,7.0,30,17,13,0.5666666666666667,0.43333333333333335,79.0,Risk of Depression,2,22.0
23,Sart2,8.0,30,4,26,0.13333333333333333,0.8666666666666667,85.0,Risk of Depression,2,23.0
23,Sart2,9.0,20,13,7,0.65,0.35,80.0,Risk of Depression,2,24.0
23,Sart2,10.0,30,19,11,0.6333333333333333,0.36666666666666664,70.0,Risk of Depression,2,25.0
23,Sart2,11.0,30,15,15,0.5,0.5,70.0,Risk of Depression,2,26.0
23,Sart2,12.0,30,9,21,0.3,0.7,78.0,Risk of Depression,2,27.0
23,Sart2,13.0,40,30,10,0.75,0.25,79.0,Risk of Depression,2,28.0
23,Sart2,14.0,20,14,6,0.7,0.3,80.0,Risk of Depression,2,29.0
23,Sart2,15.0,40,15,25,0.375,0.625,73.0,Risk of Depression,2,30.0
23,Sart3,1.0,20,9,11,0.45,0.55,91.0,Risk of Depression,3,31.0
23,Sart3,2.0,40,13,27,0.325,0.675,90.0,Risk of Depression,3,32.0
23,Sart3,3.0,30,18,12,0.6,0.4,70.0,Risk of Depression,3,33.0
23,Sart3,4.0,20,17,3,0.85,0.15,89.0,Risk of Depression,3,34.0
23,Sart3,5.0,40,22,18,0.55,0.45,87.0,Risk of Depression,3,35.0
23,Sart3,6.0,40,27,13,0.675,0.325,92.0,Risk of Depression,3,36.0
23,Sart3,7.0,30,18,12,0.6,0.4,89.0,Risk of Depression,3,37.0
23,Sart3,8.0,30,9,21,0.3,0.7,87.0,Risk of Depression,3,38.0
23,Sart3,9.0,40,18,22,0.45,0.55,89.0,Risk of Depression,3,39.0
23,Sart3,10.0,20,6,14,0.3,0.7,79.0,Risk of Depression,3,40.0
23,Sart3,11.0,40,26,14,0.65,0.35,67.0,Risk of Depression,3,41.0
23,Sart3,12.0,30,26,4,0.8666666666666667,0.13333333333333333,80.0,Risk of Depression,3,42.0
23,Sart3,13.0,20,4,16,0.2,0.8,87.0,Risk of Depression,3,43.0
23,Sart3,14.0,20,16,4,0.8,0.2,86.0,Risk of Depression,3,44.0
23,Sart3,15.0,30,14,16,0.4666666666666667,0.5333333333333333,73.0,Risk of Depression,3,45.0
23,Sart4,1.0,40,11,29,0.275,0.725,74.0,Risk of Depression,4,46.0
23,Sart4,2.0,30,20,10,0.6666666666666666,0.3333333333333333,86.0,Risk of Depression,4,47.0
23,Sart4,3.0,40,13,27,0.325,0.675,79.0,Risk of Depression,4,48.0
23,Sart4,4.0,30,4,26,0.13333333333333333,0.8666666666666667,54.0,Risk of Depression,4,49.0
23,Sart4,5.0,40,7,33,0.175,0.825,57.0,Risk of Depression,4,50.0
23,Sart4,6.0,20,7,13,0.35,0.65,87.0,Risk of Depression,4,51.0
23,Sart4,7.0,40,7,33,0.175,0.825,78.0,Risk of Depression,4,52.0
23,Sart4,8.0,30,8,22,0.26666666666666666,0.7333333333333333,84.0,Risk of Depression,4,53.0
23,Sart4,9.0,30,19,11,0.6333333333333333,0.36666666666666664,70.0,Risk of Depression,4,54.0
23,Sart4,10.0,20,13,7,0.65,0.35,84.0,Risk of Depression,4,55.0
23,Sart4,11.0,20,10,10,0.5,0.5,84.0,Risk of Depression,4,56.0
23,Sart4,12.0,20,18,2,0.9,0.1,37.0,Risk of Depression,4,57.0
23,Sart4,13.0,20,9,11,0.45,0.55,65.0,Risk of Depression,4,58.0
23,Sart4,14.0,30,21,9,0.7,0.3,90.0,Risk of Depression,4,59.0
23,Sart4,15.0,40,14,26,0.35,0.65,53.0,Risk of Depression,4,60.0
24,Sart1,1.0,20,9,11,0.45,0.55,97.0,Controls,1,1.0
24,Sart1,2.0,40,25,15,0.625,0.375,83.0,Controls,1,2.0
24,Sart1,3.0,40,17,23,0.425,0.575,91.0,Controls,1,3.0
24,Sart1,4.0,30,7,23,0.23333333333333334,0.7666666666666667,92.0,Controls,1,4.0
24,Sart1,5.0,20,14,6,0.7,0.3,84.0,Controls,1,5.0
24,Sart1,6.0,40,12,28,0.3,0.7,60.0,Controls,1,6.0
24,Sart1,7.0,20,1,19,0.05,0.95,82.0,Controls,1,7.0
24,Sart1,8.0,40,23,17,0.575,0.425,82.0,Controls,1,8.0
24,Sart1,9.0,30,14,16,0.4666666666666667,0.5333333333333333,85.0,Controls,1,9.0
24,Sart1,10.0,20,0,20,0.0,1.0,82.0,Controls,1,10.0
24,Sart1,11.0,30,13,17,0.43333333333333335,0.5666666666666667,60.0,Controls,1,11.0
24,Sart1,12.0,40,15,25,0.375,0.625,59.0,Controls,1,12.0
24,Sart1,13.0,20,2,18,0.1,0.9,85.0,Controls,1,13.0
24,Sart1,14.0,30,5,25,0.16666666666666666,0.8333333333333334,82.0,Controls,1,14.0
24,Sart1,15.0,30,16,14,0.5333333333333333,0.4666666666666667,83.0,Controls,1,15.0
24,Sart2,1.0,40,21,19,0.525,0.475,77.0,Controls,2,16.0
24,Sart2,2.0,30,20,10,0.6666666666666666,0.3333333333333333,66.0,Controls,2,17.0
24,Sart2,3.0,40,13,27,0.325,0.675,51.0,Controls,2,18.0
24,Sart2,4.0,20,4,16,0.2,0.8,91.0,Controls,2,19.0
24,Sart2,5.0,30,13,17,0.43333333333333335,0.5666666666666667,81.0,Controls,2,20.0
24,Sart2,6.0,40,25,15,0.625,0.375,85.0,Controls,2,21.0
24,Sart2,7.0,30,17,13,0.5666666666666667,0.43333333333333335,62.0,Controls,2,22.0
24,Sart2,8.0,20,12,8,0.6,0.4,62.0,Controls,2,23.0
24,Sart2,9.0,30,11,19,0.36666666666666664,0.6333333333333333,81.0,Controls,2,24.0
24,Sart2,10.0,40,17,23,0.425,0.575,82.0,Controls,2,25.0
24,Sart2,11.0,20,3,17,0.15,0.85,71.0,Controls,2,26.0
24,Sart2,12.0,40,21,19,0.525,0.475,41.0,Controls,2,27.0
24,Sart2,13.0,30,12,18,0.4,0.6,34.0,Controls,2,28.0
24,Sart2,14.0,20,11,9,0.55,0.45,48.0,Controls,2,29.0
24,Sart2,15.0,20,13,7,0.65,0.35,39.0,Controls,2,30.0
24,Sart3,1.0,40,10,30,0.25,0.75,85.0,Controls,3,31.0
24,Sart3,2.0,40,21,19,0.525,0.475,83.0,Controls,3,32.0
24,Sart3,3.0,40,15,25,0.375,0.625,66.0,Controls,3,33.0
24,Sart3,4.0,20,13,7,0.65,0.35,78.0,Controls,3,34.0
24,Sart3,5.0,30,13,17,0.43333333333333335,0.5666666666666667,78.0,Controls,3,35.0
24,Sart3,6.0,30,12,18,0.4,0.6,75.0,Controls,3,36.0
24,Sart3,7.0,20,5,15,0.25,0.75,73.0,Controls,3,37.0
24,Sart3,8.0,20,11,9,0.55,0.45,73.0,Controls,3,38.0
24,Sart3,9.0,20,15,5,0.75,0.25,67.0,Controls,3,39.0
24,Sart3,10.0,20,5,15,0.25,0.75,70.0,Controls,3,40.0
24,Sart3,11.0,30,22,8,0.7333333333333333,0.26666666666666666,72.0,Controls,3,41.0
24,Sart3,12.0,30,21,9,0.7,0.3,70.0,Controls,3,42.0
24,Sart3,13.0,30,18,12,0.6,0.4,72.0,Controls,3,43.0
24,Sart3,14.0,40,15,25,0.375,0.625,65.0,Controls,3,44.0
24,Sart3,15.0,40,27,13,0.675,0.325,62.0,Controls,3,45.0
24,Sart4,1.0,30,16,14,0.5333333333333333,0.4666666666666667,75.0,Controls,4,46.0
24,Sart4,2.0,40,32,8,0.8,0.2,56.0,Controls,4,47.0
24,Sart4,3.0,30,13,17,0.43333333333333335,0.5666666666666667,67.0,Controls,4,48.0
24,Sart4,4.0,20,15,5,0.75,0.25,76.0,Controls,4,49.0
24,Sart4,5.0,30,21,9,0.7,0.3,74.0,Controls,4,50.0
24,Sart4,6.0,40,15,25,0.375,0.625,70.0,Controls,4,51.0
24,Sart4,7.0,30,20,10,0.6666666666666666,0.3333333333333333,61.0,Controls,4,52.0
24,Sart4,8.0,30,18,12,0.6,0.4,69.0,Controls,4,53.0
24,Sart4,9.0,40,25,15,0.625,0.375,69.0,Controls,4,54.0
24,Sart4,10.0,20,5,15,0.25,0.75,65.0,Controls,4,55.0
24,Sart4,11.0,20,14,6,0.7,0.3,48.0,Controls,4,56.0
24,Sart4,12.0,40,27,13,0.675,0.325,73.0,Controls,4,57.0
24,Sart4,13.0,20,16,4,0.8,0.2,63.0,Controls,4,58.0
24,Sart4,14.0,20,20,0,1.0,0.0,63.0,Controls,4,59.0
24,Sart4,15.0,40,34,6,0.85,0.15,43.0,Controls,4,60.0
25,Sart1,1.0,30,12,18,0.4,0.6,99.0,Controls,1,1.0
25,Sart1,2.0,20,5,15,0.25,0.75,98.0,Controls,1,2.0
25,Sart1,3.0,30,28,2,0.9333333333333333,0.06666666666666667,79.0,Controls,1,3.0
25,Sart1,4.0,30,18,12,0.6,0.4,97.0,Controls,1,4.0
25,Sart1,5.0,40,18,22,0.45,0.55,98.0,Controls,1,5.0
25,Sart1,6.0,40,19,21,0.475,0.525,96.0,Controls,1,6.0
25,Sart1,7.0,40,24,16,0.6,0.4,96.0,Controls,1,7.0
25,Sart1,8.0,30,15,15,0.5,0.5,66.0,Controls,1,8.0
25,Sart1,9.0,30,7,23,0.23333333333333334,0.7666666666666667,96.0,Controls,1,9.0
25,Sart1,10.0,20,7,13,0.35,0.65,84.0,Controls,1,10.0
25,Sart1,11.0,40,8,32,0.2,0.8,76.0,Controls,1,11.0
25,Sart1,12.0,20,9,11,0.45,0.55,88.0,Controls,1,12.0
25,Sart1,13.0,20,7,13,0.35,0.65,82.0,Controls,1,13.0
25,Sart1,14.0,20,9,11,0.45,0.55,86.0,Controls,1,14.0
25,Sart1,15.0,40,10,30,0.25,0.75,75.0,Controls,1,15.0
25,Sart2,1.0,30,5,25,0.16666666666666666,0.8333333333333334,90.0,Controls,2,16.0
25,Sart2,2.0,40,18,22,0.45,0.55,79.0,Controls,2,17.0
25,Sart2,3.0,20,8,12,0.4,0.6,50.0,Controls,2,18.0
25,Sart2,4.0,20,10,10,0.5,0.5,60.0,Controls,2,19.0
25,Sart2,5.0,30,10,20,0.3333333333333333,0.6666666666666666,55.0,Controls,2,20.0
25,Sart2,6.0,30,6,24,0.2,0.8,44.0,Controls,2,21.0
25,Sart2,7.0,40,24,16,0.6,0.4,50.0,Controls,2,22.0
25,Sart2,8.0,20,13,7,0.65,0.35,47.0,Controls,2,23.0
25,Sart2,9.0,20,6,14,0.3,0.7,41.0,Controls,2,24.0
25,Sart2,10.0,30,11,19,0.36666666666666664,0.6333333333333333,39.0,Controls,2,25.0
25,Sart2,11.0,20,12,8,0.6,0.4,34.0,Controls,2,26.0
25,Sart2,12.0,40,19,21,0.475,0.525,39.0,Controls,2,27.0
25,Sart2,13.0,30,7,23,0.23333333333333334,0.7666666666666667,28.0,Controls,2,28.0
25,Sart2,14.0,40,21,19,0.525,0.475,30.0,Controls,2,29.0
25,Sart2,15.0,40,18,22,0.45,0.55,43.0,Controls,2,30.0
25,Sart3,1.0,30,11,19,0.36666666666666664,0.6333333333333333,92.0,Controls,3,31.0
