subject,task,probe_number,n_trials,n_out_zone,n_in_zone,prop_out_zone,prop_in_zone,onoff,group,sart_number,time_on_task
25,Sart3,2.0,30,11,19,0.36666666666666664,0.6333333333333333,86.0,Controls,3,32.0
25,Sart3,3.0,40,16,24,0.4,0.6,41.0,Controls,3,33.0
25,Sart3,4.0,40,26,14,0.65,0.35,35.0,Controls,3,34.0
25,Sart3,5.0,20,9,11,0.45,0.55,38.0,Controls,3,35.0
25,Sart3,6.0,20,14,6,0.7,0.3,52.0,Controls,3,36.0
25,Sart3,7.0,20,13,7,0.65,0.35,80.0,Controls,3,37.0
25,Sart3,8.0,40,15,25,0.375,0.625,42.0,Controls,3,38.0
25,Sart3,9.0,40,23,17,0.575,0.425,94.0,Controls,3,39.0
25,Sart3,10.0,30,24,6,0.8,0.2,85.0,Controls,3,40.0
25,Sart3,11.0,30,4,26,0.13333333333333333,0.8666666666666667,78.0,Controls,3,41.0
25,Sart3,12.0,30,18,12,0.6,0.4,79.0,Controls,3,42.0
25,Sart3,13.0,20,7,13,0.35,0.65,20.0,Controls,3,43.0
25,Sart3,14.0,40,26,14,0.65,0.35,26.0,Controls,3,44.0
25,Sart3,15.0,20,17,3,0.85,0.15,27.0,Controls,3,45.0
25,Sart4,1.0,30,8,22,0.26666666666666666,0.7333333333333333,24.0,Controls,4,46.0
25,Sart4,2.0,40,20,20,0.5,0.5,80.0,Controls,4,47.0
25,Sart4,3.0,20,11,9,0.55,0.45,83.0,Controls,4,48.0
25,Sart4,4.0,20,16,4,0.8,0.2,31.0,Controls,4,49.0
25,Sart4,5.0,20,14,6,0.7,0.3,19.0,Controls,4,50.0
25,Sart4,6.0,30,16,14,0.5333333333333333,0.4666666666666667,61.0,Controls,4,51.0
25,Sart4,7.0,40,30,10,0.75,0.25,32.0,Controls,4,52.0
25,Sart4,8.0,20,10,10,0.5,0.5,74.0,Controls,4,53.0
25,Sart4,9.0,30,13,17,0.43333333333333335,0.5666666666666667,15.0,Controls,4,54.0
25,Sart4,10.0,40,24,16,0.6,0.4,14.0,Controls,4,55.0
25,Sart4,11.0,40,36,4,0.9,0.1,39.0,Controls,4,56.0
25,Sart4,12.0,20,16,4,0.8,0.2,15.0,Controls,4,57.0
25,Sart4,13.0,40,25,15,0.625,0.375,26.0,Controls,4,58.0
25,Sart4,14.0,30,26,4,0.8666666666666667,0.13333333333333333,47.0,Controls,4,59.0
25,Sart4,15.0,30,17,13,0.5666666666666667,0.43333333333333335,20.0,Controls,4,60.0
26,Sart1,1.0,30,13,17,0.43333333333333335,0.5666666666666667,99.0,Controls,1,1.0
26,Sart1,2.0,20,12,8,0.6,0.4,100.0,Controls,1,2.0
26,Sart1,3.0,30,20,10,0.6666666666666666,0.3333333333333333,97.0,Controls,1,3.0
26,Sart1,4.0,20,16,4,0.8,0.2,99.0,Controls,1,4.0
26,Sart1,5.0,40,25,15,0.625,0.375,100.0,Controls,1,5.0
26,Sart1,6.0,20,13,7,0.65,0.35,95.0,Controls,1,6.0
26,Sart1,7.0,20,4,16,0.2,0.8,100.0,Controls,1,7.0
26,Sart1,8.0,40,17,23,0.425,0.575,98.0,Controls,1,8.0
26,Sart1,9.0,40,20,20,0.5,0.5,99.0,Controls,1,9.0
26,Sart1,10.0,30,27,3,0.9,0.1,84.0,Controls,1,10.0
26,Sart1,11.0,30,13,17,0.43333333333333335,0.5666666666666667,99.0,Controls,1,11.0
26,Sart1,12.0,30,19,11,0.6333333333333333,0.36666666666666664,87.0,Controls,1,12.0
26,Sart1,13.0,40,21,19,0.525,0.475,86.0,Controls,1,13.0
26,Sart1,14.0,20,4,16,0.2,0.8,87.0,Controls,1,14.0
26,Sart1,15.0,40,23,17,0.575,0.425,75.0,Controls,1,15.0
26,Sart2,1.0,30,21,9,0.7,0.3,97.0,Controls,2,16.0
26,Sart2,2.0,20,14,6,0.7,0.3,80.0,Controls,2,17.0
26,Sart2,3.0,40,13,27,0.325,0.675,75.0,Controls,2,18.0
26,Sart2,4.0,20,11,9,0.55,0.45,96.0,Controls,2,19.0
26,Sart2,5.0,20,18,2,0.9,0.1,100.0,Controls,2,20.0
26,Sart2,6.0,40,18,22,0.45,0.55,97.0,Controls,2,21.0
26,Sart2,7.0,30,10,20,0.3333333333333333,0.6666666666666666,98.0,Controls,2,22.0
26,Sart2,8.0,30,20,10,0.6666666666666666,0.3333333333333333,47.0,Controls,2,23.0
26,Sart2,9.0,30,11,19,0.36666666666666664,0.6333333333333333,80.0,Controls,2,24.0
26,Sart2,10.0,40,20,20,0.5,0.5,99.0,Controls,2,25.0
26,Sart2,11.0,20,1,19,0.05,0.95,98.0,Controls,2,26.0
26,Sart2,12.0,30,9,21,0.3,0.7,97.0,Controls,2,27.0
26,Sart2,13.0,20,14,6,0.7,0.3,85.0,Controls,2,28.0
26,Sart2,14.0,40,18,22,0.45,0.55,99.0,Controls,2,29.0
26,Sart2,15.0,40,16,24,0.4,0.6,99.0,Controls,2,30.0
26,Sart3,1.0,20,10,10,0.5,0.5,99.0,Controls,3,31.0
26,Sart3,2.0,40,14,26,0.35,0.65,98.0,Controls,3,32.0
26,Sart3,3.0,20,5,15,0.25,0.75,93.0,Controls,3,33.0
26,Sart3,4.0,40,24,16,0.6,0.4,98.0,Controls,3,34.0
26,Sart3,5.0,40,21,19,0.525,0.475,62.0,Controls,3,35.0
26,Sart3,6.0,20,14,6,0.7,0.3,97.0,Controls,3,36.0
26,Sart3,7.0,30,12,18,0.4,0.6,81.0,Controls,3,37.0
26,Sart3,8.0,40,29,11,0.725,0.275,99.0,Controls,3,38.0
26,Sart3,9.0,20,8,12,0.4,0.6,99.0,Controls,3,39.0
26,Sart3,10.0,30,16,14,0.5333333333333333,0.4666666666666667,98.0,Controls,3,40.0
26,Sart3,11.0,30,21,9,0.7,0.3,97.0,Controls,3,41.0
26,Sart3,12.0,30,12,18,0.4,0.6,84.0,Controls,3,42.0
26,Sart3,13.0,30,10,20,0.3333333333333333,0.6666666666666666,94.0,Controls,3,43.0
26,Sart3,14.0,40,27,13,0.675,0.325,98.0,Controls,3,44.0
26,Sart3,15.0,20,12,8,0.6,0.4,87.0,Controls,3,45.0
26,Sart4,1.0,30,14,16,0.4666666666666667,0.5333333333333333,99.0,Controls,4,46.0
26,Sart4,2.0,40,8,32,0.2,0.8,99.0,Controls,4,47.0
26,Sart4,3.0,40,19,21,0.475,0.525,98.0,Controls,4,48.0
26,Sart4,4.0,30,22,8,0.7333333333333333,0.26666666666666666,97.0,Controls,4,49.0
26,Sart4,5.0,30,8,22,0.26666666666666666,0.7333333333333333,66.0,Controls,4,50.0
26,Sart4,6.0,20,11,9,0.55,0.45,47.0,Controls,4,51.0
26,Sart4,7.0,40,25,15,0.625,0.375,97.0,Controls,4,52.0
26,Sart4,8.0,20,4,16,0.2,0.8,99.0,Controls,4,53.0
26,Sart4,9.0,20,8,12,0.4,0.6,97.0,Controls,4,54.0
26,Sart4,10.0,30,19,11,0.6333333333333333,0.36666666666666664,56.0,Controls,4,55.0
26,Sart4,11.0,40,12,28,0.3,0.7,91.0,Controls,4,56.0
26,Sart4,12.0,20,13,7,0.65,0.35,99.0,Controls,4,57.0
26,Sart4,13.0,40,16,24,0.4,0.6,78.0,Controls,4,58.0
26,Sart4,14.0,20,13,7,0.65,0.35,100.0,Controls,4,59.0
26,Sart4,15.0,30,12,18,0.4,0.6,97.0,Controls,4,60.0
27,Sart1,1.0,40,30,10,0.75,0.25,96.0,Controls,1,1.0
27,Sart1,2.0,40,15,25,0.375,0.625,96.0,Controls,1,2.0
27,Sart1,3.0,20,9,11,0.45,0.55,94.0,Controls,1,3.0
27,Sart1,4.0,30,16,14,0.5333333333333333,0.4666666666666667,96.0,Controls,1,4.0
27,Sart1,5.0,30,20,10,0.6666666666666666,0.3333333333333333,89.0,Controls,1,5.0
27,Sart1,6.0,40,22,18,0.55,0.45,96.0,Controls,1,6.0
27,Sart1,7.0,20,17,3,0.85,0.15,96.0,Controls,1,7.0
27,Sart1,8.0,40,26,14,0.65,0.35,90.0,Controls,1,8.0
27,Sart1,9.0,30,25,5,0.8333333333333334,0.16666666666666666,89.0,Controls,1,9.0
27,Sart1,10.0,20,17,3,0.85,0.15,86.0,Controls,1,10.0
27,Sart1,11.0,40,19,21,0.475,0.525,58.0,Controls,1,11.0
27,Sart1,12.0,20,11,9,0.55,0.45,89.0,Controls,1,12.0
27,Sart1,13.0,30,11,19,0.36666666666666664,0.6333333333333333,49.0,Controls,1,13.0
27,Sart1,14.0,20,19,1,0.95,0.05,87.0,Controls,1,14.0
27,Sart1,15.0,30,16,14,0.5333333333333333,0.4666666666666667,87.0,Controls,1,15.0
27,Sart2,1.0,30,20,10,0.6666666666666666,0.3333333333333333,96.0,Controls,2,16.0
27,Sart2,2.0,30,13,17,0.43333333333333335,0.5666666666666667,92.0,Controls,2,17.0
27,Sart2,3.0,40,5,35,0.125,0.875,67.0,Controls,2,18.0
27,Sart2,4.0,30,20,10,0.6666666666666666,0.3333333333333333,52.0,Controls,2,19.0
27,Sart2,5.0,20,12,8,0.6,0.4,44.0,Controls,2,20.0
27,Sart2,6.0,30,18,12,0.6,0.4,70.0,Controls,2,21.0
27,Sart2,7.0,40,25,15,0.625,0.375,76.0,Controls,2,22.0
27,Sart2,8.0,40,26,14,0.65,0.35,88.0,Controls,2,23.0
27,Sart2,9.0,20,15,5,0.75,0.25,56.0,Controls,2,24.0
27,Sart2,10.0,30,3,27,0.1,0.9,83.0,Controls,2,25.0
27,Sart2,11.0,40,28,12,0.7,0.3,69.0,Controls,2,26.0
27,Sart2,12.0,20,6,14,0.3,0.7,81.0,Controls,2,27.0
27,Sart2,13.0,40,28,12,0.7,0.3,85.0,Controls,2,28.0
27,Sart2,14.0,20,3,17,0.15,0.85,88.0,Controls,2,29.0
27,Sart2,15.0,20,11,9,0.55,0.45,52.0,Controls,2,30.0
27,Sart3,1.0,20,4,16,0.2,0.8,98.0,Controls,3,31.0
27,Sart3,2.0,40,17,23,0.425,0.575,56.0,Controls,3,32.0
27,Sart3,3.0,40,16,24,0.4,0.6,40.0,Controls,3,33.0
27,Sart3,4.0,30,15,15,0.5,0.5,55.0,Controls,3,34.0
27,Sart3,5.0,40,17,23,0.425,0.575,65.0,Controls,3,35.0
27,Sart3,6.0,30,13,17,0.43333333333333335,0.5666666666666667,54.0,Controls,3,36.0
27,Sart3,7.0,30,18,12,0.6,0.4,99.0,Controls,3,37.0
27,Sart3,8.0,30,16,14,0.5333333333333333,0.4666666666666667,56.0,Controls,3,38.0
27,Sart3,9.0,20,4,16,0.2,0.8,62.0,Controls,3,39.0
27,Sart3,10.0,30,13,17,0.43333333333333335,0.5666666666666667,42.0,Controls,3,40.0
27,Sart3,11.0,40,12,28,0.3,0.7,58.0,Controls,3,41.0
27,Sart3,12.0,20,12,8,0.6,0.4,53.0,Controls,3,42.0
27,Sart3,13.0,20,5,15,0.25,0.75,66.0,Controls,3,43.0
27,Sart3,14.0,40,26,14,0.65,0.35,48.0,Controls,3,44.0
27,Sart3,15.0,20,9,11,0.45,0.55,79.0,Controls,3,45.0
27,Sart4,1.0,20,15,5,0.75,0.25,91.0,Controls,4,46.0
27,Sart4,2.0,30,7,23,0.23333333333333334,0.7666666666666667,52.0,Controls,4,47.0
27,Sart4,3.0,30,11,19,0.36666666666666664,0.6333333333333333,29.0,Controls,4,48.0
27,Sart4,4.0,30,17,13,0.5666666666666667,0.43333333333333335,52.0,Controls,4,49.0
27,Sart4,5.0,20,16,4,0.8,0.2,51.0,Controls,4,50.0
27,Sart4,6.0,40,19,21,0.475,0.525,50.0,Controls,4,51.0
27,Sart4,7.0,40,13,27,0.325,0.675,51.0,Controls,4,52.0
27,Sart4,8.0,20,17,3,0.85,0.15,53.0,Controls,4,53.0
27,Sart4,9.0,20,11,9,0.55,0.45,52.0,Controls,4,54.0
27,Sart4,10.0,20,8,12,0.4,0.6,50.0,Controls,4,55.0
27,Sart4,11.0,30,6,24,0.2,0.8,50.0,Controls,4,56.0
27,Sart4,12.0,40,20,20,0.5,0.5,55.0,Controls,4,57.0
27,Sart4,13.0,30,7,23,0.23333333333333334,0.7666666666666667,50.0,Controls,4,58.0
27,Sart4,14.0,40,14,26,0.35,0.65,51.0,Controls,4,59.0
27,Sart4,15.0,40,16,24,0.4,0.6,37.0,Controls,4,60.0
28,Sart1,1.0,30,6,24,0.2,0.8,90.0,Controls,1,1.0
28,Sart1,2.0,20,3,17,0.15,0.85,80.0,Controls,1,2.0
28,Sart1,3.0,40,15,25,0.375,0.625,89.0,Controls,1,3.0
28,Sart1,4.0,20,17,3,0.85,0.15,66.0,Controls,1,4.0
28,Sart1,5.0,20,10,10,0.5,0.5,76.0,Controls,1,5.0
28,Sart1,6.0,20,8,12,0.4,0.6,72.0,Controls,1,6.0
28,Sart1,7.0,40,18,22,0.45,0.55,99.0,Controls,1,7.0
28,Sart1,8.0,20,20,0,1.0,0.0,71.0,Controls,1,8.0
28,Sart1,9.0,30,17,13,0.5666666666666667,0.43333333333333335,58.0,Controls,1,9.0
28,Sart1,10.0,30,6,24,0.2,0.8,67.0,Controls,1,10.0
28,Sart1,11.0,30,15,15,0.5,0.5,50.0,Controls,1,11.0
28,Sart1,12.0,40,20,20,0.5,0.5,50.0,Controls,1,12.0
28,Sart1,13.0,40,25,15,0.625,0.375,96.0,Controls,1,13.0
28,Sart1,14.0,30,11,19,0.36666666666666664,0.6333333333333333,67.0,Controls,1,14.0
28,Sart1,15.0,40,14,26,0.35,0.65,52.0,Controls,1,15.0
28,Sart2,1.0,20,0,20,0.0,1.0,65.0,Controls,2,16.0
28,Sart2,2.0,20,12,8,0.6,0.4,79.0,Controls,2,17.0
28,Sart2,3.0,20,0,20,0.0,1.0,50.0,Controls,2,18.0
28,Sart2,4.0,30,9,21,0.3,0.7,99.0,Controls,2,19.0
28,Sart2,5.0,20,12,8,0.6,0.4,69.0,Controls,2,20.0
28,Sart2,6.0,20,8,12,0.4,0.6,39.0,Controls,2,21.0
28,Sart2,7.0,30,24,6,0.8,0.2,50.0,Controls,2,22.0
28,Sart2,8.0,40,20,20,0.5,0.5,96.0,Controls,2,23.0
28,Sart2,9.0,30,12,18,0.4,0.6,51.0,Controls,2,24.0
28,Sart2,10.0,40,13,27,0.325,0.675,73.0,Controls,2,25.0
28,Sart2,11.0,40,29,11,0.725,0.275,73.0,Controls,2,26.0
28,Sart2,12.0,40,16,24,0.4,0.6,99.0,Controls,2,27.0
28,Sart2,13.0,30,10,20,0.3333333333333333,0.6666666666666666,88.0,Controls,2,28.0
28,Sart2,14.0,40,23,17,0.575,0.425,71.0,Controls,2,29.0
28,Sart2,15.0,30,24,6,0.8,0.2,28.0,Controls,2,30.0
28,Sart3,1.0,20,20,0,1.0,0.0,82.0,Controls,3,31.0
28,Sart3,2.0,20,11,9,0.55,0.45,73.0,Controls,3,32.0
28,Sart3,3.0,30,17,13,0.5666666666666667,0.43333333333333335,90.0,Controls,3,33.0
28,Sart3,4.0,20,14,6,0.7,0.3,50.0,Controls,3,34.0
28,Sart3,5.0,20,11,9,0.55,0.45,71.0,Controls,3,35.0
28,Sart3,6.0,40,20,20,0.5,0.5,100.0,Controls,3,36.0
28,Sart3,7.0,40,11,29,0.275,0.725,51.0,Controls,3,37.0
28,Sart3,8.0,40,20,20,0.5,0.5,34.0,Controls,3,38.0
28,Sart3,9.0,30,22,8,0.7333333333333333,0.26666666666666666,41.0,Controls,3,39.0
28,Sart3,10.0,30,7,23,0.23333333333333334,0.7666666666666667,72.0,Controls,3,40.0
28,Sart3,11.0,40,6,34,0.15,0.85,100.0,Controls,3,41.0
28,Sart3,12.0,40,24,16,0.6,0.4,92.0,Controls,3,42.0
28,Sart3,13.0,30,11,19,0.36666666666666664,0.6333333333333333,33.0,Controls,3,43.0
28,Sart3,14.0,20,8,12,0.4,0.6,51.0,Controls,3,44.0
28,Sart3,15.0,30,14,16,0.4666666666666667,0.5333333333333333,21.0,Controls,3,45.0
28,Sart4,1.0,40,30,10,0.75,0.25,51.0,Controls,4,46.0
28,Sart4,2.0,30,22,8,0.7333333333333333,0.26666666666666666,51.0,Controls,4,47.0
28,Sart4,3.0,40,27,13,0.675,0.325,78.0,Controls,4,48.0
28,Sart4,4.0,30,21,9,0.7,0.3,50.0,Controls,4,49.0
28,Sart4,5.0,20,17,3,0.85,0.15,70.0,Controls,4,50.0
28,Sart4,6.0,20,6,14,0.3,0.7,74.0,Controls,4,51.0
28,Sart4,7.0,20,10,10,0.5,0.5,51.0,Controls,4,52.0
28,Sart4,8.0,30,17,13,0.5666666666666667,0.43333333333333335,79.0,Controls,4,53.0
28,Sart4,9.0,30,11,19,0.36666666666666664,0.6333333333333333,66.0,Controls,4,54.0
28,Sart4,10.0,20,7,13,0.35,0.65,48.0,Controls,4,55.0
28,Sart4,11.0,20,20,0,1.0,0.0,95.0,Controls,4,56.0
28,Sart4,12.0,30,13,17,0.43333333333333335,0.5666666666666667,50.0,Controls,4,57.0
28,Sart4,13.0,40,25,15,0.625,0.375,83.0,Controls,4,58.0
28,Sart4,14.0,40,11,29,0.275,0.725,69.0,Controls,4,59.0
28,Sart4,15.0,40,30,10,0.75,0.25,65.0,Controls,4,60.0
29,Sart1,1.0,30,4,26,0.13333333333333333,0.8666666666666667,31.0,Risk of Depression,1,1.0
29,Sart1,2.0,20,3,17,0.15,0.85,25.0,Risk of Depression,1,2.0
29,Sart1,3.0,20,6,14,0.3,0.7,89.0,Risk of Depression,1,3.0
29,Sart1,4.0,40,7,33,0.175,0.825,4.0,Risk of Depression,1,4.0
29,Sart1,5.0,40,12,28,0.3,0.7,39.0,Risk of Depression,1,5.0
29,Sart1,6.0,20,16,4,0.8,0.2,1.0,Risk of Depression,1,6.0
29,Sart1,7.0,40,17,23,0.425,0.575,12.0,Risk of Depression,1,7.0
29,Sart1,8.0,30,7,23,0.23333333333333334,0.7666666666666667,85.0,Risk of Depression,1,8.0
29,Sart1,9.0,30,18,12,0.6,0.4,2.0,Risk of Depression,1,9.0
29,Sart1,10.0,20,10,10,0.5,0.5,8.0,Risk of Depression,1,10.0
29,Sart1,11.0,30,17,13,0.5666666666666667,0.43333333333333335,14.0,Risk of Depression,1,11.0
29,Sart1,12.0,20,8,12,0.4,0.6,19.0,Risk of Depression,1,12.0
29,Sart1,13.0,40,15,25,0.375,0.625,96.0,Risk of Depression,1,13.0
29,Sart1,14.0,30,15,15,0.5,0.5,50.0,Risk of Depression,1,14.0
29,Sart1,15.0,40,30,10,0.75,0.25,29.0,Risk of Depression,1,15.0
29,Sart2,1.0,20,12,8,0.6,0.4,1.0,Risk of Depression,2,16.0
29,Sart2,2.0,20,9,11,0.45,0.55,4.0,Risk of Depression,2,17.0
29,Sart2,3.0,40,30,10,0.75,0.25,19.0,Risk of Depression,2,18.0
29,Sart2,4.0,20,17,3,0.85,0.15,16.0,Risk of Depression,2,19.0
29,Sart2,5.0,30,15,15,0.5,0.5,85.0,Risk of Depression,2,20.0
29,Sart2,6.0,40,11,29,0.275,0.725,50.0,Risk of Depression,2,21.0
29,Sart2,7.0,30,2,28,0.06666666666666667,0.9333333333333333,31.0,Risk of Depression,2,22.0
29,Sart2,8.0,20,15,5,0.75,0.25,80.0,Risk of Depression,2,23.0
29,Sart2,9.0,40,30,10,0.75,0.25,43.0,Risk of Depression,2,24.0
29,Sart2,10.0,20,16,4,0.8,0.2,56.0,Risk of Depression,2,25.0
29,Sart2,11.0,40,18,22,0.45,0.55,17.0,Risk of Depression,2,26.0
29,Sart2,12.0,30,22,8,0.7333333333333333,0.26666666666666666,9.0,Risk of Depression,2,27.0
29,Sart2,13.0,40,30,10,0.75,0.25,96.0,Risk of Depression,2,28.0
29,Sart2,14.0,30,16,14,0.5333333333333333,0.4666666666666667,2.0,Risk of Depression,2,29.0
29,Sart2,15.0,30,12,18,0.4,0.6,7.0,Risk of Depression,2,30.0
29,Sart3,1.0,30,22,8,0.7333333333333333,0.26666666666666666,82.0,Risk of Depression,3,31.0
29,Sart3,2.0,30,11,19,0.36666666666666664,0.6333333333333333,91.0,Risk of Depression,3,32.0
29,Sart3,3.0,30,12,18,0.4,0.6,20.0,Risk of Depression,3,33.0
29,Sart3,4.0,20,12,8,0.6,0.4,94.0,Risk of Depression,3,34.0
29,Sart3,5.0,30,10,20,0.3333333333333333,0.6666666666666666,65.0,Risk of Depression,3,35.0
29,Sart3,6.0,40,18,22,0.45,0.55,38.0,Risk of Depression,3,36.0
29,Sart3,7.0,40,26,14,0.65,0.35,55.0,Risk of Depression,3,37.0
29,Sart3,8.0,40,8,32,0.2,0.8,25.0,Risk of Depression,3,38.0
29,Sart3,9.0,40,18,22,0.45,0.55,3.0,Risk of Depression,3,39.0
29,Sart3,10.0,20,11,9,0.55,0.45,48.0,Risk of Depression,3,40.0
29,Sart3,11.0,30,13,17,0.43333333333333335,0.5666666666666667,20.0,Risk of Depression,3,41.0
29,Sart3,12.0,20,6,14,0.3,0.7,30.0,Risk of Depression,3,42.0
29,Sart3,13.0,20,13,7,0.65,0.35,36.0,Risk of Depression,3,43.0
29,Sart3,14.0,40,24,16,0.6,0.4,19.0,Risk of Depression,3,44.0
29,Sart3,15.0,20,14,6,0.7,0.3,17.0,Risk of Depression,3,45.0
29,Sart4,1.0,20,5,15,0.25,0.75,11.0,Risk of Depression,4,46.0
29,Sart4,2.0,30,16,14,0.5333333333333333,0.4666666666666667,12.0,Risk of Depression,4,47.0
29,Sart4,3.0,40,16,24,0.4,0.6,47.0,Risk of Depression,4,48.0
29,Sart4,4.0,40,11,29,0.275,0.725,10.0,Risk of Depression,4,49.0
29,Sart4,5.0,40,24,16,0.6,0.4,50.0,Risk of Depression,4,50.0
29,Sart4,6.0,30,26,4,0.8666666666666667,0.13333333333333333,5.0,Risk of Depression,4,51.0
29,Sart4,7.0,20,8,12,0.4,0.6,50.0,Risk of Depression,4,52.0
29,Sart4,8.0,40,22,18,0.55,0.45,8.0,Risk of Depression,4,53.0
29,Sart4,9.0,30,14,16,0.4666666666666667,0.5333333333333333,60.0,Risk of Depression,4,54.0
29,Sart4,10.0,30,16,14,0.5333333333333333,0.4666666666666667,17.0,Risk of Depression,4,55.0
29,Sart4,11.0,40,15,25,0.375,0.625,52.0,Risk of Depression,4,56.0
29,Sart4,12.0,20,14,6,0.7,0.3,22.0,Risk of Depression,4,57.0
29,Sart4,13.0,20,14,6,0.7,0.3,60.0,Risk of Depression,4,58.0
29,Sart4,14.0,20,18,2,0.9,0.1,27.0,Risk of Depression,4,59.0
29,Sart4,15.0,30,23,7,0.7666666666666667,0.23333333333333334,68.0,Risk of Depression,4,60.0
3,Sart1,1.0,20,10,10,0.5,0.5,72.0,Controls,1,1.0
3,Sart1,2.0,20,3,17,0.15,0.85,79.0,Controls,1,2.0
3,Sart1,3.0,40,9,31,0.225,0.775,58.0,Controls,1,3.0
3,Sart1,4.0,40,10,30,0.25,0.75,57.0,Controls,1,4.0
3,Sart1,5.0,30,9,21,0.3,0.7,67.0,Controls,1,5.0
3,Sart1,6.0,20,8,12,0.4,0.6,62.0,Controls,1,6.0
3,Sart1,7.0,40,19,21,0.475,0.525,44.0,Controls,1,7.0
3,Sart1,8.0,40,21,19,0.525,0.475,60.0,Controls,1,8.0
3,Sart1,9.0,20,6,14,0.3,0.7,40.0,Controls,1,9.0
3,Sart1,10.0,30,21,9,0.7,0.3,44.0,Controls,1,10.0
3,Sart1,11.0,20,17,3,0.85,0.15,35.0,Controls,1,11.0
3,Sart1,12.0,40,28,12,0.7,0.3,33.0,Controls,1,12.0
3,Sart1,13.0,30,17,13,0.5666666666666667,0.43333333333333335,37.0,Controls,1,13.0
3,Sart1,14.0,30,18,12,0.6,0.4,37.0,Controls,1,14.0
3,Sart1,15.0,30,22,8,0.7333333333333333,0.26666666666666666,28.0,Controls,1,15.0
3,Sart2,1.0,40,5,35,0.125,0.875,41.0,Controls,2,16.0
3,Sart2,2.0,30,12,18,0.4,0.6,36.0,Controls,2,17.0
3,Sart2,3.0,20,8,12,0.4,0.6,41.0,Controls,2,18.0
3,Sart3,1.0,20,8,12,0.4,0.6,62.0,Controls,3,31.0
3,Sart3,2.0,40,12,28,0.3,0.7,63.0,Controls,3,32.0
3,Sart3,3.0,40,13,27,0.325,0.675,40.0,Controls,3,33.0
3,Sart3,4.0,20,12,8,0.6,0.4,40.0,Controls,3,34.0
3,Sart3,5.0,30,20,10,0.6666666666666666,0.3333333333333333,31.0,Controls,3,35.0
3,Sart3,6.0,30,23,7,0.7666666666666667,0.23333333333333334,64.0,Controls,3,36.0
3,Sart3,7.0,30,19,11,0.6333333333333333,0.36666666666666664,39.0,Controls,3,37.0
3,Sart3,8.0,30,21,9,0.7,0.3,42.0,Controls,3,38.0
3,Sart3,9.0,20,12,8,0.6,0.4,35.0,Controls,3,39.0
3,Sart3,10.0,40,22,18,0.55,0.45,33.0,Controls,3,40.0
3,Sart3,11.0,40,14,26,0.35,0.65,28.0,Controls,3,41.0
3,Sart3,12.0,20,5,15,0.25,0.75,36.0,Controls,3,42.0
3,Sart3,13.0,20,20,0,1.0,0.0,38.0,Controls,3,43.0
3,Sart3,14.0,30,16,14,0.5333333333333333,0.4666666666666667,63.0,Controls,3,44.0
3,Sart3,15.0,40,26,14,0.65,0.35,32.0,Controls,3,45.0
3,Sart4,1.0,30,7,23,0.23333333333333334,0.7666666666666667,30.0,Controls,4,46.0
3,Sart4,2.0,30,12,18,0.4,0.6,25.0,Controls,4,47.0
3,Sart4,3.0,30,14,16,0.4666666666666667,0.5333333333333333,22.0,Controls,4,48.0
3,Sart4,4.0,20,7,13,0.35,0.65,28.0,Controls,4,49.0
3,Sart4,5.0,40,23,17,0.575,0.425,31.0,Controls,4,50.0
3,Sart4,6.0,40,20,20,0.5,0.5,40.0,Controls,4,51.0
3,Sart4,7.0,40,30,10,0.75,0.25,30.0,Controls,4,52.0
3,Sart4,8.0,20,5,15,0.25,0.75,36.0,Controls,4,53.0
3,Sart4,9.0,40,17,23,0.425,0.575,12.0,Controls,4,54.0
3,Sart4,10.0,20,11,9,0.55,0.45,30.0,Controls,4,55.0
3,Sart4,11.0,40,18,22,0.45,0.55,26.0,Controls,4,56.0
3,Sart4,12.0,30,19,11,0.6333333333333333,0.36666666666666664,62.0,Controls,4,57.0
3,Sart4,13.0,20,9,11,0.45,0.55,35.0,Controls,4,58.0
3,Sart4,14.0,30,25,5,0.8333333333333334,0.16666666666666666,35.0,Controls,4,59.0
3,Sart4,15.0,20,17,3,0.85,0.15,33.0,Controls,4,60.0
30,Sart1,1.0,20,3,17,0.15,0.85,100.0,Risk of Depression,1,1.0
30,Sart1,2.0,30,9,21,0.3,0.7,94.0,Risk of Depression,1,2.0
30,Sart1,3.0,20,1,19,0.05,0.95,100.0,Risk of Depression,1,3.0
30,Sart1,4.0,30,13,17,0.43333333333333335,0.5666666666666667,95.0,Risk of Depression,1,4.0
30,Sart1,5.0,40,20,20,0.5,0.5,82.0,Risk of Depression,1,5.0
30,Sart1,6.0,40,16,24,0.4,0.6,92.0,Risk of Depression,1,6.0
30,Sart1,7.0,30,10,20,0.3333333333333333,0.6666666666666666,31.0,Risk of Depression,1,7.0
30,Sart1,8.0,30,15,15,0.5,0.5,97.0,Risk of Depression,1,8.0
30,Sart1,9.0,30,16,14,0.5333333333333333,0.4666666666666667,36.0,Risk of Depression,1,9.0
30,Sart1,10.0,20,12,8,0.6,0.4,69.0,Risk of Depression,1,10.0
30,Sart1,11.0,20,10,10,0.5,0.5,63.0,Risk of Depression,1,11.0
30,Sart1,12.0,40,25,15,0.625,0.375,100.0,Risk of Depression,1,12.0
30,Sart1,13.0,40,6,34,0.15,0.85,51.0,Risk of Depression,1,13.0
