subject,sart,probe_number,global_probe_index,n_trials,n_in_zone,n_out_zone,prop_in_zone,prop_out_zone,vtc_raw_mean,vtc_smoothed_mean,vtc_median,onoff,valence,time,selfother,confidence
2,Sart2,13.0,28.0,20,12,8,0.6,0.4,0.8143820206553453,0.725469867427514,0.7255770847804592,96.0,90.0,51.0,3.0,95.0
2,Sart2,14.0,29.0,20,9,11,0.45,0.55,0.7568362438686762,0.80383503801015,0.7255770847804592,97.0,92.0,50.0,4.0,95.0
2,Sart2,15.0,30.0,30,14,16,0.4666666666666667,0.5333333333333333,0.8114904119380293,0.8199863045086939,0.7255770847804592,96.0,88.0,54.0,3.0,92.0
2,Sart3,1.0,31.0,20,12,8,0.6,0.4,0.6774831976264499,0.6502968754336397,0.7255770847804592,96.0,83.0,52.0,3.0,96.0
2,Sart3,2.0,32.0,20,10,10,0.5,0.5,1.012580951475878,0.9345691901515245,0.7255770847804592,99.0,89.0,52.0,4.0,95.0
2,Sart3,3.0,33.0,30,13,17,0.43333333333333335,0.5666666666666667,0.864614297250703,0.8823088131929794,0.7255770847804592,97.0,89.0,52.0,4.0,98.0
2,Sart3,4.0,34.0,20,4,16,0.2,0.8,0.9001358014760266,0.9350513332469189,0.7255770847804592,98.0,91.0,53.0,3.0,98.0
2,Sart3,5.0,35.0,30,11,19,0.36666666666666664,0.6333333333333333,0.8429708527258876,0.8344498920604159,0.7255770847804592,97.0,88.0,51.0,5.0,96.0
2,Sart3,6.0,36.0,30,20,10,0.6666666666666666,0.3333333333333333,0.5910010035848566,0.5700747948698992,0.7255770847804592,96.0,90.0,51.0,4.0,94.0
2,Sart3,7.0,37.0,20,7,13,0.35,0.65,0.7474366715979446,0.7365262390097338,0.7255770847804592,95.0,51.0,51.0,6.0,94.0
2,Sart3,8.0,38.0,30,16,14,0.5333333333333333,0.4666666666666667,0.6975195787945156,0.7083136413942915,0.7255770847804592,97.0,88.0,52.0,4.0,95.0
2,Sart3,9.0,39.0,40,31,9,0.775,0.225,0.567381001401666,0.5623767927876301,0.7255770847804592,96.0,85.0,55.0,6.0,94.0
2,Sart3,10.0,40.0,40,28,12,0.7,0.3,0.6965325829316531,0.6654657208224499,0.7255770847804592,93.0,82.0,54.0,6.0,93.0
2,Sart3,11.0,41.0,40,20,20,0.5,0.5,0.8926353983943037,0.9305130775901134,0.7255770847804592,97.0,83.0,52.0,4.0,95.0
2,Sart3,12.0,42.0,20,13,7,0.65,0.35,0.6469635791495829,0.6703851892879461,0.7255770847804592,93.0,92.0,54.0,2.0,96.0
2,Sart3,13.0,43.0,40,10,30,0.25,0.75,1.1089439606784628,1.102840297469762,0.7255770847804592,97.0,85.0,50.0,9.0,95.0
2,Sart3,14.0,44.0,30,6,24,0.2,0.8,1.0298685511686918,0.9996751082687,0.7255770847804592,96.0,88.0,56.0,3.0,94.0
2,Sart3,15.0,45.0,40,16,24,0.4,0.6,0.7515653247566243,0.7611540279610398,0.7255770847804592,96.0,86.0,52.0,4.0,95.0
2,Sart4,1.0,46.0,40,33,7,0.825,0.175,0.59169360802097,0.6013039613353306,0.7255770847804592,97.0,87.0,51.0,4.0,92.0
2,Sart4,2.0,47.0,20,12,8,0.6,0.4,0.7018828485764257,0.6558066668078895,0.7255770847804592,96.0,90.0,51.0,2.0,97.0
2,Sart4,3.0,48.0,40,24,16,0.6,0.4,0.7292560439301978,0.7075081643712681,0.7255770847804592,96.0,86.0,54.0,2.0,96.0
2,Sart4,4.0,49.0,40,7,33,0.175,0.825,0.9905521921699835,1.0140524136671787,0.7255770847804592,95.0,86.0,53.0,4.0,97.0
2,Sart4,5.0,50.0,20,8,12,0.4,0.6,0.8704498202355111,0.8269069259205564,0.7255770847804592,97.0,88.0,56.0,2.0,97.0
2,Sart4,6.0,51.0,30,14,16,0.4666666666666667,0.5333333333333333,0.807516853751263,0.8110147914981322,0.7255770847804592,96.0,89.0,50.0,2.0,97.0
2,Sart4,7.0,52.0,20,1,19,0.05,0.95,1.2012123242386827,1.1830446782802033,0.7255770847804592,96.0,84.0,50.0,5.0,95.0
2,Sart4,8.0,53.0,40,13,27,0.325,0.675,0.9735184115861135,0.9784689691819335,0.7255770847804592,95.0,83.0,53.0,4.0,95.0
2,Sart4,9.0,54.0,40,14,26,0.35,0.65,0.8709332742452579,0.8626369640399604,0.7255770847804592,94.0,79.0,57.0,5.0,96.0
2,Sart4,10.0,55.0,20,5,15,0.25,0.75,0.9074105010258459,0.9926211263956531,0.7255770847804592,96.0,85.0,59.0,4.0,90.0
2,Sart4,11.0,56.0,30,5,25,0.16666666666666666,0.8333333333333334,0.9488255845027647,0.9767480002370533,0.7255770847804592,95.0,84.0,51.0,8.0,93.0
2,Sart4,12.0,57.0,30,14,16,0.4666666666666667,0.5333333333333333,0.8355788410686951,0.8240089623614434,0.7255770847804592,92.0,88.0,51.0,7.0,92.0
2,Sart4,13.0,58.0,30,7,23,0.23333333333333334,0.7666666666666667,0.9252656025859385,0.9594381136865772,0.7255770847804592,92.0,83.0,57.0,13.0,96.0
2,Sart4,14.0,59.0,30,4,26,0.13333333333333333,0.8666666666666667,1.0387785889479368,1.0473348400929452,0.7255770847804592,89.0,85.0,53.0,9.0,90.0
2,Sart4,15.0,60.0,20,13,7,0.65,0.35,0.6108845922937367,0.6105228634478251,0.7255770847804592,96.0,84.0,55.0,5.0,93.0
3,Sart1,1.0,1.0,20,10,10,0.5,0.5,0.6751666166580533,0.693308640757514,0.6430568666452294,72.0,47.0,47.0,72.0,84.0
3,Sart1,2.0,2.0,20,17,3,0.85,0.15,0.48524739752218665,0.4994120838691372,0.6430568666452294,79.0,58.0,48.0,76.0,62.0
3,Sart1,3.0,3.0,40,31,9,0.775,0.225,0.5073274793502904,0.5248166585364438,0.6430568666452294,58.0,65.0,67.0,36.0,63.0
3,Sart1,4.0,4.0,40,30,10,0.75,0.25,0.529860933046138,0.5443927484071543,0.6430568666452294,57.0,57.0,61.0,38.0,59.0
3,Sart1,5.0,5.0,30,21,9,0.7,0.3,0.6043901614420852,0.5968547954914917,0.6430568666452294,67.0,50.0,54.0,40.0,65.0
3,Sart1,6.0,6.0,20,12,8,0.6,0.4,0.7293009614046261,0.7039290688554173,0.6430568666452294,62.0,50.0,58.0,54.0,67.0
3,Sart1,7.0,7.0,40,21,19,0.525,0.475,0.5894828682584174,0.6086888700583347,0.6430568666452294,44.0,53.0,39.0,61.0,64.0
3,Sart1,8.0,8.0,40,19,21,0.475,0.525,0.6950848370827422,0.6727140165802202,0.6430568666452294,60.0,49.0,49.0,40.0,66.0
3,Sart1,9.0,9.0,20,14,6,0.7,0.3,0.6248931128847567,0.6955737095026177,0.6430568666452294,40.0,49.0,50.0,40.0,66.0
3,Sart1,10.0,10.0,30,9,21,0.3,0.7,0.840988622812489,0.8214248350145651,0.6430568666452294,44.0,57.0,62.0,45.0,61.0
3,Sart1,11.0,11.0,20,3,17,0.15,0.85,0.787812960281857,0.788688624894881,0.6430568666452294,35.0,47.0,60.0,57.0,63.0
3,Sart1,12.0,12.0,40,12,28,0.3,0.7,0.9513354742873121,0.9600996228285006,0.6430568666452294,33.0,48.0,58.0,35.0,64.0
3,Sart1,13.0,13.0,30,13,17,0.43333333333333335,0.5666666666666667,0.8274532880974039,0.920216925668145,0.6430568666452294,37.0,49.0,36.0,67.0,65.0
3,Sart1,14.0,14.0,30,12,18,0.4,0.6,0.7555484025662728,0.7499002254210719,0.6430568666452294,37.0,42.0,50.0,50.0,56.0
3,Sart1,15.0,15.0,30,8,22,0.26666666666666666,0.7333333333333333,0.8935331767568961,0.905941417122725,0.6430568666452294,28.0,38.0,48.0,56.0,58.0
3,Sart2,1.0,16.0,40,35,5,0.875,0.125,0.5063405001049447,0.5194447488749677,0.6430568666452294,41.0,46.0,51.0,38.0,62.0
3,Sart2,2.0,17.0,30,18,12,0.6,0.4,0.7280461407470097,0.7105353800003376,0.6430568666452294,36.0,51.0,48.0,53.0,61.0
3,Sart2,3.0,18.0,20,12,8,0.6,0.4,0.7011588663590828,0.662328770932317,0.6430568666452294,41.0,55.0,45.0,58.0,61.0
3,Sart3,1.0,31.0,20,12,8,0.6,0.4,0.6457024929171958,0.6294888295715833,0.6430568666452294,62.0,52.0,48.0,53.0,67.0
3,Sart3,2.0,32.0,40,28,12,0.7,0.3,0.49869024050351984,0.5130626553069465,0.6430568666452294,63.0,44.0,58.0,55.0,67.0
3,Sart3,3.0,33.0,40,27,13,0.675,0.325,0.5033386787831207,0.5407764738869532,0.6430568666452294,40.0,51.0,40.0,60.0,64.0
3,Sart3,4.0,34.0,20,8,12,0.4,0.6,0.8818170014516222,0.8738941822254503,0.6430568666452294,40.0,52.0,55.0,38.0,68.0
3,Sart3,5.0,35.0,30,10,20,0.3333333333333333,0.6666666666666666,0.8218199606021087,0.833953903408296,0.6430568666452294,31.0,40.0,64.0,54.0,64.0
3,Sart3,6.0,36.0,30,7,23,0.23333333333333334,0.7666666666666667,0.7552129073841422,0.7739219765156258,0.6430568666452294,64.0,51.0,49.0,51.0,63.0
3,Sart3,7.0,37.0,30,11,19,0.36666666666666664,0.6333333333333333,0.6858179493201133,0.704278819998408,0.6430568666452294,39.0,51.0,60.0,60.0,67.0
3,Sart3,8.0,38.0,30,9,21,0.3,0.7,0.9495641271501974,0.9391366143241414,0.6430568666452294,42.0,56.0,72.0,58.0,69.0
3,Sart3,9.0,39.0,20,8,12,0.4,0.6,0.9920694223053518,0.8208454653085127,0.6430568666452294,35.0,37.0,39.0,46.0,67.0
3,Sart3,10.0,40.0,40,18,22,0.45,0.55,0.7027358206135791,0.7393233721407688,0.6430568666452294,33.0,43.0,62.0,43.0,65.0
3,Sart3,11.0,41.0,40,26,14,0.65,0.35,0.635032602550844,0.702456327079295,0.6430568666452294,28.0,50.0,67.0,61.0,61.0
3,Sart3,12.0,42.0,20,15,5,0.75,0.25,0.4245653167626205,0.4499565573187171,0.6430568666452294,36.0,42.0,55.0,58.0,72.0
3,Sart3,13.0,43.0,20,0,20,0.0,1.0,0.9006144965834648,0.938076860792884,0.6430568666452294,38.0,50.0,62.0,66.0,67.0
3,Sart3,14.0,44.0,30,14,16,0.4666666666666667,0.5333333333333333,0.6141038197787791,0.7025546716054663,0.6430568666452294,63.0,48.0,49.0,47.0,62.0
3,Sart3,15.0,45.0,40,14,26,0.35,0.65,0.8162845890234619,0.9169966833095072,0.6430568666452294,32.0,37.0,37.0,49.0,66.0
3,Sart4,1.0,46.0,30,23,7,0.7666666666666667,0.23333333333333334,0.5930083910036725,0.6029387652251427,0.6430568666452294,30.0,55.0,67.0,74.0,72.0
3,Sart4,2.0,47.0,30,18,12,0.6,0.4,0.7433729266842152,0.7093342454658593,0.6430568666452294,25.0,50.0,64.0,41.0,64.0
3,Sart4,3.0,48.0,30,16,14,0.5333333333333333,0.4666666666666667,0.7346193621608526,0.701517283407098,0.6430568666452294,22.0,56.0,63.0,36.0,65.0
3,Sart4,4.0,49.0,20,13,7,0.65,0.35,0.5458510100738743,0.516913249353301,0.6430568666452294,28.0,45.0,68.0,55.0,71.0
3,Sart4,5.0,50.0,40,17,23,0.425,0.575,0.7510425459936374,0.7541206007076363,0.6430568666452294,31.0,50.0,36.0,60.0,58.0
3,Sart4,6.0,51.0,40,20,20,0.5,0.5,0.6744321259554766,0.7259811930566675,0.6430568666452294,40.0,56.0,71.0,62.0,65.0
3,Sart4,7.0,52.0,40,10,30,0.25,0.75,0.7907084371525827,0.7955473190709859,0.6430568666452294,30.0,42.0,59.0,62.0,55.0
3,Sart4,8.0,53.0,20,15,5,0.75,0.25,0.5073126575776911,0.5466701916319714,0.6430568666452294,36.0,49.0,52.0,34.0,70.0
3,Sart4,9.0,54.0,40,23,17,0.575,0.425,0.6317072471466851,0.6698335848786249,0.6430568666452294,12.0,35.0,78.0,32.0,67.0
3,Sart4,10.0,55.0,20,9,11,0.45,0.55,0.6982188323948771,0.6694676833030798,0.6430568666452294,30.0,61.0,31.0,60.0,68.0
3,Sart4,11.0,56.0,40,22,18,0.55,0.45,0.6237132690140045,0.6218740521991157,0.6430568666452294,26.0,33.0,73.0,38.0,67.0
3,Sart4,12.0,57.0,30,11,19,0.36666666666666664,0.6333333333333333,0.8348474076859784,0.8381407723062513,0.6430568666452294,62.0,48.0,48.0,49.0,67.0
3,Sart4,13.0,58.0,20,11,9,0.55,0.45,0.5793630892073457,0.6368053708181501,0.6430568666452294,35.0,59.0,61.0,60.0,63.0
3,Sart4,14.0,59.0,30,5,25,0.16666666666666666,0.8333333333333334,0.904716017354016,0.858641922910482,0.6430568666452294,35.0,51.0,64.0,45.0,39.0
3,Sart4,15.0,60.0,20,3,17,0.15,0.85,1.2049116424167363,1.2468044898132062,0.6430568666452294,33.0,57.0,56.0,43.0,57.0
4,Sart1,1.0,1.0,30,25,5,0.8333333333333334,0.16666666666666666,0.5081064792832203,0.5104840330727999,0.6930733438068701,99.0,97.0,46.0,81.0,99.0
4,Sart1,2.0,2.0,30,17,13,0.5666666666666667,0.43333333333333335,0.7494249968454548,0.8757096186729678,0.6930733438068701,99.0,97.0,50.0,94.0,71.0
4,Sart1,3.0,3.0,30,14,16,0.4666666666666667,0.5333333333333333,0.6159595842399326,0.6346852154686454,0.6930733438068701,100.0,100.0,47.0,98.0,100.0
4,Sart1,4.0,4.0,40,25,15,0.625,0.375,0.571470616219577,0.5964498758561871,0.6930733438068701,100.0,98.0,49.0,99.0,100.0
4,Sart1,5.0,5.0,30,17,13,0.5666666666666667,0.43333333333333335,0.6663507153764012,0.6931121892483431,0.6930733438068701,99.0,100.0,61.0,93.0,98.0
4,Sart1,6.0,6.0,20,9,11,0.45,0.55,0.7787699323226511,0.8119585915792648,0.6930733438068701,100.0,99.0,48.0,99.0,99.0
4,Sart1,7.0,7.0,30,13,17,0.43333333333333335,0.5666666666666667,0.79592066869441,0.7809834404358542,0.6930733438068701,92.0,99.0,49.0,99.0,74.0
4,Sart1,8.0,8.0,40,31,9,0.775,0.225,0.5549828570194828,0.5643538793995122,0.6930733438068701,99.0,99.0,50.0,99.0,99.0
4,Sart1,9.0,9.0,20,7,13,0.35,0.65,0.7780017365693612,0.8162714349225192,0.6930733438068701,100.0,99.0,50.0,100.0,99.0
4,Sart1,10.0,10.0,40,25,15,0.625,0.375,0.6621651999769652,0.6693621796863771,0.6930733438068701,99.0,100.0,58.0,89.0,96.0
4,Sart1,11.0,11.0,40,16,24,0.4,0.6,0.892182680004963,0.9089834265139585,0.6930733438068701,82.0,100.0,46.0,81.0,83.0
4,Sart1,12.0,12.0,20,4,16,0.2,0.8,0.9803410955277934,1.0058424183507222,0.6930733438068701,100.0,99.0,44.0,77.0,87.0
4,Sart1,13.0,13.0,20,11,9,0.55,0.45,0.7656156164759355,0.816126749487324,0.6930733438068701,100.0,99.0,38.0,83.0,99.0
4,Sart1,14.0,14.0,20,9,11,0.45,0.55,0.7357342551502025,0.7379548237774942,0.6930733438068701,99.0,79.0,48.0,79.0,99.0
4,Sart1,15.0,15.0,40,23,17,0.575,0.425,0.7112945148444844,0.7280367350623708,0.6930733438068701,79.0,75.0,36.0,74.0,100.0
4,Sart2,1.0,16.0,30,7,23,0.23333333333333334,0.7666666666666667,1.2846805827586396,1.258063556677885,0.6930733438068701,99.0,100.0,40.0,71.0,100.0
4,Sart2,2.0,17.0,20,7,13,0.35,0.65,0.9276402474840507,1.0218165506765504,0.6930733438068701,70.0,100.0,69.0,37.0,74.0
4,Sart2,3.0,18.0,40,18,22,0.45,0.55,0.748775285927569,0.7459120034350967,0.6930733438068701,84.0,100.0,48.0,38.0,100.0
4,Sart2,4.0,19.0,30,9,21,0.3,0.7,0.7750489094730136,0.7731585793972308,0.6930733438068701,84.0,99.0,43.0,34.0,100.0
4,Sart2,5.0,20.0,40,18,22,0.45,0.55,0.8521351868637698,0.8734681221768362,0.6930733438068701,99.0,100.0,44.0,99.0,100.0
4,Sart2,6.0,21.0,40,26,14,0.65,0.35,0.6245938898249814,0.6406419802663683,0.6930733438068701,88.0,100.0,46.0,49.0,99.0
4,Sart2,7.0,22.0,20,12,8,0.6,0.4,0.6737102852873873,0.688948407245835,0.6930733438068701,99.0,99.0,49.0,40.0,100.0
4,Sart2,8.0,23.0,40,23,17,0.575,0.425,0.6059174026680562,0.6290369494403412,0.6930733438068701,99.0,99.0,47.0,99.0,100.0
4,Sart2,9.0,24.0,30,22,8,0.7333333333333333,0.26666666666666666,0.6006239815784805,0.604741673981651,0.6930733438068701,100.0,100.0,47.0,100.0,100.0
4,Sart2,10.0,25.0,20,13,7,0.65,0.35,0.5982129778411374,0.613345951720052,0.6930733438068701,100.0,100.0,62.0,80.0,100.0
4,Sart2,11.0,26.0,40,30,10,0.75,0.25,0.6504268739240774,0.6409661109164767,0.6930733438068701,100.0,99.0,36.0,51.0,99.0
4,Sart2,12.0,27.0,30,18,12,0.6,0.4,0.6615819187644242,0.6421904548379131,0.6930733438068701,93.0,100.0,37.0,58.0,99.0
4,Sart2,13.0,28.0,20,9,11,0.45,0.55,0.703541729968734,0.7614692603983465,0.6930733438068701,89.0,100.0,46.0,35.0,100.0
4,Sart2,14.0,29.0,20,6,14,0.3,0.7,0.8694037021639027,0.9011518529568356,0.6930733438068701,100.0,99.0,49.0,43.0,99.0
4,Sart2,15.0,30.0,30,17,13,0.5666666666666667,0.43333333333333335,0.6890704675593683,0.667877632469004,0.6930733438068701,100.0,100.0,49.0,35.0,99.0
4,Sart3,1.0,31.0,20,5,15,0.25,0.75,1.168049151821195,1.0861762306401428,0.6930733438068701,100.0,50.0,49.0,100.0,100.0
4,Sart3,2.0,32.0,20,10,10,0.5,0.5,0.7615249864772577,0.7914386427176804,0.6930733438068701,100.0,48.0,48.0,48.0,99.0
4,Sart3,3.0,33.0,20,9,11,0.45,0.55,0.8066815512069718,0.808295198498006,0.6930733438068701,99.0,51.0,51.0,48.0,99.0
4,Sart3,4.0,34.0,30,9,21,0.3,0.7,0.799617537488519,0.8696140029448867,0.6930733438068701,100.0,49.0,49.0,50.0,99.0
4,Sart3,5.0,35.0,40,15,25,0.375,0.625,0.8602571350797863,0.894018678802523,0.6930733438068701,99.0,48.0,43.0,43.0,99.0
4,Sart3,6.0,36.0,40,18,22,0.45,0.55,0.7262529918987102,0.7501533353447292,0.6930733438068701,100.0,47.0,63.0,37.0,99.0
4,Sart3,7.0,37.0,40,11,29,0.275,0.725,0.8286068424063524,0.8417695298508348,0.6930733438068701,100.0,45.0,43.0,27.0,99.0
4,Sart3,8.0,38.0,20,5,15,0.25,0.75,0.9763262115133041,0.9564700645619343,0.6930733438068701,99.0,50.0,49.0,50.0,100.0
4,Sart3,9.0,39.0,30,16,14,0.5333333333333333,0.4666666666666667,0.7121061543827026,0.6902345407199484,0.6930733438068701,100.0,49.0,48.0,48.0,99.0
4,Sart3,10.0,40.0,30,21,9,0.7,0.3,0.5944146029464258,0.5962492864369796,0.6930733438068701,100.0,49.0,48.0,0.0,100.0
4,Sart3,11.0,41.0,40,16,24,0.4,0.6,0.734475726886877,0.7895330045419435,0.6930733438068701,100.0,49.0,65.0,0.0,100.0
4,Sart3,12.0,42.0,40,28,12,0.7,0.3,0.5269290714553239,0.5525892406038527,0.6930733438068701,100.0,48.0,56.0,38.0,100.0
4,Sart3,13.0,43.0,30,19,11,0.6333333333333333,0.36666666666666664,0.6138447181102178,0.644843584454526,0.6930733438068701,100.0,48.0,47.0,99.0,99.0
4,Sart3,14.0,44.0,30,17,13,0.5666666666666667,0.43333333333333335,0.8310720400806725,0.8641021348629337,0.6930733438068701,99.0,48.0,48.0,75.0,99.0
4,Sart3,15.0,45.0,20,5,15,0.25,0.75,1.0746007460212155,1.0698980044660606,0.6930733438068701,99.0,50.0,49.0,99.0,49.0
4,Sart4,1.0,46.0,20,15,5,0.75,0.25,0.5507365643405664,0.5974854174339245,0.6930733438068701,99.0,47.0,71.0,72.0,71.0
4,Sart4,2.0,47.0,40,15,25,0.375,0.625,0.9237594977523916,0.959207177978805,0.6930733438068701,99.0,47.0,71.0,81.0,73.0
4,Sart4,3.0,48.0,30,17,13,0.5666666666666667,0.43333333333333335,0.7784170983638461,0.7626956977290228,0.6930733438068701,99.0,48.0,48.0,82.0,75.0
4,Sart4,4.0,49.0,20,8,12,0.4,0.6,0.771910769210695,0.7939699295516617,0.6930733438068701,83.0,49.0,64.0,80.0,78.0
4,Sart4,5.0,50.0,30,4,26,0.13333333333333333,0.8666666666666667,1.200681717211854,1.1831019300162282,0.6930733438068701,100.0,49.0,50.0,73.0,90.0
4,Sart4,6.0,51.0,40,23,17,0.575,0.425,0.6576087269526552,0.7013935378990371,0.6930733438068701,100.0,49.0,55.0,38.0,98.0
4,Sart4,7.0,52.0,20,11,9,0.55,0.45,0.7006139507414724,0.6714236697463033,0.6930733438068701,99.0,49.0,51.0,65.0,96.0
4,Sart4,8.0,53.0,20,7,13,0.35,0.65,0.7577011948848209,0.7947814138021021,0.6930733438068701,99.0,45.0,63.0,81.0,87.0
4,Sart4,9.0,54.0,30,24,6,0.8,0.2,0.589705539256298,0.59848796455565,0.6930733438068701,88.0,69.0,48.0,22.0,87.0
4,Sart4,10.0,55.0,20,3,17,0.15,0.85,1.1030888337978455,1.0875314122528927,0.6930733438068701,93.0,54.0,30.0,30.0,93.0
4,Sart4,11.0,56.0,40,21,19,0.525,0.475,0.9124904586154774,0.8682798108414775,0.6930733438068701,100.0,50.0,47.0,26.0,93.0
4,Sart4,12.0,57.0,40,13,27,0.325,0.675,0.7890854341851741,0.7725977354794626,0.6930733438068701,99.0,49.0,48.0,22.0,100.0
4,Sart4,13.0,58.0,40,30,10,0.75,0.25,0.5310409732897797,0.5335526182297148,0.6930733438068701,99.0,46.0,47.0,19.0,99.0
4,Sart4,14.0,59.0,30,14,16,0.4666666666666667,0.5333333333333333,0.8901214123525414,0.9042714478523225,0.6930733438068701,89.0,65.0,48.0,30.0,99.0
4,Sart4,15.0,60.0,30,10,20,0.3333333333333333,0.6666666666666666,0.8223889163371372,0.8344321983516545,0.6930733438068701,99.0,55.0,55.0,32.0,100.0
5,Sart1,1.0,1.0,20,15,5,0.75,0.25,0.6101030282180075,0.5767248197693484,0.6403801448614368,33.0,76.0,0.0,1.0,45.0
5,Sart1,2.0,2.0,20,10,10,0.5,0.5,0.679307600394468,0.5549830046007606,0.6403801448614368,14.0,51.0,3.0,1.0,98.0
5,Sart1,3.0,3.0,40,25,15,0.625,0.375,0.5444854317918533,0.61532460519982,0.6403801448614368,98.0,49.0,52.0,98.0,98.0
5,Sart1,4.0,4.0,30,13,17,0.43333333333333335,0.5666666666666667,0.6374353784768418,0.6769929172015033,0.6403801448614368,8.0,47.0,99.0,2.0,98.0
5,Sart1,5.0,5.0,30,15,15,0.5,0.5,0.7290443061974419,0.7620878935050321,0.6403801448614368,99.0,44.0,43.0,98.0,99.0
5,Sart1,6.0,6.0,30,25,5,0.8333333333333334,0.16666666666666666,0.4165649744041971,0.4381178520056014,0.6403801448614368,8.0,17.0,52.0,1.0,100.0
5,Sart1,7.0,7.0,30,16,14,0.5333333333333333,0.4666666666666667,0.5986563305599455,0.6090615662529687,0.6403801448614368,6.0,53.0,99.0,0.0,97.0
5,Sart1,8.0,8.0,20,16,4,0.8,0.2,0.48437539153664666,0.5031169311044155,0.6403801448614368,13.0,53.0,10.0,2.0,97.0
