Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls Low BDI,inclusion,47,18.659574468085108,18.879798953130784,2.7539017137803805,-15.140425531914895,14.780907086770412,2.1560168865429357
Controls Low BDI,exclusion,58,21.46551724137931,17.75487629311756,2.3313294719149207,-18.877011494252873,15.636598253687854,2.053185938752319
Controls High BDI,inclusion,66,21.545454545454547,15.890182569684406,1.9559462644362582,-24.89090909090909,10.159451067771625,1.2505419794635833
Controls High BDI,exclusion,86,27.058139534883722,15.370219219350425,1.6574133631673444,-27.248062015503884,18.34804443972496,1.9785205147954708
Risk of Depression,inclusion,106,21.254716981132077,15.583911924530323,1.5136433332517087,-22.27106918238994,22.293198277231838,2.16530683134026
Risk of Depression,exclusion,106,18.971698113207548,14.923587942882529,1.4495069984567126,-22.752201257861632,17.3219419337727,1.6824557308846873
