cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,1,AF7,3.3593544104413753,0.11697660467906419
1,positive,1,AF8,2.629851732142908,0.13777244551089782
2,positive,1,FC5,2.4339403802436372,0.16816636672665466
3,positive,1,FC6,2.3570983065405797,0.1877624475104979
4,positive,1,Oz,2.4383965206521387,0.16716656668666266
5,positive,2,"P4,P6",5.079927325246864,0.09258148370325935
