cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,19,"AF3,AF4,AF7,AF8,AFz,F1,F3,F4,F5,F6,F7,F8,FC3,FC4,FC5,FC6,Fp1,Fp2,Fz",61.588844114702376,0.0011997600479904018
1,positive,3,"P5,P7,PO7",7.780471866271922,0.07038592281543692
