marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off Task,-0.0008432231697595283,0.00010533185476711283,-8.005395629117917,1.190831946209191e-15,8.335823623464338e-15,True
Omission Rate,Valence,-0.00010569213992592065,0.00015299912592395013,-0.6908022466641808,0.4896898235150302,0.4896898235150302,False
Omission Rate,Self/Other,8.054007454902823e-05,9.542474784564418e-05,0.8440166347550335,0.39866011012836555,0.4651034618164265,False
Omission Rate,Time (probe dim.),0.0002458224717085389,0.00014177117991271158,1.7339382507777084,0.08292904002633265,0.1935010933947762,False
Omission Rate,Time² (curvature),-0.0006246133502001879,0.0002373431015881271,-2.631689507808445,0.00849614692173279,0.029736514226064766,True
Omission Rate,Confidence,-0.000139169636663334,0.00014590363644499866,-0.9538462512262114,0.3401614736999662,0.4651034618164265,False
Omission Rate,Time on Task,0.00013072540372715353,0.00011453955681168741,1.1413122886626583,0.2537399901250076,0.4440449827187633,False
Commission Rate,On/Off Task,-0.001710755280345756,0.0004536701961278415,-3.7709227869658766,0.00016264499584622434,0.0011385149709235705,True
Commission Rate,Valence,-0.0016738643289785538,0.0006556805759379204,-2.5528655116619388,0.010684074158795286,0.0373942595557835,True
Commission Rate,Self/Other,-0.0003916870714704243,0.00039849655968786254,-0.982912052684289,0.3256507253517401,0.3256507253517401,False
Commission Rate,Time (probe dim.),-0.0008640811030801583,0.0006448532073191433,-1.3399655817366776,0.18025653491233462,0.3132006791506816,False
Commission Rate,Time² (curvature),0.0019604664353807086,0.0010159962905251362,1.9295999932907293,0.0536564196602758,0.12519831254064354,False
Commission Rate,Confidence,-0.000729059617506218,0.0006588158607878168,-1.1066212289339896,0.2684577249862985,0.3132006791506816,False
Commission Rate,Time on Task,0.0006002859115373155,0.0005280703688941396,1.1367536353050944,0.2556412906221561,0.3132006791506816,False
Total Errors,On/Off Task,-0.0026136411956613633,0.00047653132717887707,-5.484720618756451,4.141233705518482e-08,2.8988635938629375e-07,True
Total Errors,Valence,-0.001657970173933397,0.0006903167278787788,-2.4017528577469736,0.016316727943926343,0.0571085478037422,False
Total Errors,Self/Other,-0.0004942303248868438,0.00041865151617724475,-1.1805291651627536,0.23778981774474728,0.2767055894914028,False
Total Errors,Time (probe dim.),-0.0007239684999409342,0.0006655652979533255,-1.0877497702587617,0.2767055894914028,0.2767055894914028,False
Total Errors,Time² (curvature),0.0014632469374002972,0.0010773011839323185,1.3582524174523007,0.17438360308446788,0.25488605371620426,False
Total Errors,Confidence,-0.001056653514235554,0.0006844212362812484,-1.543864302014943,0.12262120974600636,0.25488605371620426,False
Total Errors,Time on Task,0.000726840449349853,0.0005446804581743046,1.334434600033429,0.1820614669401459,0.25488605371620426,False
RTCV (RT Variability),On/Off Task,-0.0005353425141510772,0.00014137422352067717,-3.7867052480948122,0.0001526580050935815,0.0005343030178275353,True
RTCV (RT Variability),Valence,-0.00010898454019463006,0.00020807945598158318,-0.5237640577274295,0.6004426552277783,0.8036600347919491,False
RTCV (RT Variability),Self/Other,4.795706333338278e-05,0.0001294109315065608,0.3705796935010199,0.7109506090620471,0.8036600347919491,False
RTCV (RT Variability),Time (probe dim.),-4.966356144847646e-05,0.0001997624069436718,-0.24861315103437048,0.8036600347919491,0.8036600347919491,False
RTCV (RT Variability),Time² (curvature),0.000341062438599465,0.0003301275262662285,1.0331232977053182,0.3015462018264141,0.7036078042616329,False
RTCV (RT Variability),Confidence,-0.00014910921195368114,0.0002018283770011436,-0.7387921072805151,0.46003324522125,0.8036600347919491,False
RTCV (RT Variability),Time on Task,0.0006546021116934759,0.00016108515246350942,4.063702344272621,4.830041306331082e-05,0.00033810289144317574,True
