feature_name,mean_importance,std_importance,rank
PE_alpha_mean_central_mid_trimmean,0.01816260127450829,,1
wsmi_alpha_mean_central_mid_trimmean,0.017027760627830762,,2
psd_relative_beta_mean_central_mid_trimmean,0.015967571023104383,,3
psd_relative_delta_mean_central_left_trimmean,0.0135924528043451,,4
psd_relative_gamma_mean_frontal_right_trimmean,0.012923434901008573,,5
wsmi_alpha_mean_frontal_right_trimmean,0.011022923621234615,,6
psd_relative_alpha_mean_posterior_left_trimmean,0.010220611152762682,,7
wsmi_gamma_mean_central_mid_trimmean,0.009992139492930234,,8
wsmi_alpha_mean_posterior_left_trimmean,0.009284878307771454,,9
P3b_mean_centroparietal_midline_trimmean,0.008948044286089037,,10
PE_alpha_mean_posterior_mid_trimmean,0.008761937753749331,,11
psd_relative_gamma_mean_posterior_left_trimmean,0.008655696924441106,,12
wsmi_beta_mean_posterior_left_trimmean,0.008291577573225415,,13
psd_relative_gamma_mean_frontal_left_trimmean,0.008134031074351398,,14
wsmi_beta_mean_central_mid_trimmean,0.007979856128235383,,15
PE_theta_mean_posterior_mid_trimmean,0.007904433387053116,,16
psd_relative_alpha_mean_central_mid_trimmean,0.007858315582686204,,17
psd_relative_theta_mean_central_mid_trimmean,0.007788634317146635,,18
wsmi_beta_mean_posterior_mid_trimmean,0.007723575283761965,,19
slowwaves_PTP_mean_frontal_left_trimmean,0.007615072944004303,,20
wsmi_theta_mean_posterior_left_trimmean,0.007559616003837978,,21
psd_relative_alpha_mean_central_left_trimmean,0.007408032585524339,,22
PE_alpha_mean_central_left_trimmean,0.007406172091012945,,23
PE_theta_mean_central_left_trimmean,0.007385219315031153,,24
PE_theta_mean_central_mid_trimmean,0.007368202627530067,,25
psd_relative_beta_mean_posterior_left_trimmean,0.007233148880044692,,26
PE_gamma_mean_frontal_right_trimmean,0.007149305437005653,,27
psd_relative_gamma_mean_central_right_trimmean,0.006975126222425265,,28
slowwaves_PTP_mean_central_left_trimmean,0.006974470183779336,,29
PE_gamma_mean_frontal_left_trimmean,0.006956689355935952,,30
wsmi_alpha_mean_frontal_left_trimmean,0.006948980849744522,,31
PE_gamma_mean_central_right_trimmean,0.006839728882260338,,32
slowwaves_PTP_mean_frontal_right_trimmean,0.006825816343719429,,33
PE_beta_mean_frontal_right_trimmean,0.006746685867462855,,34
PE_theta_mean_posterior_left_trimmean,0.006691146477528792,,35
slowwaves_Duration_mean_posterior_right_trimmean,0.006681666193933449,,36
kolmogorov_complexity_mean_central_mid_trimmean,0.006605864331423548,,37
PE_alpha_mean_frontal_left_trimmean,0.006560519501428416,,38
psd_relative_beta_mean_posterior_mid_trimmean,0.0065173063820871055,,39
slowwaves_Frequency_mean_posterior_right_trimmean,0.006426656238224415,,40
wsmi_gamma_mean_central_right_trimmean,0.006330008563145807,,41
psd_relative_alpha_mean_posterior_mid_trimmean,0.006309155145901204,,42
slowwaves_PTP_mean_posterior_left_trimmean,0.006275407554595773,,43
PE_gamma_mean_posterior_left_trimmean,0.006206098945797084,,44
PE_beta_mean_central_right_trimmean,0.006192565745755333,,45
PE_alpha_mean_posterior_right_trimmean,0.006163724096906829,,46
kolmogorov_complexity_mean_frontal_mid_trimmean,0.006159578937530549,,47
slowwaves_Slope_mean_central_right_trimmean,0.006085821971536391,,48
psd_relative_gamma_mean_posterior_right_trimmean,0.006071271513906923,,49
psd_relative_gamma_mean_central_mid_trimmean,0.006070150795369563,,50
psd_relative_theta_mean_central_left_trimmean,0.005988217448185076,,51
wsmi_alpha_mean_posterior_right_trimmean,0.005950301542593534,,52
kolmogorov_complexity_mean_frontal_left_trimmean,0.005946458490836027,,53
slowwaves_PTP_mean_posterior_right_trimmean,0.005922935045439735,,54
psd_relative_beta_mean_central_right_trimmean,0.005916117961150231,,55
psd_relative_gamma_mean_posterior_mid_trimmean,0.005879244238798195,,56
slowwaves_Slope_mean_posterior_mid_trimmean,0.005831897033707041,,57
slowwaves_PTP_mean_central_right_trimmean,0.005817500804522292,,58
slowwaves_PTP_mean_central_mid_trimmean,0.005784515007303633,,59
psd_relative_theta_mean_posterior_right_trimmean,0.005729803368146758,,60
wsmi_gamma_mean_posterior_mid_trimmean,0.005696183381119146,,61
slowwaves_PTP_mean_posterior_mid_trimmean,0.005691741725627542,,62
slowwaves_Density_mean_posterior_left_trimmean,0.005602593579494069,,63
wsmi_beta_mean_central_right_trimmean,0.0055321788131114874,,64
psd_relative_delta_mean_frontal_right_trimmean,0.005531707343442812,,65
slowwaves_Density_mean_central_mid_trimmean,0.005523440345969064,,66
psd_relative_theta_mean_central_right_trimmean,0.005505383632569988,,67
