subject,auc,minority_ratio,n_trials
02,0.6857142857142858,0.3181818181818182,22
04,0.6428571428571429,0.46153846153846156,13
05,0.4903381642512077,0.43902439024390244,41
06,0.6063492063492064,0.4166666666666667,36
08,0.6873065015479876,0.4722222222222222,36
11,0.56,0.2,25
12,0.5666666666666667,0.47368421052631576,19
15,0.7142857142857143,0.3,10
21,0.38636363636363635,0.26666666666666666,15
24,0.5042735042735043,0.41935483870967744,31
25,0.5112781954887218,0.475,40
26,0.6007905138339921,0.4888888888888889,45
27,0.5944444444444446,0.4444444444444444,27
28,0.725,0.38461538461538464,13
29,0.6578947368421052,0.45714285714285713,35
30,0.5933014354066986,0.36666666666666664,30
32,0.5227272727272727,0.3548387096774194,31
34,0.6682692307692308,0.48,50
35,0.6149068322981366,0.3783783783783784,37
36,0.48148148148148145,0.4,15
37,0.5488721804511278,0.42424242424242425,33
38,0.41999999999999993,0.3333333333333333,15
40,0.6728778467908902,0.4772727272727273,44
43,0.5535714285714286,0.46153846153846156,26
