Marker Type,Marker Name,N Subjects,N Observations,N Channels,Total Clusters,Sig Clusters (uncorr),Sig Clusters (corr),In Correction Family,Marker p (uncorr),Marker p (corr),Marker Rejected,Correction Method,Correction Unit,Correction Family Size,T-stat Min,T-stat Max,T-stat Mean (abs),Predictor,Threshold,N Permutations,Analysis Date
evoked,evoked/P1,35,2044,64,1,1,1,True,0.02499500099980004,0.03332666799973339,True,fdr_bh,marker,4,-3.3761947637688237,0.7802445259174139,1.5909868040853499,onoff,1.959963984540054,5000,2026-08-13T22:16:35.000371
evoked,evoked/P3a,35,2044,64,1,1,1,True,0.012997400519896021,0.025994801039792043,True,fdr_bh,marker,4,-2.231681572674686,3.541612605457861,1.5391877074441922,onoff,1.959963984540054,5000,2026-08-13T22:12:50.594195
evoked,evoked/P3b,35,2044,64,1,1,1,True,0.001999600079984003,0.007998400319936013,True,fdr_bh,marker,4,-2.0223760641041957,4.777065180735163,2.2088439903160535,onoff,1.959963984540054,5000,2026-08-13T22:12:15.140508
evoked,evoked/N1,35,2044,64,2,0,0,True,0.08618276344731053,0.08618276344731053,False,fdr_bh,marker,4,-2.777406072524141,1.3016389087572533,0.6933600781333201,onoff,1.959963984540054,5000,2026-08-13T22:12:46.815365
sleep,sleep/wsmi_beta,35,2046,64,6,4,4,True,0.008798240351929614,0.016716656668666268,True,fdr_bh,marker,19,-0.9573534104385609,3.407596000579776,1.5233162881303794,onoff,1.959963984540054,5000,2026-08-13T22:20:22.892393
sleep,sleep/PE_alpha,35,2046,64,4,2,2,True,0.009798040391921616,0.01692388794968279,True,fdr_bh,marker,19,-3.6024440310472174,3.374247526313074,1.3167404712705875,onoff,1.959963984540054,5000,2026-08-13T22:10:21.411602
sleep,sleep/PE_beta,35,2046,64,3,2,2,True,0.0007998400319936012,0.003799240151969606,True,fdr_bh,marker,19,-5.303935682253458,1.3956587500383697,2.087163912754341,onoff,1.959963984540054,5000,2026-08-13T22:13:01.192473
sleep,sleep/PE_gamma,35,2046,64,3,2,2,True,0.0009998000399920016,0.003799240151969606,True,fdr_bh,marker,19,-5.00567865109082,1.4886942871886817,2.087536460185547,onoff,1.959963984540054,5000,2026-08-13T22:11:59.380997
sleep,sleep/psd_relative_delta,35,2046,64,2,2,2,True,0.004399120175964807,0.009287031482592372,True,fdr_bh,marker,19,-2.210139163347699,4.087260789158358,1.7302282546433814,onoff,1.959963984540054,5000,2026-08-13T22:16:17.298767
sleep,sleep/wsmi_alpha,35,2046,64,4,2,2,True,0.033393321335732855,0.04229820702526162,True,fdr_bh,marker,19,-1.158243615757838,3.097180440515435,0.9989604555627052,onoff,1.959963984540054,5000,2026-08-13T22:18:47.018866
sleep,sleep/psd_relative_alpha,35,2046,64,1,1,1,True,0.0027994401119776045,0.007123575284943012,True,fdr_bh,marker,19,-4.310325452529861,1.7980966217800538,1.7321397992442171,onoff,1.959963984540054,5000,2026-08-13T22:10:23.978464
sleep,sleep/psd_relative_beta,35,2046,64,3,1,1,True,0.03679264147170566,0.04369126174765048,True,fdr_bh,marker,19,-3.721478211521514,2.0605893173538012,1.2207071414380992,onoff,1.959963984540054,5000,2026-08-13T22:08:34.401481
sleep,sleep/psd_relative_gamma,35,2046,64,3,1,1,True,0.0003999200159968006,0.003799240151969606,True,fdr_bh,marker,19,-4.265345606957447,1.1501664106576674,1.8434235924012858,onoff,1.959963984540054,5000,2026-08-13T22:19:20.762942
sleep,sleep/psd_relative_theta,35,2046,64,2,1,1,True,0.0011997600479904018,0.003799240151969606,True,fdr_bh,marker,19,-1.0806808417101912,4.371079495968886,1.9279260487040393,onoff,1.959963984540054,5000,2026-08-13T22:20:01.644744
sleep,sleep/slowwaves_Density,35,2046,64,1,1,1,True,0.002999400119976005,0.007123575284943012,True,fdr_bh,marker,19,-3.382009632891047,1.3363576376634623,1.27179490971919,onoff,1.959963984540054,5000,2026-08-13T22:23:56.218078
sleep,sleep/slowwaves_Duration,35,2046,64,1,1,1,True,0.020195960807838434,0.03197693794574419,True,fdr_bh,marker,19,-3.1970490755073806,0.9123040063525817,0.8071598113833727,onoff,1.959963984540054,5000,2026-08-13T22:20:46.620296
sleep,sleep/slowwaves_Frequency,35,2046,64,2,1,1,True,0.022595480903819236,0.03302416439788965,True,fdr_bh,marker,19,-1.6279327613177965,2.9526979926751107,0.7117798524223274,onoff,1.959963984540054,5000,2026-08-13T22:20:53.470359
sleep,sleep/slowwaves_PTP,35,2046,64,1,1,1,True,0.0005998800239952009,0.003799240151969606,True,fdr_bh,marker,19,-3.840934579377741,0.7541775396913746,1.4771300997850214,onoff,1.959963984540054,5000,2026-08-13T22:09:46.499926
sleep,sleep/wsmi_gamma,35,2046,64,4,1,1,True,0.0001999600079984003,0.003799240151969606,True,fdr_bh,marker,19,-1.3930138620270225,4.041170838778687,1.6030819052020493,onoff,1.959963984540054,5000,2026-08-13T22:21:40.922567
sleep,sleep/wsmi_theta,35,2046,64,3,1,1,True,0.03099380123975205,0.042063015968234925,True,fdr_bh,marker,19,-1.7672560043006669,3.089953121689596,0.9992371773433428,onoff,1.959963984540054,5000,2026-08-13T22:18:50.337734
sleep,sleep/PE_theta,35,2046,64,4,0,0,True,0.0629874025194961,0.07039768516884858,False,fdr_bh,marker,19,-3.8419165113969624,1.5435340363495906,1.153537840450461,onoff,1.959963984540054,5000,2026-08-13T22:12:25.032150
sleep,sleep/kolmogorov_complexity,35,2046,64,3,0,0,True,0.08798240351929613,0.0928703148259237,False,fdr_bh,marker,19,-3.109948824359,2.0912999004284196,0.9074377958902493,onoff,1.959963984540054,5000,2026-08-13T22:13:00.579918
sleep,sleep/slowwaves_Slope,35,2046,64,1,0,0,True,0.21375724855028994,0.21375724855028994,False,fdr_bh,marker,19,-2.667608115874049,2.1534267236680793,0.8030792735046246,onoff,1.959963984540054,5000,2026-08-13T22:13:40.753115
