marker,moderator,interaction_term,estimate,std_error,t_value,p_value,n_obs,n_subjects,converged,p_fdr,significant_fdr,marker_label,moderator_label
omission_rate,valence,onoff:valence,5.743692179026534e-05,2.588388163537964e-05,2.219022733891547,0.026485177932619203,2460,42,True,0.10932535511622736,False,Omission Rate,Valence
omission_rate,selfother,onoff:selfother,-4.559321120776233e-06,1.785860528179754e-05,-0.255301074682654,0.7984905699647233,2460,42,True,0.9394006705467334,False,Omission Rate,Self/Other
omission_rate,time,onoff:time,1.7235839206356937e-05,2.6266205528740625e-05,0.6561982920409797,0.5116965476794046,2460,42,True,0.6396206845992558,False,Omission Rate,Time (probe dim.)
omission_rate,confidence,onoff:confidence,7.724943297845793e-05,3.63728317924713e-05,2.123822346833263,0.03368500163318045,2460,42,True,0.11228333877726818,False,Omission Rate,Confidence
omission_rate,time_on_task,onoff:time_on_task,-0.0001739917389125918,3.5835495969346726e-05,-4.85529038195599,1.2021045639845727e-06,2460,42,True,2.404209127969145e-05,True,Omission Rate,Time on Task
commission_rate,valence,onoff:valence,6.588088428786979e-05,2.5868656631379787e-05,2.5467454776122183,0.010873270655862407,2460,42,True,0.07248847103908272,False,Commission Rate,Valence
commission_rate,selfother,onoff:selfother,3.58199459274447e-05,1.7723409047603775e-05,2.021052825177987,0.0432742970396231,2460,42,True,0.12364084868463744,False,Commission Rate,Self/Other
commission_rate,time,onoff:time,3.265619032176666e-05,2.6202878881191102e-05,1.2462825352067655,0.21266068733570964,2460,42,True,0.3544344788928494,False,Commission Rate,Time (probe dim.)
commission_rate,confidence,onoff:confidence,4.818440026646377e-05,3.617907563527175e-05,1.3318306070674668,0.18291585791046905,2460,42,True,0.3325742871099437,False,Commission Rate,Confidence
commission_rate,time_on_task,onoff:time_on_task,2.015071657113229e-06,3.597131057153521e-05,0.05601885572408901,0.9553267860511905,2460,42,True,0.9701459879031693,False,Commission Rate,Time on Task
total_errors,valence,onoff:valence,7.449758780818433e-05,2.5703197680308118e-05,2.898378199272025,0.0037509797104294893,2460,42,True,0.03750979710429489,True,Total Errors,Valence
total_errors,selfother,onoff:selfother,3.1627646941633606e-05,1.7769291782816298e-05,1.779904755248544,0.07509154935076215,2460,42,True,0.16687010966836033,False,Total Errors,Self/Other
total_errors,time,onoff:time,3.629656002248399e-05,2.61662172557174e-05,1.3871535066671925,0.1653949591601207,2460,42,True,0.3307899183202414,False,Total Errors,Time (probe dim.)
total_errors,confidence,onoff:confidence,7.978446049726554e-05,3.615468975188453e-05,2.2067527351166625,0.02733133877905684,2460,42,True,0.10932535511622736,False,Total Errors,Confidence
total_errors,time_on_task,onoff:time_on_task,-3.678224552389581e-05,3.5864143634956625e-05,-1.0255994370947232,0.3050804329114306,2460,42,True,0.4358291898734723,False,Total Errors,Time on Task
rtcv,valence,onoff:valence,-2.25243269676399e-05,2.5426296836263353e-05,-0.8858673802437238,0.37568899560918323,2445,42,True,0.5009186608122443,False,RTCV (RT Variability),Valence
rtcv,selfother,onoff:selfother,-1.907110627449192e-05,1.775313865548767e-05,-1.074238569561155,0.282715769829352,2445,42,True,0.43494733819900305,False,RTCV (RT Variability),Self/Other
rtcv,time,onoff:time,-9.863404624209394e-07,2.635498867260236e-05,-0.037425190148015555,0.9701459879031693,2445,42,True,0.9701459879031693,False,RTCV (RT Variability),Time (probe dim.)
rtcv,confidence,onoff:confidence,1.6212921512703046e-06,3.618335583523122e-05,0.04480767783544487,0.9642606052135329,2445,42,True,0.9701459879031693,False,RTCV (RT Variability),Confidence
rtcv,time_on_task,onoff:time_on_task,-6.47336802639528e-05,3.5684025518040974e-05,-1.814080091138401,0.06966539616109359,2445,42,True,0.16687010966836033,False,RTCV (RT Variability),Time on Task
