predictor,estimate,std_error,z_value,p_value,conf_lower,conf_upper,t_value,p_fdr,significant_fdr,converged,conv_message,singular,re_sd,max_grad,dispersion,n_obs
Intercept,-1.87321337780907,0.167127195193541,-11.2083097884806,3.71214224458542e-29,-2.20078268038841,-1.54564407522973,-11.2083097884806,,,True,nan,False,subject=0.9317,3.89093202102231e-05,0.872684314324041,1613
onoff,-0.484272796515192,0.118681151443002,-4.08045246129728,4.49481216020138e-05,-0.716887853343476,-0.251657739686909,-4.08045246129728,0.00026968872961208285,True,True,nan,False,subject=0.9317,3.89093202102231e-05,0.872684314324041,1613
valence,-0.221372835572739,0.110813058955949,-1.99771432770157,0.0457476399841419,-0.438566431126399,-0.0041792400190783,-1.99771432770157,0.1372429199524257,False,True,nan,False,subject=0.9317,3.89093202102231e-05,0.872684314324041,1613
selfother,-0.0732071908505369,0.0955090865557577,-0.766494513669114,0.443382115071111,-0.260405000499822,0.113990618798748,-0.766494513669114,0.5320585380853332,False,True,nan,False,subject=0.9317,3.89093202102231e-05,0.872684314324041,1613
time,-0.0384711514055946,0.0923020631796777,-0.416796224053038,0.676827464556138,-0.219383195237763,0.142440892426574,-0.416796224053038,0.676827464556138,False,True,nan,False,subject=0.9317,3.89093202102231e-05,0.872684314324041,1613
confidence,-0.105516513074219,0.0907202670165943,-1.16309747032511,0.244789958364477,-0.283328236426744,0.0722952102783058,-1.16309747032511,0.36718493754671555,False,True,nan,False,subject=0.9317,3.89093202102231e-05,0.872684314324041,1613
time_on_task,0.0899353743343204,0.0727320545038599,1.2365300959503,0.216261585863314,-0.0526194524932451,0.232490201161886,1.2365300959503,0.36718493754671555,False,True,nan,False,subject=0.9317,3.89093202102231e-05,0.872684314324041,1613
