predictor,estimate,std_error,z_value,p_value,conf_lower,conf_upper,t_value,p_fdr,significant_fdr,converged,conv_message,singular,re_sd,max_grad,dispersion,n_obs
Intercept,-1.5253190753053,0.0429684910206395,-35.4985487987611,5.17545417164884e-276,-1.60953731770575,-1.44110083290484,-35.4985487987611,,,True,nan,False,subject=0.3290,0.0020013112589367,0.223560290700006,2444
onoff,-0.0827347778379892,0.0153137825780747,-5.40263500648386,6.56689969962294e-08,-0.112749791691016,-0.0527197639849627,-5.40263500648386,1.970069909886882e-07,True,True,nan,False,subject=0.3290,0.0020013112589367,0.223560290700006,2444
valence,-0.018225427545434,0.0153502268367898,-1.18730672446828,0.235106656632855,-0.0483118721455419,0.011861017054674,-1.18730672446828,0.3526599849492825,False,True,nan,False,subject=0.3290,0.0020013112589367,0.223560290700006,2444
selfother,0.0076181316711615,0.0131697228728378,0.578458008928474,0.562954939449695,-0.0181945251596005,0.0334307885019235,0.578458008928474,0.6755459273396339,False,True,nan,False,subject=0.3290,0.0020013112589367,0.223560290700006,2444
time,-0.000243230749096,0.0125992731906209,-0.0193051412899816,0.984597682537596,-0.024937806202713,0.024451344704521,-0.0193051412899816,0.984597682537596,False,True,nan,False,subject=0.3290,0.0020013112589367,0.223560290700006,2444
confidence,-0.0164240627956119,0.0125755156441017,-1.30603493808346,0.191540676514732,-0.0410720734580512,0.0082239478668273,-1.30603493808346,0.3526599849492825,False,True,nan,False,subject=0.3290,0.0020013112589367,0.223560290700006,2444
time_on_task,0.0506294532470329,0.0089857332830267,5.63442644604945,1.75641904693362e-08,0.0330174160123004,0.0682414904817654,5.63442644604945,1.0538514281601721e-07,True,True,nan,False,subject=0.3290,0.0020013112589367,0.223560290700006,2444
