trace_index,trace_type,trace_name,row_label,col_label,x,y,subject,label,value
0,violin,Permuted,,On/Off-Task,0.48,4.2,6,,
0,violin,Permuted,,On/Off-Task,0.6860000000000002,8.2,10,,
0,violin,Permuted,,On/Off-Task,0.5166666666666667,9.2,12,,
0,violin,Permuted,,On/Off-Task,0.5166666666666666,10.2,14,,
0,violin,Permuted,,On/Off-Task,0.611111111111111,11.2,15,,
0,violin,Permuted,,On/Off-Task,0.6666666666666667,12.2,17,,
0,violin,Permuted,,On/Off-Task,0.7,14.2,19,,
0,violin,Permuted,,On/Off-Task,0.3533333333333333,16.2,21,,
0,violin,Permuted,,On/Off-Task,0.6166666666666666,17.2,22,,
0,violin,Permuted,,On/Off-Task,0.5333333333333333,18.2,23,,
0,violin,Permuted,,On/Off-Task,0.6325000000000001,19.2,24,,
0,violin,Permuted,,On/Off-Task,0.4144444444444444,20.2,25,,
0,violin,Permuted,,On/Off-Task,0.3122222222222222,22.2,27,,
0,violin,Permuted,,On/Off-Task,0.2875,23.2,28,,
0,violin,Permuted,,On/Off-Task,0.5013333333333334,24.2,29,,
0,violin,Permuted,,On/Off-Task,0.38,25.2,30,,
0,violin,Permuted,,On/Off-Task,0.616,26.2,31,,
0,violin,Permuted,,On/Off-Task,0.4133333333333334,27.2,32,,
0,violin,Permuted,,On/Off-Task,0.548,28.2,34,,
0,violin,Permuted,,On/Off-Task,0.64,29.2,35,,
0,violin,Permuted,,On/Off-Task,0.6458333333333333,31.2,37,,
0,violin,Permuted,,On/Off-Task,0.6916666666666667,32.2,38,,
0,violin,Permuted,,On/Off-Task,0.6858333333333333,33.2,39,,
0,violin,Permuted,,On/Off-Task,0.5675,34.2,40,,
0,violin,Permuted,,On/Off-Task,0.4075,35.2,41,,
0,violin,Permuted,,On/Off-Task,0.48,36.2,42,,
0,violin,Permuted,,On/Off-Task,0.432,37.2,43,,
0,violin,Permuted,,On/Off-Task,0.5666666666666667,1.2,3,,
0,violin,Permuted,,On/Off-Task,0.2774999999999999,3.2,5,,
0,violin,Permuted,,On/Off-Task,0.5723333333333334,4.2,6,,
0,violin,Permuted,,On/Off-Task,0.558,8.2,10,,
0,violin,Permuted,,On/Off-Task,0.5291666666666666,9.2,12,,
0,violin,Permuted,,On/Off-Task,0.6722222222222223,10.2,14,,
0,violin,Permuted,,On/Off-Task,0.4555555555555555,11.2,15,,
0,violin,Permuted,,On/Off-Task,0.3833333333333333,12.2,17,,
0,violin,Permuted,,On/Off-Task,0.55,14.2,19,,
0,violin,Permuted,,On/Off-Task,0.5458333333333333,16.2,21,,
0,violin,Permuted,,On/Off-Task,0.2666666666666666,17.2,22,,
0,violin,Permuted,,On/Off-Task,0.4555555555555556,18.2,23,,
0,violin,Permuted,,On/Off-Task,0.5475,19.2,24,,
0,violin,Permuted,,On/Off-Task,0.6888888888888889,20.2,25,,
0,violin,Permuted,,On/Off-Task,0.5333333333333334,22.2,27,,
0,violin,Permuted,,On/Off-Task,0.45,23.2,28,,
0,violin,Permuted,,On/Off-Task,0.5813333333333335,24.2,29,,
0,violin,Permuted,,On/Off-Task,0.5860000000000001,25.2,30,,
0,violin,Permuted,,On/Off-Task,0.4640000000000001,26.2,31,,
0,violin,Permuted,,On/Off-Task,0.692,27.2,32,,
0,violin,Permuted,,On/Off-Task,0.6426666666666667,28.2,34,,
0,violin,Permuted,,On/Off-Task,0.424,29.2,35,,
0,violin,Permuted,,On/Off-Task,0.5791666666666667,31.2,37,,
0,violin,Permuted,,On/Off-Task,0.5833333333333333,32.2,38,,
0,violin,Permuted,,On/Off-Task,0.2116666666666666,33.2,39,,
0,violin,Permuted,,On/Off-Task,0.6975,34.2,40,,
0,violin,Permuted,,On/Off-Task,0.585,35.2,41,,
0,violin,Permuted,,On/Off-Task,0.3813333333333333,36.2,42,,
0,violin,Permuted,,On/Off-Task,0.6140000000000001,37.2,43,,
0,violin,Permuted,,On/Off-Task,0.6666666666666667,1.2,3,,
0,violin,Permuted,,On/Off-Task,0.4800000000000001,3.2,5,,
0,violin,Permuted,,On/Off-Task,0.3359999999999999,4.2,6,,
0,violin,Permuted,,On/Off-Task,0.47,8.2,10,,
0,violin,Permuted,,On/Off-Task,0.6041666666666667,9.2,12,,
0,violin,Permuted,,On/Off-Task,0.6888888888888889,10.2,14,,
0,violin,Permuted,,On/Off-Task,0.4666666666666667,11.2,15,,
0,violin,Permuted,,On/Off-Task,0.4166666666666667,12.2,17,,
0,violin,Permuted,,On/Off-Task,0.35,14.2,19,,
0,violin,Permuted,,On/Off-Task,0.3191666666666666,16.2,21,,
0,violin,Permuted,,On/Off-Task,0.4541666666666666,17.2,22,,
0,violin,Permuted,,On/Off-Task,0.4333333333333334,18.2,23,,
0,violin,Permuted,,On/Off-Task,0.5700000000000001,19.2,24,,
0,violin,Permuted,,On/Off-Task,0.5266666666666667,20.2,25,,
0,violin,Permuted,,On/Off-Task,0.2433333333333333,22.2,27,,
0,violin,Permuted,,On/Off-Task,0.355,23.2,28,,
0,violin,Permuted,,On/Off-Task,0.3666666666666666,24.2,29,,
0,violin,Permuted,,On/Off-Task,0.692,25.2,30,,
0,violin,Permuted,,On/Off-Task,0.6140000000000001,26.2,31,,
0,violin,Permuted,,On/Off-Task,0.5813333333333335,27.2,32,,
0,violin,Permuted,,On/Off-Task,0.3693333333333333,28.2,34,,
0,violin,Permuted,,On/Off-Task,0.528,29.2,35,,
0,violin,Permuted,,On/Off-Task,0.7125,31.2,37,,
0,violin,Permuted,,On/Off-Task,0.6416666666666667,32.2,38,,
0,violin,Permuted,,On/Off-Task,0.6816666666666666,33.2,39,,
0,violin,Permuted,,On/Off-Task,0.425,34.2,40,,
0,violin,Permuted,,On/Off-Task,0.555,35.2,41,,
0,violin,Permuted,,On/Off-Task,0.7906666666666669,36.2,42,,
0,violin,Permuted,,On/Off-Task,0.516,37.2,43,,
0,violin,Permuted,,On/Off-Task,0.5333333333333334,1.2,3,,
0,violin,Permuted,,On/Off-Task,0.2599999999999999,3.2,5,,
0,violin,Permuted,,On/Off-Task,0.5953333333333333,4.2,6,,
0,violin,Permuted,,On/Off-Task,0.2339999999999999,8.2,10,,
0,violin,Permuted,,On/Off-Task,0.625,9.2,12,,
0,violin,Permuted,,On/Off-Task,0.6111111111111112,10.2,14,,
0,violin,Permuted,,On/Off-Task,0.3888888888888889,11.2,15,,
0,violin,Permuted,,On/Off-Task,0.55,12.2,17,,
0,violin,Permuted,,On/Off-Task,0.6,14.2,19,,
0,violin,Permuted,,On/Off-Task,0.6058333333333333,16.2,21,,
0,violin,Permuted,,On/Off-Task,0.575,17.2,22,,
0,violin,Permuted,,On/Off-Task,0.3666666666666667,18.2,23,,
0,violin,Permuted,,On/Off-Task,0.39,19.2,24,,
0,violin,Permuted,,On/Off-Task,0.4211111111111111,20.2,25,,
0,violin,Permuted,,On/Off-Task,0.6755555555555557,22.2,27,,
0,violin,Permuted,,On/Off-Task,0.6775,23.2,28,,
0,violin,Permuted,,On/Off-Task,0.4973333333333334,24.2,29,,
0,violin,Permuted,,On/Off-Task,0.376,25.2,30,,
0,violin,Permuted,,On/Off-Task,0.45,26.2,31,,
0,violin,Permuted,,On/Off-Task,0.6479999999999999,27.2,32,,
0,violin,Permuted,,On/Off-Task,0.584,28.2,34,,
0,violin,Permuted,,On/Off-Task,0.6080000000000001,29.2,35,,
0,violin,Permuted,,On/Off-Task,0.55,31.2,37,,
0,violin,Permuted,,On/Off-Task,0.4708333333333333,32.2,38,,
0,violin,Permuted,,On/Off-Task,0.5058333333333334,33.2,39,,
0,violin,Permuted,,On/Off-Task,0.4225,34.2,40,,
0,violin,Permuted,,On/Off-Task,0.6,35.2,41,,
0,violin,Permuted,,On/Off-Task,0.5986666666666667,36.2,42,,
0,violin,Permuted,,On/Off-Task,0.458,37.2,43,,
