subject,auc,minority_ratio,n_trials
02,0.85,0.47368421052631576,19
03,0.45,0.4,20
04,0.7853333333333333,0.48148148148148145,54
05,0.6799999999999999,0.35135135135135137,37
06,0.45499999999999996,0.45454545454545453,44
08,0.745,0.47619047619047616,42
10,0.5,0.45454545454545453,11
12,0.8083333333333333,0.47368421052631576,38
15,0.7,0.4,15
19,0.5,0.45454545454545453,11
21,0.7666666666666666,0.3,20
22,0.6666666666666667,0.44,25
24,0.4,0.48148148148148145,27
25,0.7250000000000001,0.4864864864864865,37
26,0.5386666666666667,0.49019607843137253,51
27,0.7333333333333334,0.45454545454545453,22
28,0.18333333333333335,0.38095238095238093,21
29,0.4541666666666667,0.425,40
30,0.5833333333333333,0.37142857142857144,35
32,0.3691666666666667,0.46153846153846156,39
34,0.41166666666666674,0.425531914893617,47
35,0.8,0.42857142857142855,35
36,0.6666666666666666,0.42424242424242425,33
37,0.7166666666666667,0.41935483870967744,31
38,0.36666666666666664,0.4117647058823529,34
39,0.5,0.5,10
40,0.6611111111111112,0.40425531914893614,47
42,0.55,0.4,20
43,0.64,0.47619047619047616,42
