,Group,Age,BDI,RRS,MWQ,FNE,Self-Est.,CTQ,ARSQ,SRIS,Time-on-Task
OnOff,-0.2648759942697095,0.1978606128277258,-0.08856824111270183,0.20790423019142687,-0.22425318594388485,0.08822555834514793,0.06258156303304396,-0.011363299116715605,-0.04315339493702048,0.06813338375021401,-0.051046401008505514
Valence,-0.10830567015710196,-0.12056895582958661,0.020960048959568628,-0.13474391477630634,-0.04146582025367525,-0.29249963368174126,0.07695892840143469,-0.08521386298846474,-0.001436063232083562,0.03423441055482776,-0.04133350082023816
Time,0.031498572530485575,-0.2211989098160778,0.10068162852520099,-0.2523832604479103,-0.0072346137930298345,0.12387295977145979,-0.003914681787305028,-0.03255769921807288,-0.024398277028341218,-0.003229187201459252,-0.11050680967192632
Self/Other,0.4123041791339457,-0.11267778996625245,0.013564165655660196,-0.2170388052028518,0.07926375483076263,-0.16000933894557898,-0.005980449119452806,0.08345224526954541,-0.08115279771327234,0.003790970376883829,0.03798269804247768
Confidence,-0.4511994093278054,0.059139684744991705,0.0355087590431245,-0.027819692657063102,-0.11422380111372778,-0.20182543111583648,-0.16579858111688783,-0.13501318946308263,0.1646354336483413,0.3070215402832301,-0.06403980750563547
PC1,-0.10227735932228496,-0.15150142312718085,0.06743605163276908,-0.21088186176612805,-0.06307517047164861,-0.2737521778401935,-0.023580182164990523,-0.08047149650973279,0.0427730968558279,0.1591534854808629,-0.07959078608070079
PC2,0.4145597604223495,-0.00481608643042163,-0.06354128440288158,-0.08121363119751043,0.11580589238121229,-0.2341300613035248,0.006261494464495922,0.09607282904727521,-0.08111803272656797,-0.04544535879975124,0.10970239561579168
PC3,-0.5177214005401901,0.25776445261068887,-0.025096235174379474,0.20918618087792767,-0.11143062623461468,-0.05128922000743512,-0.036667685917114716,-0.09818394588880454,0.12703848824711828,0.1607003148558867,0.02605409794653324
