,Condition,Group,Condition×Group,Age,BDI,RRS,MWQ,FNE,Self-Est.,CTQ,ARSQ,SRIS,Time-on-Task
OnOff,0.010542567626494623,-0.24487694352334086,-0.14820429998762502,0.2065445866467377,-0.12062305839255,0.267733787688195,-0.23876745552706805,0.05994265162598751,0.015135203421899852,-0.021622728381590156,-0.06251400627497633,0.06644242770905888,-0.01976944604568501
Valence,-0.00207530938769965,-0.09930560385275176,-0.6047728809271035,-0.11926652419571415,0.04737209702181126,-0.12430834005212846,0.06247795491945092,-0.25769081820487244,0.08216805201987869,-0.11822286442969841,0.054943147850949815,0.10566534649222871,-0.052817901277711764
Time,-0.11766968794605095,-0.057829287881794374,-0.05994505679290389,-0.2140532316154058,0.11237630562255668,-0.31494429340811725,0.04686697533190345,0.07686618751996543,-0.07415453675818665,-0.04847320584891305,-0.032198434958731204,-0.08197154089839548,-0.12502871033807053
Self/Other,0.12498299208086129,0.36619567171805134,-0.12395449164190384,-0.09986267657280704,0.004165041028729768,-0.15445097934739216,0.11600461541840112,-0.17378149948285457,-0.00933127362663489,0.11688982124119504,-0.0619989619442967,0.0354763611595278,0.046464122769093806
Confidence,-0.07527835415446567,-0.9335454639017732,0.7498008933113228,0.006260978986979476,-0.030302427058891843,-0.08756224640499419,0.09579925772869115,-0.2550930490610346,-0.15423527933157982,-0.07347922787683923,0.25658602296819477,0.38112856441713394,0.007254071610778684
PC1,-0.01322144522475849,-0.30802796429242485,-0.14653075194220416,-0.15658910417453803,0.06100251235118643,-0.2265009267915614,0.09075712630036536,-0.2729095119932707,-0.04121479426629645,-0.07155315109972545,0.10802976848667026,0.21206663884885327,-0.05969715993464353
PC2,0.15414547070451554,0.4387801264353195,-0.1911946292508904,0.0045718755960884,-0.06938289725194921,0.028938412407363442,0.10953239135392642,-0.21282289200010412,0.047581304731057324,0.11768459645886568,-0.05299157309590851,0.036451832279258724,0.10837239330868542
PC3,-0.01731845747776137,-0.806853693177,0.6347341489297301,0.19129850659299197,-0.06319932280137984,0.1587697292189442,0.006344845063154766,-0.057824411364172414,0.02760682534932729,-0.06245262955044397,0.19599998220817924,0.25901860562804163,0.0884234611159487
