Group,Inclusion_Exclusion,N,Mean_Raw,SD_Raw,SE_Raw,Mean_Normalized,SD_Normalized,SE_Normalized
Controls,exclusion,30.0,7.7666666666666675,1.8193089505279922,0.3321588504250772,-0.2800000000000001,0.9278822755292719,0.16940735100553533
Controls,inclusion,27.0,8.285185185185187,1.4922114986472785,0.2871762368106204,-0.14074074074074064,0.8092062869348055,0.1557318225305825
Risk of Depression,exclusion,11.0,5.036363636363637,1.9423041611821392,0.5856267392170121,-0.5454545454545454,1.5494280469667745,0.4671701337674505
Risk of Depression,inclusion,12.0,5.325,0.8497325782535673,0.24529666639694592,-0.6583333333333333,1.121247951925429,0.32367640343623155
