subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
5,0.5490200000000001,0.541,0.500952,0.502,0.354,0,
6,0.7659600000000001,0.769,0.48911200000000005,0.494,0.002,1,**
8,0.4219666666666666,0.42499999999999993,0.5053266666666667,0.51,0.76,0,
11,0.61725,0.625,0.49517777777777783,0.4888888888888889,0.25,0,
12,0.7069166666666665,0.7104166666666667,0.4998266666666666,0.5066666666666666,0.058,0,
18,0.5190249999999998,0.5262500000000001,0.48596500000000004,0.48624999999999996,0.41,0,
22,0.4494999999999999,0.4666666666666666,0.5006333333333334,0.5166666666666666,0.672,0,
25,0.539,0.5333333333333333,0.5035777777777778,0.5111111111111111,0.438,0,
26,0.6153333333333335,0.6333333333333333,0.4941333333333333,0.5,0.254,0,
27,0.6926666666666667,0.6888888888888889,0.49931111111111115,0.5,0.124,0,
28,0.5885555555555555,0.5805555555555556,0.5058777777777778,0.5111111111111112,0.318,0,
29,0.49938000000000005,0.501,0.501568,0.508,0.518,0,
31,0.45216666666666666,0.44166666666666665,0.508,0.5,0.58,0,
32,0.435775,0.44,0.5038449999999999,0.51,0.712,0,
34,0.51118,0.5211666666666668,0.499776,0.512,0.502,0,
35,0.526,0.5,0.49939999999999996,0.5,0.022,1,*
37,0.611025,0.62,0.49583833333333327,0.4979166666666667,0.2,0,
38,0.6194583333333332,0.6208333333333333,0.49877499999999997,0.5,0.218,0,
42,0.499,0.5,0.5063000000000001,0.5,0.522,0,
43,0.7632583333333334,0.7675,0.4912316666666666,0.4954166666666666,0.008,1,**
