feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
wsmi_alpha_mean_frontal_left_trimmean,1,0.008942472630588099,0.0018541042211025253,0.005916843240699163,0.002093501480710867,0.014951222349436733,0.00637525141968398
wsmi_alpha_mean_central_right_trimmean,2,0.00817746902605469,0.001666839659117194,0.005925189943183668,0.0019904918218919044,0.012452446095101074,0.0034264991658176647
wsmi_alpha_mean_frontal_mid_trimmean,3,0.007836548529347275,0.0016787164987823212,0.0061046633452385216,0.002093257693395879,0.011316201432448615,0.002222399322129658
P3b_mean_centroparietal_midline_trimmean,4,0.007669386536001001,0.0013573018077089579,0.006314879156697629,0.002080625055321771,0.010659155740315963,0.0016334144911018653
P3a_mean_frontocentral_midline_trimmean,5,0.007493782334978968,0.001312994754305232,0.006430591006486004,0.0021263836208523504,0.010151421026005551,0.001249176444662049
PE_beta_mean_posterior_left_trimmean,6,0.007390781458069306,0.0015895449340634976,0.004755625373933937,0.0016033566397216797,0.009752995983344292,0.0009206392155776515
wsmi_alpha_mean_central_mid_trimmean,7,0.007375107557430882,0.0013479711100227352,0.0062136390455017464,0.0021425605263624458,0.009423675916536797,0.0007319760291814406
slowwaves_Frequency_mean_frontal_right_trimmean,8,0.0073401860539759525,0.0015719660675516957,0.005424507273802842,0.0017827816584941438,0.009169755588505591,0.0006448766022356018
psd_relative_gamma_mean_posterior_left_trimmean,9,0.007307356881576627,0.0014719390107292927,0.0051009689023896595,0.0019685450074577475,0.008953242015517074,0.0005606388379732948
wsmi_alpha_mean_frontal_right_trimmean,10,0.007266038677506832,0.0015694323688169789,0.005949726928919123,0.0024360706460907424,0.00877414197522623,0.0004951532665427884
PE_gamma_mean_posterior_left_trimmean,11,0.0071450403718955734,0.0014693377451275586,0.004926212852291008,0.0017038907096683855,0.008598972961290112,0.00043428569342643045
psd_relative_beta_mean_frontal_right_trimmean,12,0.007042227795290973,0.004332567338557943,0.005430453616646928,0.0021103966704744746,0.00846589165037729,0.00041793347763494006
slowwaves_Duration_mean_central_left_trimmean,13,0.007010146688743926,0.0014668506259642616,0.004710474487720975,0.0016580334103274553,0.008331154776745089,0.00038588006868875354
psd_relative_gamma_mean_posterior_right_trimmean,14,0.006998061715055296,0.0014964262554401288,0.005035385194355346,0.001732107490964014,0.008206476446357306,0.0003598021994185727
wsmi_theta_mean_frontal_left_trimmean,15,0.006885557993655249,0.0014372183194996267,0.005883749343440444,0.0019140476414783085,0.008093775440487,0.0003431112090812278
PE_alpha_mean_posterior_mid_trimmean,16,0.006840100101348483,0.00271444437750105,0.005681094844212857,0.0020521159377494976,0.00797889453128542,0.0003160862656511751
wsmi_gamma_mean_posterior_right_trimmean,17,0.006837864675583021,0.001362922237170629,0.005904687306042063,0.0018849343503985192,0.00788414855963371,0.0003083393107595058
PE_gamma_mean_frontal_mid_trimmean,18,0.006794851121309219,0.0014376589335088332,0.00509895996987179,0.0019545141135648585,0.007792889544864154,0.0002938834970255902
PE_theta_mean_posterior_mid_trimmean,19,0.006788448804291758,0.0013952677943015735,0.005249158877031544,0.0019364925356653373,0.007704610814997614,0.00027660530785954935
psd_relative_gamma_mean_posterior_mid_trimmean,20,0.006724619176652732,0.0013160324547658911,0.005074034751017164,0.0020892621546422484,0.007617064729739923,0.00026441631815332124
