predictor,estimate,std_error,z_value,p_value,conf_lower,conf_upper,t_value,p_fdr,significant_fdr,converged,conv_message,singular,re_sd,max_grad,dispersion,n_obs
Intercept,-1.87317697298968,0.16410379418935,-11.4145866172255,3.5358103313215494e-30,-2.1948204096008,-1.55153353637855,-11.4145866172255,,,False,boundary (singular) fit: see help('isSingular'),True,obs_id=0.0000; subject=0.9317,,0.873223608993038,1613
onoff,-0.484254814103758,0.115658750661079,-4.18692758944628,2.82755984078157e-05,-0.710945965399472,-0.257563662808044,-4.18692758944628,0.0001696535904468942,True,False,boundary (singular) fit: see help('isSingular'),True,obs_id=0.0000; subject=0.9317,,0.873223608993038,1613
valence,-0.221364583297508,0.109880872566085,-2.01458705348717,0.0439479351190345,-0.436731093527034,-0.005998073067982,-2.01458705348717,0.1318438053571035,False,False,boundary (singular) fit: see help('isSingular'),True,obs_id=0.0000; subject=0.9317,,0.873223608993038,1613
selfother,-0.0732144851530539,0.0955930744155003,-0.765897379080238,0.443737365529423,-0.260576911007434,0.114147940701327,-0.765897379080238,0.5324848386353076,False,False,boundary (singular) fit: see help('isSingular'),True,obs_id=0.0000; subject=0.9317,,0.873223608993038,1613
time,-0.0384636723872406,0.0910997278614008,-0.422215008652488,0.672868087496241,-0.217019138995586,0.140091794221105,-0.422215008652488,0.672868087496241,False,False,boundary (singular) fit: see help('isSingular'),True,obs_id=0.0000; subject=0.9317,,0.873223608993038,1613
confidence,-0.105506957580543,0.0890711132793928,-1.184524967703,0.236205318812671,-0.280086339608153,0.069072424447067,-1.184524967703,0.35430797821900656,False,False,boundary (singular) fit: see help('isSingular'),True,obs_id=0.0000; subject=0.9317,,0.873223608993038,1613
time_on_task,0.089938557355982,0.073047794976515,1.23122891505346,0.218237259749867,-0.0532351207979874,0.233112235509951,1.23122891505346,0.35430797821900656,False,False,boundary (singular) fit: see help('isSingular'),True,obs_id=0.0000; subject=0.9317,,0.873223608993038,1613
