predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.22536466923514534,0.00877225060397885,25.69063281581652,1.4875106442839393e-145,0.20817137398798705,0.24255796448230363,,
onoff,-0.0174428178116836,0.004680698761466894,-3.726541420541483,0.0001941251831624527,-0.02661681880663995,-0.008268816816727252,0.0007765007326498108,True
valence,-0.00031108697201465325,0.005089129211951118,-0.06112774092748685,0.9512574763905018,-0.01028559694010955,0.009663422996080244,0.9512574763905018,False
valence_sq,0.004385218901600614,0.003683154999341298,1.190614813219882,0.2338048336362727,-0.0028336322465869765,0.011604070049788206,0.6234795563633938,False
selfother,0.0019446552827659246,0.003992940690991638,0.4870233327415073,0.6262417960017626,-0.0058813646639821636,0.009770675229514013,0.825687112911628,False
time,0.0016195492623125175,0.004560166678587205,0.3551513303049426,0.7224762237976745,-0.0073182131912180445,0.010557311715843079,0.825687112911628,False
time_sq,0.002971473467679824,0.0038480238179094896,0.7722076599032416,0.43999144548092606,-0.00457051462707509,0.01051346156243474,0.7039863127694816,False
confidence,-0.00360732990362361,0.003933293792957285,-0.9171269916533247,0.3590760985243784,-0.011316444078434832,0.004101784271187613,0.7039863127694816,False
time_on_task,0.01187171048203786,0.00282581193407306,4.201167932972188,2.65541520966265e-05,0.006333220864171189,0.01741020009990453,0.000212433216773012,True
subject Var,0.16367870413392357,0.041646957472851444,3.93014794035366,8.489361196835844e-05,0.08205216742146348,0.24530524084638367,,
