marker,predictor,estimate,std_error,t_value,p_value,p_fdr,significant_fdr
Omission Rate,On/Off-Task,-0.02618512803405806,0.003422872779847458,-7.650044193352993,2.009102535088246e-14,1.2054615210529477e-13,True
Omission Rate,Valence,-0.004173314767157061,0.003428815181304084,-1.217130275761851,0.22355465316945144,0.37222335411587026,False
Omission Rate,Self/Other,0.0028406612416528093,0.0029272569154621233,0.9704174671680148,0.33183844553492114,0.37222335411587026,False
Omission Rate,Time,0.0025022858834687577,0.0028042584666985062,0.8923164227492678,0.37222335411587026,0.37222335411587026,False
Omission Rate,Confidence,-0.003797644804331922,0.0027787720030642625,-1.366662972040926,0.1717309691021579,0.37222335411587026,False
Omission Rate,Time on Task,0.0022252662312659504,0.0019872309820259063,1.1197823762778578,0.2628065111891271,0.37222335411587026,False
Commission Rate,On/Off-Task,-0.0624213597237732,0.014836928256260602,-4.207161930397138,2.585978462352481e-05,0.00015515870774114888,True
Commission Rate,Valence,-0.031127142312926608,0.014600236775210192,-2.1319614737877077,0.03301001384868161,0.09903004154604483,False
Commission Rate,Self/Other,-0.013228415371354513,0.012298492272806162,-1.0756127725188358,0.28210047273257755,0.4231507090988663,False
Commission Rate,Time,-0.008340429321788924,0.012632081549295085,-0.6602577167699134,0.5090884594428584,0.5090884594428584,False
Commission Rate,Confidence,-0.011269682447963265,0.012625914213161381,-0.8925834801107418,0.372080269144217,0.44649632297306036,False
Commission Rate,Time on Task,0.01077536739175985,0.009155879078532015,1.176879609192861,0.23924356182874107,0.4231507090988663,False
Total Errors,On/Off-Task,-0.029828468304587533,0.0033173671940063343,-8.991608875399814,2.4363738004732958e-19,1.4618242802839776e-18,True
Total Errors,Valence,-0.006640311830699083,0.0033291525302524077,-1.994595252202407,0.046087041835303724,0.1382611255059112,False
Total Errors,Self/Other,0.0021408730790654033,0.0028385890419638776,0.7542032493665376,0.4507271867739223,0.5408726241287067,False
Total Errors,Time,0.0012640390765304218,0.002721690199124959,0.4644316524109976,0.642338516930695,0.642338516930695,False
Total Errors,Confidence,-0.004494660125566841,0.0026957683139177623,-1.6673020831804153,0.09545435263755858,0.19090870527511716,False
Total Errors,Time on Task,0.0024878276857770187,0.0019279699136233776,1.2903871933880227,0.1969162563867165,0.29537438458007476,False
RTCV (RT Variability),On/Off-Task,-0.018533471803868135,0.004615364431085645,-4.01560311880044,5.929396577275402e-05,0.00017788189731826208,True
RTCV (RT Variability),Valence,-0.0014525745378600322,0.004653513826287788,-0.31214574450266186,0.7549297629663528,0.893434320933658,False
RTCV (RT Variability),Self/Other,0.001302959618462987,0.0039783748720907,0.3275105188310876,0.7432817883963589,0.893434320933658,False
RTCV (RT Variability),Time,0.0005249909854310648,0.003919017331623053,0.1339598529444729,0.893434320933658,0.893434320933658,False
RTCV (RT Variability),Confidence,-0.002334286444314238,0.00385329411197136,-0.6057898453850459,0.544654313664571,0.893434320933658,False
RTCV (RT Variability),Time on Task,0.0113689024751631,0.002790434049050313,4.074241596583282,4.6164538750016225e-05,0.00017788189731826208,True
Total Errors (legacy sum-of-rates),On/Off-Task,-0.09095388296363956,0.015506893989677913,-5.86538368187611,4.480953051175607e-09,2.688571830705364e-08,True
Total Errors (legacy sum-of-rates),Valence,-0.03310562373861657,0.015439288943301752,-2.144245363901895,0.032013232015107404,0.09603969604532221,False
Total Errors (legacy sum-of-rates),Self/Other,-0.015860218500311093,0.012906953129367089,-1.2288119699005076,0.21914231257833772,0.26297077509400524,False
Total Errors (legacy sum-of-rates),Time,-0.00845295592504522,0.01311263489701597,-0.6446420564160489,0.519159174012557,0.519159174012557,False
Total Errors (legacy sum-of-rates),Confidence,-0.018403871073823803,0.013115256468861072,-1.403241417163228,0.16054486089599795,0.26287602805068777,False
Total Errors (legacy sum-of-rates),Time on Task,0.012792558669910898,0.009437353527508246,1.3555239435105204,0.17525068536712518,0.26287602805068777,False
