predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,p_fdr,significant_fdr
Intercept,0.050643926666943354,0.010359935003326567,4.888440579084872,1.0163786550239934e-06,0.030338827178247436,0.07094902615563928,,
onoff,-0.030818278697545377,0.0033819303498983525,-9.112629625406582,8.04089291512529e-20,-0.03744674038156909,-0.024189817013521662,6.432714332100232e-19,True
valence,-0.003456303380508269,0.0036728755284502943,-0.941034716187781,0.34668706880067746,-0.010655007135969365,0.0037424003749528265,0.4285959025144327,False
valence_sq,0.0035161772563792604,0.0025744465768639604,1.3657992704057045,0.17200197546928864,-0.0015296453143965301,0.00856199982715505,0.2752031607508618,False
selfother,0.0022596692405683853,0.0028545715151064893,0.791596647206118,0.4285959025144327,-0.003335188120334269,0.00785452660147104,0.4285959025144327,False
time,-0.0027001212363294983,0.003216498828841698,-0.8394597293548048,0.4012113783170588,-0.009004343097174489,0.003604100624515493,0.4285959025144327,False
time_sq,-0.005889105096173017,0.002690663032622776,-2.188718923466421,0.02861727570649176,-0.011162707734646978,-0.0006155024576990561,0.11446910282596703,False
confidence,-0.004267121834235945,0.002756135513361999,-1.548226425568897,0.12156779122651143,-0.009669048176937277,0.0011348045084653867,0.2606877000994484,False
time_on_task,0.002954568008802722,0.0019531140023579504,1.5127473384737085,0.1303438500497242,-0.0008734650935197392,0.006782601111125183,0.2606877000994484,False
subject Var,0.5164551909472331,0.12126147103900553,4.2590213241030845,2.053238846938476e-05,0.27878707499843547,0.7541233068960308,,
