n_channels,observed_n_converged,observed_n_warnings,observed_n_failed,observed_n_insufficient,observed_n_nan_t,observed_convergence_rate,perm_n_converged_mean,perm_n_converged_std,perm_n_warnings_mean,perm_n_failed_mean,perm_n_nan_t_mean,perm_convergence_rate_mean,perm_convergence_rate_std,perm_n_degenerate,perm_degenerate_rate,perm_degenerate_threshold,nan_asymmetry_obs_minus_perm_mean
64,62,2,0,0,0,0.96875,60.3996,1.0822911395840604,3.6004,0.0,0.0,0.94374375,0.016910799056000944,0,0.0,0.5,0.0
