cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,1,F7,3.0690959379867646,0.10497900419916016
1,negative,4,"C2,C4,CP2,Cz",-10.65962016943556,0.02439512097580484
2,negative,1,O2,-2.291045852839235,0.41771645670865826
3,negative,1,PO3,-2.6549200987239296,0.24155168966206758
