cluster_id,n_channels,channels,statistic,p_value,significant,marker_name,marker_type,correction_method,correction_alpha,analysis_timestamp,p_value_uncorrected,p_value_corrected,significant_uncorrected,significant_corrected,marker_p_value_uncorrected,marker_p_value_corrected,marker_rejected,correction_unit
1,6,"C6, F8, FC6, FT8, T8, TP8",15.949214994716197,0.09213157368526295,False,sleep/psd_relative_alpha,sleep,fdr_bh,0.05,2026-08-14T00:31:09.420587,0.016996600679864027,0.09213157368526295,True,False,0.016996600679864027,0.09213157368526295,False,marker
