feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
PE_gamma_mean_frontal_right_trimmean,1,0.008310646429635275,0.0011813782485340844,0.001356525116499119,0.000664843242726901,0.006622895670229274,0.0017840820051594388
psd_relative_gamma_mean_frontal_right_trimmean,2,0.00792452017343328,0.0008864905001882244,0.0014321901107418082,0.0008442793777516448,0.005266566540572275,0.0010272343538529126
slowwaves_Density_mean_frontal_left_trimmean,3,0.006352040934313412,0.0009933749213994027,0.0013828219465657175,0.0007495434712016486,0.00461987495363709,0.0007052964724872557
psd_relative_beta_mean_central_right_trimmean,4,0.006319197383249724,0.0008640891753461517,0.0014452897506957178,0.0008420242041776864,0.00421809764374165,0.0005788447777176996
psd_relative_theta_mean_frontal_right_trimmean,5,0.005697214590456476,0.000911762278934049,0.0015272125898264399,0.0008775353083367428,0.003909221593040329,0.0004802400759354422
slowwaves_Density_mean_frontal_right_trimmean,6,0.005677492523232213,0.0009235292784890634,0.0014129490197467504,0.000765125497556188,0.0036893779435032926,0.0004321337771196631
PE_alpha_mean_central_right_trimmean,7,0.0056572203050148095,0.0006052117960439359,0.0014191417521555085,0.0007220121889280022,0.003507305215446878,0.00039298961274576727
PE_alpha_mean_posterior_left_trimmean,8,0.005618772318655298,0.000884050209387204,0.0014441029112713926,0.0007339979410885246,0.0033512647387107927,0.0003611498660523366
PE_beta_mean_frontal_right_trimmean,9,0.0055640430410522366,0.0006294592819074259,0.0013213067273918596,0.0006439095182886409,0.0032102674626584725,0.00032548909603739016
psd_relative_theta_mean_frontal_left_trimmean,10,0.005505860751020282,0.0007964902505638366,0.0014805710980664412,0.0008048550585691447,0.0031026706028064776,0.00030119852815264767
kolmogorov_complexity_mean_posterior_mid_trimmean,11,0.005235677018107208,0.0008829983658434619,0.0015854020618621496,0.0010101725246086672,0.0029993959512330027,0.0002787075534152313
PE_alpha_mean_posterior_right_trimmean,12,0.0047524878696064326,0.0007199369441347183,0.0014924324501884088,0.0008751136766614798,0.0028969927166264185,0.0002591065530296934
psd_relative_alpha_mean_posterior_right_trimmean,13,0.004742644850774623,0.0006402795920677512,0.0013490865162739281,0.0006397092247234824,0.002816777118823193,0.0002443305184055994
slowwaves_Density_mean_frontal_mid_trimmean,14,0.004697845358235892,0.0007227707151803836,0.001409831069804515,0.0007683301920002861,0.0027392930473383367,0.00022775265709010215
slowwaves_Density_mean_posterior_right_trimmean,15,0.0046872521511812995,0.00079711298345761,0.001440841612347239,0.0009346378502673002,0.002671698495009183,0.0002220440023762616
PE_alpha_mean_central_mid_trimmean,16,0.004308390214834432,0.0007326603860419362,0.0015879395933423375,0.000995102162820003,0.0026091859498502553,0.0002142322728566306
wsmi_gamma_mean_posterior_mid_trimmean,17,0.004052470179009889,0.0006213005066079476,0.00161204808630091,0.0009698789418500607,0.0025450718704010684,0.00020380531252128006
psd_relative_theta_mean_frontal_mid_trimmean,18,0.004028322865136282,0.0006268726008630492,0.0016530633172435391,0.0010956457551883705,0.002486732744957777,0.0001915023836644758
psd_relative_alpha_mean_posterior_left_trimmean,19,0.004000829507816082,0.0005059489185757752,0.001406497997578766,0.0008165910918874651,0.002435946267207889,0.00018227162344384602
PE_alpha_mean_central_left_trimmean,20,0.0038566223395751025,0.000503026551114529,0.0015566310673656425,0.0009414726801564989,0.0023859437923071606,0.00017145882446779426
