metric,type,value
auc,true,0.62990432238236
auc,true,0.6182021619494404
auc,true,0.6275230309545146
auc,true,0.6247857110316012
auc,true,0.6331799142006883
auc,true,0.6291066640188174
auc,true,0.6203931183382119
auc,true,0.6148580606938256
auc,true,0.6344186773521605
auc,true,0.6346382944195245
auc,true,0.6275724038189622
auc,true,0.6272390049181039
auc,true,0.626262742218493
auc,true,0.6205167809768499
auc,true,0.6211443698167256
auc,true,0.6353989207171862
auc,true,0.6242956825210391
auc,true,0.6367166683002018
auc,true,0.6244434277418637
auc,true,0.6312217304073315
auc,true,0.6206082450358594
auc,true,0.6262654870122305
auc,true,0.6250776249939682
auc,true,0.6299059895597275
auc,true,0.6268426206165615
auc,true,0.6297444433097743
auc,true,0.624171721701489
auc,true,0.6278239062919695
auc,true,0.6232862050715731
auc,true,0.623611517947951
auc,true,0.6236562621738206
auc,true,0.6216774557715845
auc,true,0.63195425775408
auc,true,0.6184116055144413
auc,true,0.6296695908403488
auc,true,0.6252244910183188
auc,true,0.621112588086558
auc,true,0.6313036866025808
auc,true,0.6319375870029289
auc,true,0.6244353808037784
auc,true,0.624972238402088
auc,true,0.6291998588257915
auc,true,0.6191433347711509
auc,true,0.6296858919743727
auc,true,0.6236912546504337
auc,true,0.6316719527488969
auc,true,0.6311470878828245
auc,true,0.6331410137036013
auc,true,0.637861932618441
auc,true,0.6229997879205036
auc,true,0.6231568979463826
auc,true,0.624925967562895
auc,true,0.6273780850798147
auc,true,0.622091000322643
auc,true,0.6322908022812856
auc,true,0.6363721281227186
auc,true,0.6255113562136607
auc,true,0.6299166043842387
auc,true,0.6197438927907523
auc,true,0.6242980328907367
auc,true,0.6353903842283954
auc,true,0.6148464869590383
auc,true,0.6207677050847816
auc,true,0.6305769060795042
auc,true,0.6340452027505133
auc,true,0.6289089679129178
auc,true,0.6252191399462094
auc,true,0.6218548512993801
auc,true,0.6175963548789517
auc,true,0.6197974373047149
auc,true,0.6279523819365317
auc,true,0.6290323576980207
auc,true,0.6299948296842126
auc,true,0.6266901190779763
auc,true,0.6249762911140345
auc,true,0.6288387455432661
auc,true,0.6338892447979039
auc,true,0.6334553352516075
auc,true,0.63800129815225
auc,true,0.6230038983687582
auc,true,0.6302745348228626
auc,true,0.6183538180780022
auc,true,0.627872114081699
auc,true,0.6396671568763072
auc,true,0.6244996303275722
auc,true,0.6305933795773998
auc,true,0.6234764807138894
auc,true,0.6338719839759681
auc,true,0.6276956420560471
auc,true,0.6230743165260281
auc,true,0.6321413533303012
auc,true,0.6288562345345915
auc,true,0.6217189919129872
auc,true,0.6328878869873906
auc,true,0.6217625269885514
auc,true,0.6407017987511455
auc,true,0.63108106671161
auc,true,0.6258778671602163
auc,true,0.6333762237593661
auc,true,0.6329401656845044
auc,permuted,0.5103457988204834
auc,permuted,0.4854293315564523
auc,permuted,0.538582247063943
auc,permuted,0.5109816928136396
auc,permuted,0.5419872027933951
auc,permuted,0.4703252824353535
auc,permuted,0.5241610593731305
auc,permuted,0.5142916901801328
auc,permuted,0.5355440674175004
auc,permuted,0.5085316000168253
auc,permuted,0.4979682263857575
auc,permuted,0.5288164741710528
auc,permuted,0.5391054909054097
auc,permuted,0.52252780823911
auc,permuted,0.4815842862041377
auc,permuted,0.5003206808432179
auc,permuted,0.5222469464024428
auc,permuted,0.5115172821035345
auc,permuted,0.4351104352780702
auc,permuted,0.51684690921175
auc,permuted,0.5089936519390408
auc,permuted,0.5164688378029193
auc,permuted,0.5329243743983966
auc,permuted,0.506307705665989
auc,permuted,0.4626514857872497
auc,permuted,0.5297447477561915
auc,permuted,0.5037080950099359
auc,permuted,0.5354723545690319
auc,permuted,0.4953001400402671
auc,permuted,0.4774235745354625
auc,permuted,0.5086481048743602
auc,permuted,0.5087883427319777
auc,permuted,0.4631969607080373
auc,permuted,0.4974232138151351
auc,permuted,0.4593845291426623
auc,permuted,0.4268961087281177
auc,permuted,0.5444597825929296
auc,permuted,0.5045022779560983
auc,permuted,0.4935873697608676
auc,permuted,0.4820543203116725
auc,permuted,0.5062685771726827
auc,permuted,0.4808870327060403
auc,permuted,0.5072160556083429
auc,permuted,0.4795742428822767
auc,permuted,0.4926017764065435
auc,permuted,0.5020975248209306
auc,permuted,0.4742621393599374
auc,permuted,0.5094714334741502
auc,permuted,0.556355520769483
auc,permuted,0.4912803051540107
auc,permuted,0.54213213714686
auc,permuted,0.5436005881853102
auc,permuted,0.522985570027823
auc,permuted,0.493975131973284
auc,permuted,0.4980734935821395
auc,permuted,0.5206496396871868
auc,permuted,0.4801317532461339
auc,permuted,0.5192472264937187
auc,permuted,0.4874363114801114
auc,permuted,0.4711166364790528
auc,permuted,0.5010285651711821
auc,permuted,0.4877385831623559
auc,permuted,0.4524520605534659
auc,permuted,0.4933974687281446
auc,permuted,0.5228086543672406
auc,permuted,0.5059494084890335
auc,permuted,0.491496351617445
auc,permuted,0.4970387971765062
auc,permuted,0.4733546824120371
auc,permuted,0.5456534951609816
auc,permuted,0.4986354841336883
auc,permuted,0.455357677823261
auc,permuted,0.4970761101691216
auc,permuted,0.5289319530927075
auc,permuted,0.5136898584363436
auc,permuted,0.4964522874279197
auc,permuted,0.482295734659564
auc,permuted,0.5015797980765293
auc,permuted,0.5051531212681453
auc,permuted,0.530027132053876
auc,permuted,0.5042191466679224
auc,permuted,0.4963705631917508
auc,permuted,0.5095112170675258
auc,permuted,0.493211615396797
auc,permuted,0.5025138984058252
auc,permuted,0.5320824627631836
auc,permuted,0.4934703245089
auc,permuted,0.5140342395956046
auc,permuted,0.5274103355607228
auc,permuted,0.5296719053687904
auc,permuted,0.5104280044309942
auc,permuted,0.4988829914974846
auc,permuted,0.4778018072842721
auc,permuted,0.5204220375069274
auc,permuted,0.4989015166861031
auc,permuted,0.512627712222521
auc,permuted,0.508832519403762
auc,permuted,0.5266143528761829
auc,permuted,0.4919674210131606
auc,permuted,0.5244608676781525
auc,permuted,0.5288910531868537
auc,permuted,0.5200362445270065
auc,permuted,0.5253619377689362
auc,permuted,0.4704713115943187
auc,permuted,0.488595318657903
auc,permuted,0.5071168450877163
auc,permuted,0.4908766567770171
auc,permuted,0.5036447886879711
auc,permuted,0.5469760049824328
auc,permuted,0.4780381215920577
auc,permuted,0.47591026776549
auc,permuted,0.4675434674737235
auc,permuted,0.4699157526791235
auc,permuted,0.4445051194486917
auc,permuted,0.4964542289877875
auc,permuted,0.4696518085466507
auc,permuted,0.5128607500279394
auc,permuted,0.4767051321220076
auc,permuted,0.4987468649755651
auc,permuted,0.4744408946652547
auc,permuted,0.5210253256024049
auc,permuted,0.5570439376917646
auc,permuted,0.5212754209177206
auc,permuted,0.5049037361997558
auc,permuted,0.5263835171918171
auc,permuted,0.4724878903914924
auc,permuted,0.5036666700784063
auc,permuted,0.5354247979195639
auc,permuted,0.4849341995642983
auc,permuted,0.4798436383539962
auc,permuted,0.451154474497663
auc,permuted,0.497255370416783
auc,permuted,0.5096607931069133
auc,permuted,0.5184799380089032
auc,permuted,0.4783525744648881
auc,permuted,0.4882108442627256
auc,permuted,0.4921035469482209
auc,permuted,0.5010540730247423
auc,permuted,0.4691380525374036
auc,permuted,0.5595477960516418
auc,permuted,0.5027606965769214
auc,permuted,0.4776446471871195
auc,permuted,0.4787315523885601
auc,permuted,0.4733370991431733
auc,permuted,0.5227474620055419
auc,permuted,0.4647019228920819
auc,permuted,0.5035647603428552
auc,permuted,0.4972758294010725
auc,permuted,0.5070451406271682
auc,permuted,0.5062413599043495
auc,permuted,0.4934591818084262
auc,permuted,0.5049818945718207
auc,permuted,0.552350853746265
auc,permuted,0.5175254711583368
auc,permuted,0.4649108451649811
auc,permuted,0.4645046656621105
auc,permuted,0.5020095155796667
auc,permuted,0.5387853564393477
auc,permuted,0.4595395254461284
auc,permuted,0.4667196297675261
auc,permuted,0.5041191743573008
auc,permuted,0.5217296503076433
auc,permuted,0.5131045044310587
auc,permuted,0.5215057020719323
auc,permuted,0.4906154132523638
auc,permuted,0.4808672251047194
auc,permuted,0.4613734709372051
auc,permuted,0.5115134698057919
auc,permuted,0.5584186040827797
auc,permuted,0.4882796106567014
auc,permuted,0.4873495912081868
auc,permuted,0.4740638445307056
auc,permuted,0.4695069946105957
auc,permuted,0.475925771064812
auc,permuted,0.4946521737952332
auc,permuted,0.5000086805157169
auc,permuted,0.5052349945362178
auc,permuted,0.5064528748894216
auc,permuted,0.476200405925327
auc,permuted,0.5223476590829029
auc,permuted,0.4949697261920954
auc,permuted,0.5192735154181903
auc,permuted,0.4989389488843981
auc,permuted,0.4633109508510608
auc,permuted,0.4931291790917659
auc,permuted,0.4964050030473576
auc,permuted,0.4857138988868927
auc,permuted,0.4871273425598001
auc,permuted,0.5287635600966712
auc,permuted,0.4829372069614041
auc,permuted,0.4871199224329757
auc,permuted,0.4721987263751122
auc,permuted,0.5177287979853331
auc,permuted,0.5073836658427657
auc,permuted,0.5234051936405957
auc,permuted,0.5064721690606704
auc,permuted,0.4907800945336966
auc,permuted,0.5023941537726576
auc,permuted,0.5143563064381811
auc,permuted,0.4856713305535809
auc,permuted,0.5096646724617296
auc,permuted,0.5228614983849736
auc,permuted,0.4884382544523844
auc,permuted,0.5015366833485162
auc,permuted,0.5283229275999439
auc,permuted,0.5161965771589425
auc,permuted,0.5351747079158311
auc,permuted,0.5020118083284394
auc,permuted,0.5199469537217036
auc,permuted,0.4970624904332819
auc,permuted,0.4999514103527402
auc,permuted,0.4918359341486292
auc,permuted,0.5266564445021631
auc,permuted,0.502837460910337
auc,permuted,0.5104665463316831
auc,permuted,0.5259315968830192
auc,permuted,0.5050750086867745
auc,permuted,0.4868612880385074
auc,permuted,0.5355436248225549
auc,permuted,0.500502493626622
auc,permuted,0.5024675684369205
auc,permuted,0.4880142211721577
auc,permuted,0.5316330074713679
auc,permuted,0.4918488549259459
auc,permuted,0.4856578563251776
auc,permuted,0.5302931416689682
auc,permuted,0.5113590894677545
auc,permuted,0.4821372570932383
auc,permuted,0.4906393904360707
auc,permuted,0.5343552889628286
auc,permuted,0.4615643434241681
auc,permuted,0.4989377125040494
auc,permuted,0.5149879257763685
auc,permuted,0.5266591233714141
auc,permuted,0.51763635193371
auc,permuted,0.4619758724437873
auc,permuted,0.4629442090793514
auc,permuted,0.54339770359651
auc,permuted,0.5450543984092672
auc,permuted,0.5008676466366571
auc,permuted,0.5382401616231735
auc,permuted,0.4787358653237912
auc,permuted,0.5362370795777268
auc,permuted,0.5421501900713764
auc,permuted,0.4827654419069648
auc,permuted,0.4900650817032007
auc,permuted,0.5228237935922957
auc,permuted,0.5027711023483551
auc,permuted,0.5156494705128467
auc,permuted,0.5250537237582634
auc,permuted,0.524960815496727
auc,permuted,0.5241743090046231
auc,permuted,0.5128843065361396
auc,permuted,0.5075463838908235
auc,permuted,0.5048537744915729
auc,permuted,0.510839034608138
auc,permuted,0.4924151983980784
auc,permuted,0.4784569926072701
auc,permuted,0.4412129048306658
auc,permuted,0.4934022755536217
auc,permuted,0.4986467726717575
auc,permuted,0.5090135165120574
auc,permuted,0.5191149231318581
auc,permuted,0.5057412018561711
auc,permuted,0.5186332074513652
auc,permuted,0.4763600274375964
auc,permuted,0.4689355042148663
auc,permuted,0.5142592728886591
auc,permuted,0.5235736005966884
auc,permuted,0.5236882050539146
auc,permuted,0.4718502894981761
auc,permuted,0.4376454634366098
auc,permuted,0.4758081836842524
auc,permuted,0.4780447229304945
auc,permuted,0.48610583023146
auc,permuted,0.5312614971405654
auc,permuted,0.5138097859336646
auc,permuted,0.5451644339482875
auc,permuted,0.5381096362030683
auc,permuted,0.4847093175539317
auc,permuted,0.4783424336856021
auc,permuted,0.4792638039453517
auc,permuted,0.5009370847224164
auc,permuted,0.5142772598953457
auc,permuted,0.4991330224813817
auc,permuted,0.4811885396123223
auc,permuted,0.5315069270178623
auc,permuted,0.4764870255501698
auc,permuted,0.5104851037920739
auc,permuted,0.4941096841310564
auc,permuted,0.4799189126244515
auc,permuted,0.5211079667964571
auc,permuted,0.4944690536696297
auc,permuted,0.4840079400704848
auc,permuted,0.5217022779926042
auc,permuted,0.4961094651977693
auc,permuted,0.513771447436124
auc,permuted,0.5349988974662769
auc,permuted,0.4941478276793071
auc,permuted,0.4975431133186325
auc,permuted,0.4865839313130506
auc,permuted,0.5127486465657701
auc,permuted,0.494555022371746
auc,permuted,0.478166282778932
auc,permuted,0.5322546027070597
auc,permuted,0.5190217939317312
auc,permuted,0.5008083138902383
auc,permuted,0.5091748278801639
auc,permuted,0.4907056370540875
auc,permuted,0.4589953922551396
auc,permuted,0.5234538695660005
auc,permuted,0.508353935679006
auc,permuted,0.4789156582002086
auc,permuted,0.4669528347069188
auc,permuted,0.5159717072508091
auc,permuted,0.4821038191222195
auc,permuted,0.5225271351614474
auc,permuted,0.5049185241036752
auc,permuted,0.5435086482794548
auc,permuted,0.4813818288570335
auc,permuted,0.5287624889097731
auc,permuted,0.5163948446024978
auc,permuted,0.4865859883374567
auc,permuted,0.4821578067330752
auc,permuted,0.5106967837721482
auc,permuted,0.529761219091809
auc,permuted,0.5192093696913911
auc,permuted,0.5164017401355016
auc,permuted,0.5317161638030685
auc,permuted,0.5513985522825751
auc,permuted,0.4676186382640991
auc,permuted,0.5124601232149386
auc,permuted,0.4834925757926508
auc,permuted,0.5103099127638553
auc,permuted,0.5106063362841362
auc,permuted,0.5234412709575637
auc,permuted,0.5042938912606977
auc,permuted,0.4660155777303881
auc,permuted,0.5140228447388796
