subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.4297619047619048,0.4226190476190476,0.49702380952380953,0.5,0.694,0,
5,0.5126444444444443,0.5138888888888888,0.4995955555555555,0.5022222222222222,0.44,0,
6,0.49928888888888884,0.5037037037037037,0.5021955555555555,0.5022222222222222,0.52,0,
10,0.5681776556776555,0.5686813186813187,0.49712454212454216,0.4981684981684982,0.176,0,
12,0.5923421052631579,0.5881578947368421,0.49387105263157893,0.4907894736842105,0.082,0,
14,0.6872426470588237,0.6948529411764706,0.5049264705882353,0.5147058823529411,0.022,1,*
15,0.7595833333333333,0.7666666666666666,0.50485,0.5,0.012,1,*
17,0.6137499999999999,0.6125,0.50515,0.5125,0.204,0,
19,0.29466666666666663,0.3,0.5116666666666666,0.5,0.972,0,
21,0.6188095238095239,0.62531328320802,0.5060350877192982,0.5037593984962406,0.098,0,
22,0.5936834733893557,0.5980392156862745,0.5021036414565826,0.5028011204481793,0.128,0,
23,0.6402777777777777,0.6388888888888888,0.5068888888888889,0.5,0.066,0,
24,0.6609523809523811,0.6666666666666666,0.5075238095238095,0.5,0.022,1,*
25,0.6654980842911877,0.6609195402298851,0.49749425287356325,0.5,0.002,1,**
27,0.47489782886334597,0.4782886334610472,0.5050306513409961,0.5006385696040868,0.69,0,
28,0.6004318181818182,0.5954545454545455,0.5012181818181819,0.5,0.08,0,
29,0.4448931623931624,0.4522792022792022,0.5039501424501425,0.5078347578347578,0.798,0,
30,0.7534364548494983,0.7566889632107023,0.5031371237458194,0.5083612040133779,0.0,1,***
31,0.5410909090909091,0.5354545454545454,0.49914,0.5072727272727273,0.286,0,
32,0.7218131868131867,0.7211538461538461,0.4984313186813187,0.4986263736263736,0.0,1,***
34,0.6412037037037038,0.6412037037037037,0.5005046296296296,0.4953703703703703,0.014,1,*
35,0.7136,0.72,0.5012000000000001,0.5,0.0,1,***
37,0.7625815217391305,0.7663043478260869,0.5035760869565218,0.5013586956521738,0.0,1,***
38,0.4311710526315789,0.4381578947368421,0.49878421052631583,0.4907894736842105,0.812,0,
39,0.7229473684210527,0.7210526315789474,0.49924473684210524,0.49013157894736836,0.002,1,**
40,0.6097807017543859,0.6173245614035088,0.5018728070175439,0.5021929824561404,0.096,0,
41,0.557388888888889,0.5538888888888889,0.49877999999999995,0.4977777777777777,0.224,0,
42,0.6345071428571428,0.6392857142857142,0.5010442857142857,0.5078571428571428,0.018,1,*
43,0.48166666666666663,0.4791666666666667,0.5019166666666667,0.5,0.58,0,
