subject,auc,label_std,label_mean
03,0.47777777777777775,13.564449933347907,53.925925925925924
04,0.6349206349206349,12.725903370715594,52.69565217391305
05,0.5454545454545454,36.591296996321624,60.138888888888886
06,0.5670289855072463,26.753197566244328,50.48936170212766
08,0.6689342403628118,25.517466860614878,48.07142857142857
09,0.5066666666666667,10.404326023342401,75.4
10,0.5555555555555556,16.684181273347065,42.476190476190474
11,0.5714285714285714,11.421714212654576,53.3
12,0.53125,25.866722715267205,48.05882352941177
15,0.5535714285714286,14.391796605143137,56.53333333333333
18,0.44347826086956527,21.33407736797767,68.0
21,0.5909090909090908,16.955048929759133,51.1578947368421
22,0.528,18.250031133223757,69.4
24,0.4285714285714286,9.412675578094763,63.96153846153846
25,0.36410256410256414,19.493995819633106,50.642857142857146
26,0.40166204986149584,19.28722776994627,59.94736842105263
27,0.43137254901960786,19.23276354423324,48.6875
28,0.6555023923444976,18.36103445361662,57.9
29,0.4074074074074074,28.444808715425438,52.25
30,0.33613445378151263,15.874033710325778,45.58064516129032
31,0.4375,17.729387153287867,54.04545454545455
32,0.5072727272727273,25.120818142783726,53.340425531914896
34,0.41927083333333337,26.787817744026473,59.05
37,0.4074074074074074,20.3952178777453,51.666666666666664
38,0.5481481481481482,28.63307983556022,45.125
39,0.3359375,16.05233376661595,64.5
40,0.576923076923077,18.357056500936697,56.13461538461539
41,0.37662337662337664,10.79896509202727,55.5
42,0.6416666666666667,13.663951013972971,56.391304347826086
43,0.49885583524027466,24.424157896769305,60.595238095238095
