feature_name,mean_abs_shap_value
N1_mean_occipitoparietal_lateral_trimmean,0.002878320131325475
P1_mean_occipitoparietal_lateral_trimmean,0.002451771336162525
P3a_mean_frontocentral_midline_trimmean,0.0021568304504828834
P3b_mean_centroparietal_midline_trimmean,0.0009704540744718149
PE_alpha_mean_central_left_trimmean,0.0017439896067156782
PE_alpha_mean_central_mid_trimmean,0.0013381284148875634
PE_alpha_mean_central_right_trimmean,0.002516855049020326
PE_alpha_mean_frontal_left_trimmean,0.003010139353337747
PE_alpha_mean_frontal_mid_trimmean,0.0009311656433750572
PE_alpha_mean_frontal_right_trimmean,0.001465196987925957
PE_alpha_mean_posterior_left_trimmean,0.0009008221905121578
PE_alpha_mean_posterior_mid_trimmean,0.0019499097593268016
PE_alpha_mean_posterior_right_trimmean,0.0030656740066961723
PE_beta_mean_central_left_trimmean,0.0009982145989790078
PE_beta_mean_central_mid_trimmean,0.001059673751529904
PE_beta_mean_central_right_trimmean,0.0007229413140489051
PE_beta_mean_frontal_left_trimmean,0.001609942611202774
PE_beta_mean_frontal_mid_trimmean,0.0037531817041819592
PE_beta_mean_frontal_right_trimmean,0.001018087318554975
PE_beta_mean_posterior_left_trimmean,0.0009561678570544451
PE_beta_mean_posterior_mid_trimmean,0.0009268670898780696
PE_beta_mean_posterior_right_trimmean,0.0016156129568233274
PE_gamma_mean_central_left_trimmean,0.0007692258467486428
PE_gamma_mean_central_mid_trimmean,0.0009899572327388773
PE_gamma_mean_central_right_trimmean,0.0008540758308797091
PE_gamma_mean_frontal_left_trimmean,0.001418529504427608
PE_gamma_mean_frontal_mid_trimmean,0.0032926926019553808
PE_gamma_mean_frontal_right_trimmean,0.0011200577252929065
PE_gamma_mean_posterior_left_trimmean,0.001107096914107785
PE_gamma_mean_posterior_mid_trimmean,0.0008326554038204023
PE_gamma_mean_posterior_right_trimmean,0.0014221939145016085
PE_theta_mean_central_left_trimmean,0.0021086461206781164
PE_theta_mean_central_mid_trimmean,0.0017210531085594793
PE_theta_mean_central_right_trimmean,0.001535966809499724
PE_theta_mean_frontal_left_trimmean,0.0012844849893560355
PE_theta_mean_frontal_mid_trimmean,0.0015760447825844055
PE_theta_mean_frontal_right_trimmean,0.001161784119722802
PE_theta_mean_posterior_left_trimmean,0.0012066927330220874
PE_theta_mean_posterior_mid_trimmean,0.0014109595226714765
PE_theta_mean_posterior_right_trimmean,0.0012824767154673165
kolmogorov_complexity_mean_central_left_trimmean,0.002287332226252678
kolmogorov_complexity_mean_central_mid_trimmean,0.0016871516899769025
kolmogorov_complexity_mean_central_right_trimmean,0.002820573161024304
kolmogorov_complexity_mean_frontal_left_trimmean,0.0024816444823812372
kolmogorov_complexity_mean_frontal_mid_trimmean,0.0009166701298100993
kolmogorov_complexity_mean_frontal_right_trimmean,0.0013206162183766411
kolmogorov_complexity_mean_posterior_left_trimmean,0.0035404098984088586
kolmogorov_complexity_mean_posterior_mid_trimmean,0.002082571470150065
kolmogorov_complexity_mean_posterior_right_trimmean,0.0012931992327717265
psd_relative_alpha_mean_central_left_trimmean,0.0018690569716733887
psd_relative_alpha_mean_central_mid_trimmean,0.0012002749164128127
psd_relative_alpha_mean_central_right_trimmean,0.0011841393091789252
psd_relative_alpha_mean_frontal_left_trimmean,0.0018884909013658934
psd_relative_alpha_mean_frontal_mid_trimmean,0.0008915073095169128
psd_relative_alpha_mean_frontal_right_trimmean,0.0014532448598199624
psd_relative_alpha_mean_posterior_left_trimmean,0.0024483236628529454
psd_relative_alpha_mean_posterior_mid_trimmean,0.0013449187119727037
psd_relative_alpha_mean_posterior_right_trimmean,0.001987194688999007
psd_relative_beta_mean_central_left_trimmean,0.0018446790376100313
psd_relative_beta_mean_central_mid_trimmean,0.0013294336481351479
psd_relative_beta_mean_central_right_trimmean,0.0016968711189756084
psd_relative_beta_mean_frontal_left_trimmean,0.0030845386788120976
psd_relative_beta_mean_frontal_mid_trimmean,0.0008668615900280807
psd_relative_beta_mean_frontal_right_trimmean,0.0014288833418115287
psd_relative_beta_mean_posterior_left_trimmean,0.0012114274960091378
psd_relative_beta_mean_posterior_mid_trimmean,0.00166397064826754
psd_relative_beta_mean_posterior_right_trimmean,0.0016856396181272916
psd_relative_delta_mean_central_left_trimmean,0.0022832681354188022
psd_relative_delta_mean_central_mid_trimmean,0.0008860961503334119
psd_relative_delta_mean_central_right_trimmean,0.0007972460223623812
psd_relative_delta_mean_frontal_left_trimmean,0.0013422604770150857
psd_relative_delta_mean_frontal_mid_trimmean,0.0012549960822304596
psd_relative_delta_mean_frontal_right_trimmean,0.0008365428470429161
psd_relative_delta_mean_posterior_left_trimmean,0.0011674257960054418
psd_relative_delta_mean_posterior_mid_trimmean,0.0008404443581953488
psd_relative_delta_mean_posterior_right_trimmean,0.0014358913736939394
psd_relative_gamma_mean_central_left_trimmean,0.0008815430752973777
psd_relative_gamma_mean_central_mid_trimmean,0.0011723512100600814
psd_relative_gamma_mean_central_right_trimmean,0.0011310080827262507
psd_relative_gamma_mean_frontal_left_trimmean,0.0009481088310033265
psd_relative_gamma_mean_frontal_mid_trimmean,0.004177021070259657
psd_relative_gamma_mean_frontal_right_trimmean,0.0010294447782000142
psd_relative_gamma_mean_posterior_left_trimmean,0.001554493607482731
psd_relative_gamma_mean_posterior_mid_trimmean,0.000835872229299942
psd_relative_gamma_mean_posterior_right_trimmean,0.0013849741122937416
psd_relative_theta_mean_central_left_trimmean,0.0013963680464508543
psd_relative_theta_mean_central_mid_trimmean,0.001001290517257182
psd_relative_theta_mean_central_right_trimmean,0.0014744458122391646
psd_relative_theta_mean_frontal_left_trimmean,0.0011997279400803738
psd_relative_theta_mean_frontal_mid_trimmean,0.000999630425110606
psd_relative_theta_mean_frontal_right_trimmean,0.001317175106898747
psd_relative_theta_mean_posterior_left_trimmean,0.0022627327551821034
psd_relative_theta_mean_posterior_mid_trimmean,0.001552532996477532
psd_relative_theta_mean_posterior_right_trimmean,0.0011327034634823338
slowwaves_Density_mean_central_left_trimmean,0.0008647080241114025
slowwaves_Density_mean_central_mid_trimmean,0.0008806623325926112
slowwaves_Density_mean_central_right_trimmean,0.0008474226987216345
slowwaves_Density_mean_frontal_left_trimmean,0.001146705858971465
slowwaves_Density_mean_frontal_mid_trimmean,0.0008844861560415669
slowwaves_Density_mean_frontal_right_trimmean,0.00104619760466526
slowwaves_Density_mean_posterior_left_trimmean,0.0015921315090773492
slowwaves_Density_mean_posterior_mid_trimmean,0.0013018453081827064
slowwaves_Density_mean_posterior_right_trimmean,0.0008640903707975321
slowwaves_Duration_mean_central_left_trimmean,0.0017897635399122752
slowwaves_Duration_mean_central_mid_trimmean,0.0016117970073741266
slowwaves_Duration_mean_central_right_trimmean,0.0020820809032966684
slowwaves_Duration_mean_frontal_left_trimmean,0.0016526690536525761
slowwaves_Duration_mean_frontal_mid_trimmean,0.0011038079273996402
slowwaves_Duration_mean_frontal_right_trimmean,0.002654615377897294
slowwaves_Duration_mean_posterior_left_trimmean,0.0009753942426334666
slowwaves_Duration_mean_posterior_mid_trimmean,0.0011967305647942216
slowwaves_Duration_mean_posterior_right_trimmean,0.001161073518915478
slowwaves_Frequency_mean_central_left_trimmean,0.0009915387813271496
slowwaves_Frequency_mean_central_mid_trimmean,0.001153415300486485
slowwaves_Frequency_mean_central_right_trimmean,0.001968754812810113
slowwaves_Frequency_mean_frontal_left_trimmean,0.0013806835252430606
slowwaves_Frequency_mean_frontal_mid_trimmean,0.0011541839346635757
slowwaves_Frequency_mean_frontal_right_trimmean,0.002917341500900502
slowwaves_Frequency_mean_posterior_left_trimmean,0.0012163909396261166
slowwaves_Frequency_mean_posterior_mid_trimmean,0.0008794150585570055
slowwaves_Frequency_mean_posterior_right_trimmean,0.0011809340334673487
slowwaves_PTP_mean_central_left_trimmean,0.0015356811099692437
slowwaves_PTP_mean_central_mid_trimmean,0.0013847221496660605
slowwaves_PTP_mean_central_right_trimmean,0.002166054942505694
slowwaves_PTP_mean_frontal_left_trimmean,0.0010456505193525954
slowwaves_PTP_mean_frontal_mid_trimmean,0.0016568411003236897
slowwaves_PTP_mean_frontal_right_trimmean,0.0009172635760709117
slowwaves_PTP_mean_posterior_left_trimmean,0.0012509389640577807
slowwaves_PTP_mean_posterior_mid_trimmean,0.0009227961640756845
slowwaves_PTP_mean_posterior_right_trimmean,0.0008549361302783543
slowwaves_Slope_mean_central_left_trimmean,0.0008939203532995251
slowwaves_Slope_mean_central_mid_trimmean,0.001365485146224453
slowwaves_Slope_mean_central_right_trimmean,0.010455924466764663
slowwaves_Slope_mean_frontal_left_trimmean,0.0010578064205481474
slowwaves_Slope_mean_frontal_mid_trimmean,0.0013694474356019083
slowwaves_Slope_mean_frontal_right_trimmean,0.000834343794906742
slowwaves_Slope_mean_posterior_left_trimmean,0.0017921276704446038
slowwaves_Slope_mean_posterior_mid_trimmean,0.000995805860246527
slowwaves_Slope_mean_posterior_right_trimmean,0.0016974813587420018
wsmi_alpha_mean_central_left_trimmean,0.0021314771506091832
wsmi_alpha_mean_central_mid_trimmean,0.0012210199491644817
wsmi_alpha_mean_central_right_trimmean,0.0033818396544336446
wsmi_alpha_mean_frontal_left_trimmean,0.0009221384950930917
wsmi_alpha_mean_frontal_mid_trimmean,0.0009687840145758756
wsmi_alpha_mean_frontal_right_trimmean,0.0008311765902686301
wsmi_alpha_mean_posterior_left_trimmean,0.0009109980907819893
wsmi_alpha_mean_posterior_mid_trimmean,0.0040486364836419065
wsmi_alpha_mean_posterior_right_trimmean,0.0014739669786538135
wsmi_beta_mean_central_left_trimmean,0.000911408055742986
wsmi_beta_mean_central_mid_trimmean,0.0009130994831131315
wsmi_beta_mean_central_right_trimmean,0.002096779753074261
wsmi_beta_mean_frontal_left_trimmean,0.0013343850432273722
wsmi_beta_mean_frontal_mid_trimmean,0.0009395541811430342
wsmi_beta_mean_frontal_right_trimmean,0.0008328256753981809
wsmi_beta_mean_posterior_left_trimmean,0.0012006687587896613
wsmi_beta_mean_posterior_mid_trimmean,0.0015723367378565722
wsmi_beta_mean_posterior_right_trimmean,0.0024929757942821302
wsmi_gamma_mean_central_left_trimmean,0.0009041163453277683
