subject,true_mean,true_median,perm_mean,perm_median,empirical_p,significant,stars
3,0.10768297467320145,0.1145510835913312,0.004492793286481597,0.0030959752321981,0.298,0,
4,0.17211425309405368,0.1853123291652753,0.0008900889131970882,-0.0256410256410256,0.256,0,
5,0.2008771991201665,0.1972330146526324,0.0036928644212022204,0.0,0.104,0,
6,0.011049566255224694,0.021289437077560598,-0.00034314668974229834,-0.0037986858819879,0.454,0,
8,0.16812854773642594,0.1688742683730073,-0.003322715890924885,-0.0161627045958808,0.158,0,
9,0.03574027979894024,0.0646838220195409,0.005513684291286269,0.0049019607843137,0.45,0,
10,0.1256461881603744,0.1195228609334393,-0.010781042672670217,-0.0154950327013325,0.234,0,
12,0.09212178931557964,0.1201502818372221,0.006103898216349312,0.0250313087160879,0.362,0,
18,-0.07452765676972029,-0.0653466627717416,-0.00036701634307892395,-0.012024651756097,0.682,0,
21,-0.1800406606755539,-0.1823232246362438,0.005782487334217354,0.0326860225230306,0.788,0,
22,-0.10267098867332847,-0.1154633952412677,0.008814840856885324,0.0118048041162471,0.762,0,
24,-0.17169898610203482,-0.1873171623163388,0.001114506164779483,0.0,0.834,0,
25,-0.09533604418187855,-0.0890870806374748,-0.013041680505019426,0.0,0.672,0,
26,0.05830220190627806,0.0383290896862675,0.0006704802597119733,0.0154950327013325,0.406,0,
27,-0.022910028688232494,0.0,-0.0041435169225318,0.0,0.562,0,
28,0.05697235746838226,0.0667501565762345,-0.0038019068358324144,0.0160623141550808,0.408,0,
29,0.000920442138977045,-0.0019786215332672497,-0.012387431866438602,-0.0333333333333333,0.448,0,
30,-0.03389191340715784,-0.0381690510345287,-0.004422832183563373,-0.0156269076979498,0.566,0,
31,0.043614731070773,0.0476190476190476,0.00115583002477433,-0.0114377252717919,0.468,0,
32,0.2547652500537944,0.2581521739130434,0.008552972799862389,0.0213931274920279,0.052,0,
34,0.07838980971377231,0.0589767824619588,0.0036189445772168128,0.0052540693749273,0.308,0,
37,-0.09422961755123342,-0.0974521813562936,-0.004346155871006591,-0.0222717701593687,0.694,0,
38,0.09929453231849714,0.086066296582387,-0.0019418840519443562,0.0,0.322,0,
39,-0.17973313722625137,-0.1690308509457033,-0.0070930850299059465,0.0,0.852,0,
40,0.2892293554553635,0.2874944542499729,-0.003141388254252014,-0.0054829307913314,0.064,0,
41,0.044589946010595724,0.0391230398217975,0.009732224238183089,-0.0154303349962091,0.388,0,
42,0.3653862625832447,0.3762560663311362,0.004027893985485841,-0.0100276139599364,0.04,1,*
43,0.028548068147331403,0.0345073862338426,0.010805642549110683,0.0,0.466,0,
