cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,2,"AF8,Fp2",5.285814354767198,0.03959208158368326
1,positive,1,CP1,3.007520922706613,0.10157968406318736
2,positive,2,"O1,Oz",5.498470455371601,0.033393321335732855
3,positive,1,P7,2.431178287437612,0.2443511297740452
