subject,auc,minority_ratio,n_trials
03,0.6888888888888889,0.46153846153846156,26
05,0.53,0.4772727272727273,44
06,0.8240000000000001,0.49056603773584906,53
08,0.5725,0.5,42
10,0.6299999999999999,0.38095238095238093,42
12,0.5416666666666666,0.4444444444444444,36
14,0.4,0.44,25
15,0.5666666666666667,0.36363636363636365,22
17,0.33333333333333337,0.36363636363636365,22
18,0.9,0.47368421052631576,19
19,0.3,0.4666666666666667,15
21,0.6416666666666666,0.48717948717948717,39
22,0.4166666666666667,0.45714285714285713,35
23,0.538888888888889,0.4,30
24,0.6333333333333333,0.4642857142857143,28
25,0.48599999999999993,0.5,48
26,0.3666666666666667,0.45714285714285713,35
27,0.6,0.375,32
28,0.7,0.5,44
29,0.508,0.48148148148148145,54
30,0.7966666666666666,0.46,50
31,0.7460000000000001,0.45652173913043476,46
32,0.8266666666666665,0.49056603773584906,53
33,0.5166666666666666,0.3333333333333333,21
34,0.6533333333333333,0.4358974358974359,39
35,0.8,0.42857142857142855,35
36,0.5000000000000001,0.2727272727272727,22
37,0.538888888888889,0.5,32
38,0.7625,0.47619047619047616,42
39,0.8388888888888889,0.4,30
40,0.5366666666666667,0.40476190476190477,42
41,0.6941666666666666,0.4523809523809524,42
42,0.5159999999999999,0.4716981132075472,53
43,0.7200000000000001,0.4791666666666667,48
