subject,run_idx,mean_auc,mean_auprc,mean_mcc,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,n_samples,n_positive,n_negative
03,96.0,0.8,0.8511111111111112,0.6305625100431351,0.8,0.85,0.7333333333333333,0.7647619047619048,26.0,12.0,14.0
05,96.0,0.3575,0.46258730158730155,-0.21784278938130902,0.40499999999999997,0.27999999999999997,0.38,0.32,44.0,21.0,23.0
06,96.0,0.8226666666666667,0.8534444444444444,0.4059654144795761,0.69,0.7095238095238094,0.6466666666666667,0.6430735930735931,53.0,26.0,27.0
08,96.0,0.61,0.6875,0.17519783929671154,0.585,0.5842857142857143,0.61,0.588095238095238,42.0,21.0,21.0
10,96.0,0.5866666666666667,0.6480952380952381,0.18399211285295847,0.5866666666666667,0.5133333333333333,0.4333333333333333,0.4333333333333333,42.0,16.0,26.0
12,96.0,0.4916666666666666,0.7301190476190476,-0.028316853530360807,0.4666666666666666,0.5809523809523809,0.55,0.5048196248196248,36.0,20.0,16.0
14,96.0,0.6666666666666667,0.7977777777777778,-0.11498299142610593,0.45,0.4166666666666667,0.4333333333333333,0.39428571428571424,25.0,11.0,14.0
15,96.0,0.2166666666666667,0.3733333333333333,-0.412589765768623,0.3,0.06666666666666667,0.1,0.08,22.0,8.0,14.0
17,96.0,0.33333333333333337,0.42333333333333323,-0.11547005383792516,0.45,0.06666666666666667,0.2,0.1,22.0,8.0,14.0
18,96.0,0.9,0.95,0.7464101615137755,0.85,0.8666666666666666,0.9,0.8533333333333333,19.0,10.0,9.0
19,96.0,0.7,0.7666666666666666,-0.1,0.45,0.5,0.6,0.49333333333333335,15.0,8.0,7.0
21,96.0,0.775,0.8235714285714286,0.352082943070123,0.6666666666666666,0.6233333333333333,0.7833333333333333,0.6909523809523808,39.0,19.0,20.0
22,96.0,0.3,0.5090079365079365,-0.1414213562373095,0.45,0.5057142857142857,0.7,0.5599999999999999,35.0,19.0,16.0
23,96.0,0.6944444444444444,0.7344444444444445,0.11666666666666665,0.5583333333333333,0.4,0.39999999999999997,0.39333333333333337,30.0,12.0,18.0
24,96.0,0.6555555555555556,0.8022222222222222,0.38667189580979333,0.6666666666666666,0.7833333333333333,0.6666666666666666,0.679047619047619,28.0,15.0,13.0
25,96.0,0.41200000000000003,0.5727777777777778,-0.1668891312505661,0.42000000000000004,0.3933333333333333,0.38,0.37797979797979797,48.0,24.0,24.0
26,96.0,0.38333333333333336,0.5765476190476191,-0.07316393765380398,0.4833333333333333,0.55,0.6166666666666666,0.5700000000000001,35.0,19.0,16.0
27,96.0,0.6583333333333334,0.6696825396825397,0.3625383227417119,0.6666666666666666,0.6,0.6333333333333333,0.5466666666666666,32.0,12.0,20.0
28,96.0,0.685,0.7741150793650793,0.2680968816606706,0.6300000000000001,0.5933333333333334,0.67,0.6225974025974026,44.0,22.0,22.0
29,96.0,0.5453333333333333,0.6566916786916787,0.09030548393443157,0.54,0.5916666666666666,0.54,0.5483682983682984,54.0,26.0,28.0
30,96.0,0.8396666666666667,0.8752380952380951,0.4625803922343681,0.725,0.7595238095238096,0.74,0.7357575757575757,50.0,27.0,23.0
31,96.0,0.8300000000000001,0.8657936507936508,0.6048778092902936,0.78,0.8142857142857143,0.8,0.7702164502164501,46.0,21.0,25.0
32,96.0,0.784,0.846570707070707,0.3563939568095439,0.6733333333333335,0.6819047619047619,0.7333333333333333,0.6996425796425797,53.0,26.0,27.0
33,96.0,0.5,0.7666666666666666,0.18213672050459184,0.5833333333333333,0.72,0.8666666666666666,0.7766666666666666,21.0,14.0,7.0
34,96.0,0.6558333333333334,0.7001984126984127,0.1375634034160877,0.5616666666666666,0.5666666666666667,0.5333333333333333,0.5298412698412698,39.0,17.0,22.0
35,96.0,0.8166666666666667,0.9138095238095237,0.4,0.7,0.7642857142857142,0.8,0.7668831168831169,35.0,20.0,15.0
36,96.0,0.55,0.5566666666666668,-0.1,0.45,0.06666666666666667,0.1,0.08,22.0,6.0,16.0
37,96.0,0.5722222222222222,0.6782936507936508,-0.03651483716701107,0.4833333333333333,0.43,0.5166666666666666,0.4523809523809524,32.0,16.0,16.0
38,96.0,0.7275,0.8189603174603175,0.3716397779494322,0.6849999999999999,0.7033333333333334,0.67,0.6842857142857144,42.0,22.0,20.0
39,96.0,0.7861111111111112,0.7677777777777777,0.4995093791412857,0.75,0.6666666666666666,0.7666666666666666,0.6866666666666668,30.0,12.0,18.0
40,96.0,0.4600000000000001,0.6531269841269841,-0.17678164818445216,0.41000000000000003,0.5033333333333333,0.52,0.5078787878787878,42.0,25.0,17.0
41,96.0,0.6366666666666666,0.7044365079365079,0.22890136734129554,0.6066666666666667,0.6166666666666666,0.6300000000000001,0.6014862914862915,42.0,23.0,19.0
42,96.0,0.5866666666666666,0.7104417989417989,0.276144911378684,0.6033333333333333,0.6783333333333333,0.6066666666666667,0.5696037296037296,53.0,28.0,25.0
43,96.0,0.6479999999999999,0.7562539682539683,0.17117251902621197,0.575,0.5928571428571429,0.6,0.5888888888888888,48.0,25.0,23.0
