feature_name,mean_importance,std_importance,rank
PE_beta_mean_frontal_left_trimmean,0.004655981096556173,,153
wsmi_beta_mean_central_mid_trimmean,0.004605943943278223,,154
wsmi_theta_mean_frontal_left_trimmean,0.004580451347348316,,155
psd_relative_theta_mean_central_left_trimmean,0.0045797506744484915,,156
slowwaves_Duration_mean_central_right_trimmean,0.004563399301420819,,157
wsmi_theta_mean_posterior_left_trimmean,0.00456255248643315,,158
PE_gamma_mean_central_left_trimmean,0.004547951288883176,,159
psd_relative_beta_mean_frontal_right_trimmean,0.004543872567784372,,160
psd_relative_gamma_mean_frontal_right_trimmean,0.004531792476832351,,161
slowwaves_Frequency_mean_frontal_mid_trimmean,0.004514124588240558,,162
slowwaves_Duration_mean_frontal_mid_trimmean,0.004505270168337191,,163
PE_alpha_mean_frontal_left_trimmean,0.0044838308649671945,,164
slowwaves_Slope_mean_frontal_right_trimmean,0.004474252053654002,,165
wsmi_beta_mean_frontal_right_trimmean,0.004461253754360284,,166
psd_relative_theta_mean_posterior_left_trimmean,0.004429932339459404,,167
slowwaves_Duration_mean_posterior_left_trimmean,0.004402718496356949,,168
PE_theta_mean_frontal_left_trimmean,0.004386192545254685,,169
PE_theta_mean_posterior_right_trimmean,0.004345884982212232,,170
slowwaves_Density_mean_central_right_trimmean,0.0043150931767328175,,171
PE_theta_mean_frontal_right_trimmean,0.004240860304415537,,172
slowwaves_Frequency_mean_posterior_left_trimmean,0.004200965559375695,,173
PE_theta_mean_central_left_trimmean,0.004160171572812068,,174
psd_relative_alpha_mean_posterior_left_trimmean,0.004074351632114278,,175
