feature_name,mean_importance,std_importance,rank
psd_relative_delta_mean_central_mid_trimmean,0.011533419740842758,,1
PE_gamma_mean_central_right_trimmean,0.010023442574275645,,2
P3b_mean_centroparietal_midline_trimmean,0.009923152324871976,,3
PE_beta_mean_central_right_trimmean,0.009528568881613873,,4
wsmi_theta_mean_frontal_mid_trimmean,0.009066140697702922,,5
psd_relative_beta_mean_central_mid_trimmean,0.008845219848237103,,6
slowwaves_PTP_mean_posterior_left_trimmean,0.008350349493996797,,7
PE_theta_mean_posterior_mid_trimmean,0.008273917155371544,,8
wsmi_beta_mean_frontal_mid_trimmean,0.007672643551217885,,9
PE_theta_mean_central_right_trimmean,0.007542562506901633,,10
PE_alpha_mean_central_mid_trimmean,0.00746013208187155,,11
wsmi_theta_mean_central_right_trimmean,0.007395190109332218,,12
slowwaves_PTP_mean_posterior_mid_trimmean,0.0073041090152073124,,13
wsmi_beta_mean_posterior_right_trimmean,0.007300757575176512,,14
psd_relative_gamma_mean_posterior_right_trimmean,0.00720975871425034,,15
slowwaves_PTP_mean_frontal_left_trimmean,0.007088058893321177,,16
slowwaves_Density_mean_posterior_right_trimmean,0.007079225364758214,,17
psd_relative_gamma_mean_posterior_left_trimmean,0.007060805658251086,,18
slowwaves_Density_mean_posterior_left_trimmean,0.006986456409143685,,19
PE_gamma_mean_posterior_right_trimmean,0.006975880861488485,,20
slowwaves_Slope_mean_central_right_trimmean,0.006931971692760715,,21
psd_relative_alpha_mean_central_mid_trimmean,0.006834341850747323,,22
slowwaves_Density_mean_central_mid_trimmean,0.00678004755775037,,23
psd_relative_delta_mean_posterior_right_trimmean,0.006749183283335218,,24
PE_beta_mean_posterior_right_trimmean,0.00671338906650209,,25
psd_relative_beta_mean_frontal_mid_trimmean,0.006705136323296093,,26
psd_relative_beta_mean_central_right_trimmean,0.0066617606903629,,27
psd_relative_gamma_mean_posterior_mid_trimmean,0.006645745139080138,,28
wsmi_alpha_mean_central_mid_trimmean,0.006637747706014158,,29
psd_relative_theta_mean_frontal_right_trimmean,0.006609501632870025,,30
PE_gamma_mean_frontal_right_trimmean,0.006576964994641502,,31
slowwaves_PTP_mean_central_mid_trimmean,0.006568700976011931,,32
slowwaves_PTP_mean_central_right_trimmean,0.006565854858898012,,33
PE_beta_mean_frontal_right_trimmean,0.006556841645721793,,34
wsmi_gamma_mean_central_left_trimmean,0.006531235692382471,,35
wsmi_gamma_mean_posterior_right_trimmean,0.006506133608452362,,36
PE_alpha_mean_frontal_mid_trimmean,0.006486228314812295,,37
slowwaves_Density_mean_posterior_mid_trimmean,0.006458065744136931,,38
slowwaves_PTP_mean_central_left_trimmean,0.006435745900885085,,39
slowwaves_Density_mean_frontal_left_trimmean,0.006435573305567554,,40
wsmi_gamma_mean_central_right_trimmean,0.006420794061804768,,41
slowwaves_Slope_mean_frontal_left_trimmean,0.006382149103264975,,42
psd_relative_gamma_mean_frontal_mid_trimmean,0.0063229194318712035,,43
kolmogorov_complexity_mean_posterior_left_trimmean,0.006311104955860728,,44
slowwaves_Duration_mean_frontal_left_trimmean,0.006292688050289964,,45
wsmi_beta_mean_posterior_left_trimmean,0.006287107915881747,,46
kolmogorov_complexity_mean_central_right_trimmean,0.006286194522712536,,47
wsmi_alpha_mean_posterior_mid_trimmean,0.006258695822474141,,48
PE_beta_mean_posterior_left_trimmean,0.006163623155491097,,49
PE_alpha_mean_central_right_trimmean,0.006088535231602536,,50
wsmi_theta_mean_central_left_trimmean,0.006022693904197408,,51
wsmi_alpha_mean_posterior_right_trimmean,0.006008790785641176,,52
psd_relative_gamma_mean_frontal_left_trimmean,0.005990795374753301,,53
wsmi_alpha_mean_central_left_trimmean,0.00597835089601627,,54
slowwaves_Frequency_mean_frontal_right_trimmean,0.0059495671264238855,,55
wsmi_alpha_mean_frontal_left_trimmean,0.00594722114649979,,56
psd_relative_beta_mean_central_left_trimmean,0.005945743005186472,,57
wsmi_alpha_mean_posterior_left_trimmean,0.00593515753821812,,58
slowwaves_Duration_mean_frontal_right_trimmean,0.0059197160963140845,,59
kolmogorov_complexity_mean_central_mid_trimmean,0.005913488604276435,,60
slowwaves_PTP_mean_posterior_right_trimmean,0.005909317270865296,,61
wsmi_beta_mean_central_right_trimmean,0.0058725863126206455,,62
psd_relative_theta_mean_central_mid_trimmean,0.005832216030435523,,63
wsmi_beta_mean_frontal_left_trimmean,0.005830620960835429,,64
slowwaves_Frequency_mean_posterior_right_trimmean,0.005828218916711758,,65
slowwaves_Slope_mean_posterior_mid_trimmean,0.0058229028004325245,,66
psd_relative_delta_mean_frontal_left_trimmean,0.005822166145623531,,67
psd_relative_alpha_mean_central_right_trimmean,0.0057878299298713696,,68
psd_relative_gamma_mean_central_mid_trimmean,0.005779296022264835,,69
wsmi_gamma_mean_posterior_left_trimmean,0.005771266960862231,,70
psd_relative_gamma_mean_central_left_trimmean,0.005701537342390532,,71
slowwaves_PTP_mean_frontal_mid_trimmean,0.005689092079942035,,72
slowwaves_Slope_mean_central_mid_trimmean,0.005686547007942345,,73
kolmogorov_complexity_mean_frontal_mid_trimmean,0.005657658824571892,,74
PE_alpha_mean_posterior_right_trimmean,0.005629655790895474,,75
N1_mean_occipitoparietal_lateral_trimmean,0.0056267235433042385,,76
psd_relative_beta_mean_posterior_right_trimmean,0.005587887245010616,,77
kolmogorov_complexity_mean_central_left_trimmean,0.00558739177122469,,78
PE_alpha_mean_posterior_left_trimmean,0.005581500760039559,,79
wsmi_gamma_mean_frontal_left_trimmean,0.005580328355354387,,80
P3a_mean_frontocentral_midline_trimmean,0.005565764138479476,,81
psd_relative_beta_mean_frontal_left_trimmean,0.005558407616709164,,82
PE_gamma_mean_posterior_left_trimmean,0.005543911951530254,,83
psd_relative_alpha_mean_posterior_right_trimmean,0.005492510997554071,,84
kolmogorov_complexity_mean_frontal_left_trimmean,0.005491928528631264,,85
psd_relative_theta_mean_frontal_mid_trimmean,0.0054874374968257,,86
P1_mean_occipitoparietal_lateral_trimmean,0.005447211303399964,,87
slowwaves_Frequency_mean_frontal_left_trimmean,0.005438929342751024,,88
slowwaves_Frequency_mean_central_mid_trimmean,0.005370120490936419,,89
wsmi_alpha_mean_frontal_mid_trimmean,0.0053627115859323626,,90
kolmogorov_complexity_mean_posterior_mid_trimmean,0.005357500061767043,,91
psd_relative_theta_mean_central_right_trimmean,0.00534737739783255,,92
psd_relative_delta_mean_frontal_right_trimmean,0.005345559152422833,,93
wsmi_gamma_mean_frontal_right_trimmean,0.005342352960435667,,94
PE_theta_mean_central_mid_trimmean,0.0053397595942483635,,95
PE_beta_mean_posterior_mid_trimmean,0.005292796169885898,,96
kolmogorov_complexity_mean_frontal_right_trimmean,0.005270070566183353,,97
wsmi_beta_mean_posterior_mid_trimmean,0.0052698252985271775,,98
slowwaves_Density_mean_frontal_mid_trimmean,0.005268101603153916,,99
PE_theta_mean_frontal_mid_trimmean,0.005258067839116854,,100
psd_relative_alpha_mean_central_left_trimmean,0.005254133272557612,,101
psd_relative_delta_mean_posterior_mid_trimmean,0.005253566671677678,,102
psd_relative_delta_mean_central_right_trimmean,0.005230598908578837,,103
wsmi_beta_mean_central_left_trimmean,0.005230009462424921,,104
wsmi_gamma_mean_central_mid_trimmean,0.005219634892718845,,105
psd_relative_delta_mean_posterior_left_trimmean,0.005207593090303437,,106
slowwaves_Duration_mean_posterior_mid_trimmean,0.005205362341334658,,107
slowwaves_Frequency_mean_posterior_mid_trimmean,0.005176028399855558,,108
PE_gamma_mean_frontal_mid_trimmean,0.005173740439454727,,109
slowwaves_Frequency_mean_central_left_trimmean,0.005171061954295137,,110
psd_relative_gamma_mean_central_right_trimmean,0.005169216239951001,,111
PE_beta_mean_central_mid_trimmean,0.005162215408748277,,112
slowwaves_PTP_mean_frontal_right_trimmean,0.005130081964546095,,113
kolmogorov_complexity_mean_posterior_right_trimmean,0.005120484165848699,,114
slowwaves_Slope_mean_posterior_right_trimmean,0.005114500826504376,,115
slowwaves_Slope_mean_posterior_left_trimmean,0.005080468556102552,,116
PE_beta_mean_frontal_mid_trimmean,0.005074229151301336,,117
wsmi_theta_mean_posterior_mid_trimmean,0.005054862954491319,,118
psd_relative_delta_mean_central_left_trimmean,0.005039199105420038,,119
slowwaves_Frequency_mean_central_right_trimmean,0.005034882349347632,,120
PE_beta_mean_central_left_trimmean,0.005020486483068867,,121
wsmi_alpha_mean_central_right_trimmean,0.005014786184569953,,122
psd_relative_alpha_mean_frontal_mid_trimmean,0.005013179320219016,,123
PE_alpha_mean_posterior_mid_trimmean,0.004984144286576916,,124
psd_relative_delta_mean_frontal_mid_trimmean,0.004950700900362409,,125
psd_relative_theta_mean_frontal_left_trimmean,0.004941539241468607,,126
wsmi_theta_mean_frontal_right_trimmean,0.004936824165634795,,127
PE_gamma_mean_central_mid_trimmean,0.0049362582871018724,,128
wsmi_gamma_mean_posterior_mid_trimmean,0.004932823355018203,,129
PE_alpha_mean_central_left_trimmean,0.004923077544432945,,130
slowwaves_Density_mean_central_left_trimmean,0.00492054055640957,,131
slowwaves_Slope_mean_central_left_trimmean,0.0048845419415165185,,132
wsmi_theta_mean_posterior_right_trimmean,0.00486092946153548,,133
slowwaves_Duration_mean_central_left_trimmean,0.0048594375393826335,,134
slowwaves_Duration_mean_posterior_right_trimmean,0.004836236602811907,,135
psd_relative_alpha_mean_frontal_right_trimmean,0.004829011119626369,,136
wsmi_theta_mean_central_mid_trimmean,0.004821316871404974,,137
PE_alpha_mean_frontal_right_trimmean,0.004814585765735609,,138
psd_relative_theta_mean_posterior_mid_trimmean,0.004814360714787556,,139
wsmi_gamma_mean_frontal_mid_trimmean,0.004811221162155754,,140
psd_relative_theta_mean_posterior_right_trimmean,0.004806096499078236,,141
wsmi_alpha_mean_frontal_right_trimmean,0.004796747595682636,,142
psd_relative_beta_mean_posterior_mid_trimmean,0.00479229931166889,,143
PE_theta_mean_posterior_left_trimmean,0.004781837246972912,,144
slowwaves_Density_mean_frontal_right_trimmean,0.0047685685501051185,,145
slowwaves_Slope_mean_frontal_mid_trimmean,0.004727246510502948,,146
PE_gamma_mean_posterior_mid_trimmean,0.004698399101873613,,147
psd_relative_beta_mean_posterior_left_trimmean,0.004695472235765004,,148
psd_relative_alpha_mean_frontal_left_trimmean,0.004692690772791522,,149
PE_gamma_mean_frontal_left_trimmean,0.004671026154304813,,150
psd_relative_alpha_mean_posterior_mid_trimmean,0.004662581473236243,,151
slowwaves_Duration_mean_central_mid_trimmean,0.0046621793290928665,,152
