mean_fpr,mean_tpr,std_tpr
0.0,0.0,0.0
0.010101010101010102,0.07268131517088405,0.08401983725570218
0.020202020202020204,0.07268131517088405,0.08401983725570218
0.030303030303030304,0.07268131517088405,0.08401983725570218
0.04040404040404041,0.0737101217552462,0.08334763659420588
0.05050505050505051,0.07470218524730969,0.0831016643112306
0.06060606060606061,0.07723266603866004,0.08524551663263609
0.07070707070707072,0.08015664264684717,0.08792017108237578
0.08080808080808081,0.09115972906660025,0.09089741573301452
0.09090909090909091,0.10228787561141346,0.09342722721542564
0.10101010101010102,0.12126935709289495,0.1227350928473124
0.11111111111111112,0.13996440655600337,0.12647105804997216
0.12121212121212122,0.14237986549320145,0.12459124141196257
0.13131313131313133,0.14700949512283107,0.12228988844723826
0.14141414141414144,0.14895941302102483,0.12242974190628346
0.15151515151515152,0.1655262650622965,0.13016354596955446
0.16161616161616163,0.17301116844393902,0.13219305438113022
0.17171717171717174,0.17609758819702542,0.12938486384527775
0.18181818181818182,0.1864692762507058,0.13249054931841517
0.19191919191919193,0.19170806767370777,0.13444699573717006
0.20202020202020204,0.21475101506448124,0.12858261136488625
0.21212121212121213,0.22026683300690325,0.12592746678334077
0.22222222222222224,0.2562323018155093,0.14540401573593606
0.23232323232323235,0.2621747621329697,0.1451239216094054
0.24242424242424243,0.2645902210701678,0.14289399273433143
0.25252525252525254,0.2723593768656393,0.14478189748912854
0.26262626262626265,0.2755009112571737,0.14591347989794795
0.27272727272727276,0.2881541128887035,0.14446034606834135
0.2828282828282829,0.2907996155342062,0.1478400970476841
0.29292929292929293,0.2978744065142259,0.15403302883403536
0.30303030303030304,0.3105904042845715,0.15280156993858618
0.31313131313131315,0.31462137491036973,0.15530574309305084
0.32323232323232326,0.32364059650258115,0.1532928883415007
0.33333333333333337,0.3291961520581367,0.15593679243586783
0.3434343434343435,0.3291961520581367,0.15593679243586783
0.3535353535353536,0.3468452491365816,0.15986096944484698
0.36363636363636365,0.3488293761207086,0.15931061258365048
0.37373737373737376,0.3488293761207086,0.15931061258365048
0.38383838383838387,0.35655361229322063,0.15584766801735397
0.393939393939394,0.37674705833915706,0.14807342450482175
0.4040404040404041,0.3963349704270691,0.1493607610057922
0.4141414141414142,0.40887320888359846,0.1550537070090934
0.42424242424242425,0.4233329088581726,0.15838069663304774
0.43434343434343436,0.43279820232729743,0.1518948418130312
0.4444444444444445,0.4500608032741089,0.1662577659194092
0.4545454545454546,0.4606086047701863,0.17341910532252186
0.4646464646464647,0.4763447842994693,0.17628359080204922
0.4747474747474748,0.48259478429946934,0.1798800645927072
0.48484848484848486,0.491494356949042,0.1807533038246166
0.494949494949495,0.491494356949042,0.1807533038246166
0.5050505050505051,0.5135623003527696,0.18175458938382555
0.5151515151515152,0.5135623003527696,0.18175458938382555
0.5252525252525253,0.527213479952225,0.18650587094728277
0.5353535353535354,0.5336144461357999,0.18872742185966726
0.5454545454545455,0.543701288837585,0.1778647983103881
0.5555555555555556,0.5740663260991741,0.19325268112527771
0.5656565656565657,0.5766857218106751,0.1938996742292136
0.5757575757575758,0.5819170804903098,0.19396652930175715
0.5858585858585859,0.5985279317339346,0.1866233090283514
0.595959595959596,0.6054185610945788,0.1867836498442874
0.6060606060606061,0.6081963388723567,0.18742489285139352
0.6161616161616162,0.6245700870732122,0.16917155229282868
0.6262626262626263,0.6302680927712179,0.1666832790444824
0.6363636363636365,0.6368101832916365,0.1712844451021551
0.6464646464646465,0.6388791488088779,0.17155462577965316
0.6565656565656566,0.6418229893885881,0.17008870660479797
0.6666666666666667,0.669280254345853,0.1456929090007132
0.6767676767676768,0.669280254345853,0.1456929090007132
0.686868686868687,0.679575865648559,0.14562318276429145
0.696969696969697,0.6866878205837896,0.14793292151729648
0.7070707070707072,0.6951563045957517,0.15044505018465198
0.7171717171717172,0.7072021338322505,0.1506146883194999
0.7272727272727273,0.7298910509177193,0.1427991884904668
0.7373737373737375,0.7343667542425275,0.14207203839637578
0.7474747474747475,0.7388310399568132,0.14462122517582826
0.7575757575757577,0.7522062693408146,0.12812294818804287
0.7676767676767677,0.7590661727224571,0.12903141116856684
0.7777777777777778,0.7809917779813957,0.11928886981239394
0.787878787878788,0.7856019553856908,0.12124142954856003
0.797979797979798,0.7865598097918212,0.12170466637229231
0.8080808080808082,0.8022415354735467,0.12196273850032974
0.8181818181818182,0.8189953307361139,0.11838807852942469
0.8282828282828284,0.8213604676121203,0.12028170445899497
0.8383838383838385,0.8286355998872527,0.12024035891484504
0.8484848484848485,0.8410969843266121,0.11626988602836034
0.8585858585858587,0.8596876307963337,0.10257915699959372
0.8686868686868687,0.8596876307963337,0.10257915699959372
0.8787878787878789,0.8730282740711874,0.08086755677835548
0.888888888888889,0.8821288031717164,0.08327276243638673
0.8989898989898991,0.8871361034431493,0.08048382878247014
0.9090909090909092,0.9037665006894886,0.08032263533277273
0.9191919191919192,0.9057506276736156,0.08090872165849745
0.9292929292929294,0.9139987170328161,0.07965199120165488
0.9393939393939394,0.9159144258450768,0.079208099624109
0.9494949494949496,0.9277397986333986,0.07313222078235299
0.9595959595959597,0.9348108777153473,0.07537232052673352
0.9696969696969697,0.9441090466423476,0.06980866010165566
0.9797979797979799,0.9441090466423476,0.06980866010165566
0.98989898989899,0.9441090466423476,0.06980866010165566
1.0,1.0,0.0
