contrast,label,subject,marker,direction_ws,direction_loso
valence,Valence,02,slowwaves_Slope,0.09514772020261757,-0.1614415015495098
valence,Valence,02,wsmi_alpha,0.3812685521959612,0.008375765631733591
valence,Valence,02,wsmi_beta,0.48910220536155435,0.12735883371285242
valence,Valence,02,wsmi_gamma,0.37948592501370254,0.07284092374842313
valence,Valence,02,wsmi_theta,0.14389596219163284,0.4835965481460418
valence,Valence,03,N1,-0.3766649863715697,0.756290167185947
valence,Valence,03,P1,0.4169749104588408,0.6664868948135357
valence,Valence,03,P3a,0.03204303345642996,-0.8945434402328547
valence,Valence,03,P3b,0.2438225155375998,-0.20988160472813377
valence,Valence,03,PE_alpha,0.25207604098550146,0.5374109797921474
valence,Valence,03,PE_beta,0.38419441432375595,0.0742540644138029
valence,Valence,03,PE_gamma,0.3527235533382793,0.09392295949404736
valence,Valence,03,PE_theta,-0.29452158278608004,-0.6623253631107742
valence,Valence,03,kolmogorov_complexity,0.6162701658701588,0.5104208466195512
valence,Valence,03,psd_relative_alpha,-0.4811635711678227,-0.7201653260640228
valence,Valence,03,psd_relative_beta,-0.0355851803914403,0.47524910601491216
valence,Valence,03,psd_relative_delta,0.45774592440958445,0.8139039532951996
valence,Valence,03,psd_relative_gamma,0.36731746995735187,-0.35576169479935144
valence,Valence,03,psd_relative_theta,-0.2618608507599199,0.5853047351024453
valence,Valence,03,slowwaves_Density,-0.43510209407081785,0.14373601107569162
valence,Valence,03,slowwaves_Duration,0.17136090278918492,-0.5659867360278807
valence,Valence,03,slowwaves_Frequency,-0.3472571849217366,0.3167798069698731
valence,Valence,03,slowwaves_PTP,-0.00940875011248835,-0.3059589320166147
valence,Valence,03,slowwaves_Slope,-0.4695726133241341,-0.05667708720678052
valence,Valence,03,wsmi_alpha,-0.46568274207000704,0.16034655793254893
valence,Valence,03,wsmi_beta,0.2559970546683154,0.26658365607952256
valence,Valence,03,wsmi_gamma,0.26705612057739125,0.022336820278379358
valence,Valence,03,wsmi_theta,-0.10538144606654566,0.6018504874121194
valence,Valence,04,N1,0.4498202721360442,0.6757605941800912
valence,Valence,04,P1,0.26323948970752614,0.7905697182120808
valence,Valence,04,P3a,-0.58930275218326,-0.820037233886297
valence,Valence,04,P3b,-0.5705286678385034,0.35545254534550835
valence,Valence,04,PE_alpha,-0.3333947709529663,0.5349941356540744
valence,Valence,04,PE_beta,-0.4794719235648952,0.10719767285750334
valence,Valence,04,PE_gamma,-0.5175170525604491,0.16152105226790714
valence,Valence,04,PE_theta,-0.3873815912548301,-0.5798954986499021
valence,Valence,04,kolmogorov_complexity,-0.5042869203561614,0.5182426671430505
valence,Valence,04,psd_relative_alpha,-0.43532705396012544,-0.7230370886850587
valence,Valence,04,psd_relative_beta,-0.02305133599656204,0.4105752693515255
valence,Valence,04,psd_relative_delta,0.48697634247568483,0.7907854870947781
valence,Valence,04,psd_relative_gamma,-0.6165283287598158,-0.2837268921442483
valence,Valence,04,psd_relative_theta,0.33514843170332476,0.609266457777944
valence,Valence,04,slowwaves_Density,-0.5927054048266936,0.174193396723059
valence,Valence,04,slowwaves_Duration,-0.10039681384719512,-0.49317988934443935
valence,Valence,04,slowwaves_Frequency,0.255277427202954,0.23745501634096322
valence,Valence,04,slowwaves_PTP,-0.3910566108618634,-0.2334991511228394
valence,Valence,04,slowwaves_Slope,0.2126523475480316,-0.24464039164927645
valence,Valence,04,wsmi_alpha,0.27460646757740614,-0.062049858837921475
valence,Valence,04,wsmi_beta,-0.44437525467751243,0.3709412091506418
valence,Valence,04,wsmi_gamma,-0.3337826102918065,0.16643190747347592
valence,Valence,04,wsmi_theta,-0.08178012176626057,0.5595881603289373
valence,Valence,05,N1,-0.6503988287338667,0.7947390812712033
valence,Valence,05,P1,-0.526053905332438,0.8288068404616371
valence,Valence,05,P3a,-0.13143841894100716,-0.8143318554650751
valence,Valence,05,P3b,-0.5939431825356285,0.22728300339832144
valence,Valence,05,PE_alpha,-0.5079888021421886,0.6280205691821421
valence,Valence,05,PE_beta,0.36907746132603886,-0.09647305771678459
valence,Valence,05,PE_gamma,0.38755105589108185,-0.08328432597710116
valence,Valence,05,PE_theta,-0.3355402729341419,-0.6033060088915961
valence,Valence,05,kolmogorov_complexity,-0.49981527331351233,0.6550369803681725
valence,Valence,05,psd_relative_alpha,-0.31082714851773763,-0.6842802323274261
valence,Valence,05,psd_relative_beta,-0.7176423575167867,0.6501521799368287
valence,Valence,05,psd_relative_delta,0.5681113384364697,0.8296101595844033
valence,Valence,05,psd_relative_gamma,-0.0971814177166188,-0.2495226673508572
valence,Valence,05,psd_relative_theta,0.1272541605200952,0.46840361562434957
valence,Valence,05,slowwaves_Density,-0.37128866087709905,0.03412091703267212
valence,Valence,05,slowwaves_Duration,-0.26229748165135613,-0.4750858765433189
valence,Valence,05,slowwaves_Frequency,0.17243813902757255,0.1988746404559775
valence,Valence,05,slowwaves_PTP,-0.23716361552419649,-0.2921143889942185
valence,Valence,05,slowwaves_Slope,-0.10962950470807145,-0.13646792172714273
valence,Valence,05,wsmi_alpha,-0.07907476310423575,-0.019072545135933566
valence,Valence,05,wsmi_beta,-0.5235853835028662,0.45640269424753727
valence,Valence,05,wsmi_gamma,-0.6151069242115579,0.3658371181220523
valence,Valence,05,wsmi_theta,-0.2126882180287506,0.6389620893458864
valence,Valence,06,N1,0.5921187027065334,0.6719364536009342
valence,Valence,06,P1,0.6824639795905675,0.6845193714661622
valence,Valence,06,P3a,0.6341224194092872,-0.8224514364693785
valence,Valence,06,P3b,0.7072156644052481,-0.319096947725504
valence,Valence,06,PE_alpha,0.16185871032967897,0.44346437835561725
valence,Valence,06,PE_beta,0.056456053077902,-0.08296905853045046
valence,Valence,06,PE_gamma,-0.023329822739467623,-0.005384399812028074
valence,Valence,06,PE_theta,-0.33344825051229965,-0.7127173436467329
valence,Valence,06,kolmogorov_complexity,0.16671430217519323,0.6088861563664144
valence,Valence,06,psd_relative_alpha,-0.5122746400399256,-0.7720927532186309
valence,Valence,06,psd_relative_beta,0.27569381573310603,0.43840663907547844
valence,Valence,06,psd_relative_delta,0.3967682610941484,0.8296743206950806
valence,Valence,06,psd_relative_gamma,0.022530018236324945,-0.40005175959917055
valence,Valence,06,psd_relative_theta,0.1808217805758972,0.5967508407612009
valence,Valence,06,slowwaves_Density,0.49697487089757364,-0.12048183652130603
valence,Valence,06,slowwaves_Duration,0.35717466093724004,-0.5348166208880841
valence,Valence,06,slowwaves_Frequency,-0.27897633501145475,0.3298604977384258
valence,Valence,06,slowwaves_PTP,-0.19399875341980746,-0.2623311474976657
valence,Valence,06,slowwaves_Slope,-0.45918368235078433,-0.1989303949475174
valence,Valence,06,wsmi_alpha,-0.2485724490868038,0.05418229172912113
valence,Valence,06,wsmi_beta,0.3620957855960628,0.14037087910168083
valence,Valence,06,wsmi_gamma,0.30293061353067535,-0.038346299130789005
valence,Valence,06,wsmi_theta,-0.30442770437932687,0.6081838906744272
valence,Valence,08,N1,0.5297748291377271,0.59856889963248
valence,Valence,08,P1,0.2225324836550892,0.6799714453839518
valence,Valence,08,P3a,-0.7152192797138393,-0.7800275557370252
valence,Valence,08,P3b,-0.4447918945428812,0.2031573714702591
valence,Valence,08,PE_alpha,0.6029681794112807,0.32010740694113515
valence,Valence,08,PE_beta,-0.020664618421720255,-0.03483497175458939
valence,Valence,08,PE_gamma,-0.13161694832629828,-0.03778514368603874
valence,Valence,08,PE_theta,0.5375394464285997,-0.6820749932495906
valence,Valence,08,kolmogorov_complexity,0.5316845476963116,0.635977298132503
valence,Valence,08,psd_relative_alpha,0.17221815484252773,-0.7387389573317583
valence,Valence,08,psd_relative_beta,0.5765488150682545,0.42780810429652655
valence,Valence,08,psd_relative_delta,-0.20013939208450215,0.8511783853177776
valence,Valence,08,psd_relative_gamma,0.16314428767997968,-0.43529920789302845
valence,Valence,08,psd_relative_theta,-0.633805132540853,0.678076652400108
valence,Valence,08,slowwaves_Density,0.11143870582687058,-0.00650171465864505
valence,Valence,08,slowwaves_Duration,-0.547284260448378,-0.3644706013318494
valence,Valence,08,slowwaves_Frequency,0.44184957029937477,0.1386858656928457
valence,Valence,08,slowwaves_PTP,0.4682141690101054,-0.39214396641021826
valence,Valence,08,slowwaves_Slope,0.4761407657107601,-0.27556998879245137
valence,Valence,08,wsmi_alpha,0.28282978467236636,-0.04323555163552781
valence,Valence,08,wsmi_beta,0.20476099605223688,0.15184518915886197
valence,Valence,08,wsmi_gamma,-0.29872587573247694,0.15306229775843946
valence,Valence,08,wsmi_theta,-0.32228928481584435,0.592696063672739
valence,Valence,12,N1,0.5043857209764903,0.7264689840050464
valence,Valence,12,P1,0.09318454961561203,0.7843741868535475
valence,Valence,12,P3a,-0.516565903292823,-0.8029617284360295
valence,Valence,12,P3b,-0.43314634432062527,0.2551579081828696
valence,Valence,12,PE_alpha,-0.2652074156151702,0.2417667579035165
valence,Valence,12,PE_beta,-0.37374320616886664,0.14727824460471609
valence,Valence,12,PE_gamma,-0.32680360283636745,0.2191862519520138
valence,Valence,12,PE_theta,0.037024123258456325,-0.6431646785292211
valence,Valence,12,kolmogorov_complexity,-0.23850826298776007,0.47024113216909863
valence,Valence,12,psd_relative_alpha,-0.248361758809566,-0.7264602925037021
valence,Valence,12,psd_relative_beta,-0.005704899482346597,0.33170951515982683
valence,Valence,12,psd_relative_delta,0.4105489174866847,0.8157820443850382
valence,Valence,12,psd_relative_gamma,-0.23943777924041101,-0.2142825943908023
valence,Valence,12,psd_relative_theta,0.2731608627921116,0.6191043638100283
valence,Valence,12,slowwaves_Density,0.6125185052674157,-0.15916791183111095
valence,Valence,12,slowwaves_Duration,0.10325439212708133,-0.5349894951474196
valence,Valence,12,slowwaves_Frequency,0.001657312907016496,0.2634956282049184
valence,Valence,12,slowwaves_PTP,0.38595118356745983,-0.25310411963058854
valence,Valence,12,slowwaves_Slope,-0.1686513979186114,-0.04226030429920703
valence,Valence,12,wsmi_alpha,-0.2335477928263485,0.06995691369897869
valence,Valence,12,wsmi_beta,0.022041841909951666,0.1707331605309196
valence,Valence,12,wsmi_gamma,0.18016562167948583,-0.05927817171961527
valence,Valence,12,wsmi_theta,-0.11800657916354382,0.49520057392025785
valence,Valence,21,N1,0.4958638218686665,0.6580844407209244
valence,Valence,21,P1,0.39409191664196075,0.8072140581258398
valence,Valence,21,P3a,-0.09444606266567536,-0.8076699660782383
valence,Valence,21,P3b,-0.4768232375539591,0.0897061797246844
valence,Valence,21,PE_alpha,0.3023436388849029,0.47885478730102643
valence,Valence,21,PE_beta,-0.3126877265747274,-0.10419552801855075
valence,Valence,21,PE_gamma,-0.3057218309586803,-0.04515085845545976
valence,Valence,21,PE_theta,-0.014896779887811764,-0.7066983364183121
valence,Valence,21,kolmogorov_complexity,0.28671392036721477,0.6071636429521892
valence,Valence,21,psd_relative_alpha,-0.24617795169674414,-0.746787009869601
valence,Valence,21,psd_relative_beta,0.1571515642308843,0.41772654481891963
valence,Valence,21,psd_relative_delta,-0.06485912720398736,0.8284516597924335
valence,Valence,21,psd_relative_gamma,-0.05349922769114313,-0.3864605753076025
valence,Valence,21,psd_relative_theta,-0.20281190441630262,0.5989690973735429
valence,Valence,21,slowwaves_Density,-0.6614853358308691,-0.16427251690538977
valence,Valence,21,slowwaves_Duration,-0.45003845471001963,-0.4712385246930142
valence,Valence,21,slowwaves_Frequency,0.24900900493828812,0.22092913743804024
valence,Valence,21,slowwaves_PTP,0.3312071970227099,-0.37504991449550623
valence,Valence,21,slowwaves_Slope,0.39226546032544973,-0.09606433206423823
valence,Valence,21,wsmi_alpha,-0.2598323144295455,0.13819821103770077
valence,Valence,21,wsmi_beta,-0.025539450096356425,0.2706587049487116
valence,Valence,21,wsmi_gamma,0.4594915190431374,0.07432831392088174
valence,Valence,21,wsmi_theta,-0.23669285349380637,0.6179118575351489
valence,Valence,22,N1,0.5740949107749885,0.6196054729352377
valence,Valence,22,P1,0.7528241883151413,0.6057975578186156
valence,Valence,22,P3a,-0.0012892622589515863,-0.8196758037557492
valence,Valence,22,P3b,-0.3819620089277223,0.23837581578760672
valence,Valence,22,PE_alpha,0.05346721582732058,0.45681572206689686
valence,Valence,22,PE_beta,-0.3693458364031284,-0.05854835690057708
valence,Valence,22,PE_gamma,-0.3033112073109596,-0.023978402775249045
valence,Valence,22,PE_theta,-0.14816573707412936,-0.644087671342013
valence,Valence,22,kolmogorov_complexity,-0.12958066587016362,0.5996210313959587
valence,Valence,22,psd_relative_alpha,0.46674975927363177,-0.7979999361386692
valence,Valence,22,psd_relative_beta,-0.09295019486556162,0.4381676301170682
valence,Valence,22,psd_relative_delta,-0.23980865123790684,0.8467187173111532
valence,Valence,22,psd_relative_gamma,-0.40733656382113487,-0.244853742211276
valence,Valence,22,psd_relative_theta,0.01268997538368699,0.6353630501522459
valence,Valence,22,slowwaves_Density,0.36750008817813684,-0.13372026312530552
valence,Valence,22,slowwaves_Duration,0.1852179354149284,-0.5409140692172258
valence,Valence,22,slowwaves_Frequency,-0.3993663077139426,0.26946026271503437
valence,Valence,22,slowwaves_PTP,-0.07414222939123191,-0.27360277195571675
valence,Valence,22,slowwaves_Slope,-0.03825350544731559,-0.17178044368437614
valence,Valence,22,wsmi_alpha,0.5238131461253831,0.0037677434964274096
valence,Valence,22,wsmi_beta,0.5066042144103717,0.14633011861830897
valence,Valence,22,wsmi_gamma,0.29027179154214705,0.08030156542225718
valence,Valence,22,wsmi_theta,0.2889628202716565,0.6173984056516749
valence,Valence,24,N1,0.007534307555423311,0.5499431533277821
valence,Valence,24,P1,-0.25895830492420213,0.6858945528032622
valence,Valence,24,P3a,-0.0419413017896595,-0.7940661937889645
valence,Valence,24,P3b,-0.060881140278488746,-0.1808607691828136
valence,Valence,24,PE_alpha,0.6190836928679679,0.21858492814552963
valence,Valence,24,PE_beta,-0.3881001417312755,-0.00241008874401952
valence,Valence,24,PE_gamma,-0.4549237305699055,0.08117650314969058
valence,Valence,24,PE_theta,-0.27657817921722544,-0.5752418101240762
valence,Valence,24,kolmogorov_complexity,0.665379637955562,0.29419139614026457
valence,Valence,24,psd_relative_alpha,-0.42463825075406586,-0.6858605962531158
valence,Valence,24,psd_relative_beta,0.6364793113551671,0.38909361442813906
valence,Valence,24,psd_relative_delta,0.626195729158103,0.8101299213825105
valence,Valence,24,psd_relative_gamma,-0.6084859229001658,-0.178030514985305
valence,Valence,24,psd_relative_theta,-0.22744729814418976,0.6458313468288158
valence,Valence,24,slowwaves_Density,-0.4865770570233188,0.09839273798048058
valence,Valence,24,slowwaves_Duration,-0.29191962876239724,-0.5352310409996429
valence,Valence,24,slowwaves_Frequency,0.012296864233902277,0.25317166541833436
valence,Valence,24,slowwaves_PTP,-0.23866463841742652,-0.35232131601013084
valence,Valence,24,slowwaves_Slope,-0.07195420438951249,-0.28108553137073455
valence,Valence,24,wsmi_alpha,-0.5869678237813306,0.3197884299863454
valence,Valence,24,wsmi_beta,-0.14059864274591224,0.3960816166994343
valence,Valence,24,wsmi_gamma,0.029497618106844672,0.19206180084955168
valence,Valence,24,wsmi_theta,0.2424897967080262,0.5677409723213871
valence,Valence,25,N1,-0.5388960982643912,0.7462060778070272
valence,Valence,25,P1,0.05351418899820391,0.6767665121059574
valence,Valence,25,P3a,-0.5553297824330147,-0.8369470912019115
valence,Valence,25,P3b,-0.16096867573925258,-0.16680159412406317
valence,Valence,25,PE_alpha,0.5932950547674446,0.255817927158689
valence,Valence,25,PE_beta,0.6441718463067118,-0.27776381127398003
valence,Valence,25,PE_gamma,0.6540987994403006,-0.23157927383052893
valence,Valence,25,PE_theta,-0.7458952888215977,-0.40969380448158854
valence,Valence,25,kolmogorov_complexity,0.10651104054475935,0.43745511668742604
valence,Valence,25,psd_relative_alpha,-0.6224135932056652,-0.6742361902078182
valence,Valence,25,psd_relative_beta,0.42484209681046525,0.29911205307324323
valence,Valence,25,psd_relative_delta,0.5387048365723807,0.8094008213634969
valence,Valence,25,psd_relative_gamma,0.41437371725359495,-0.5399572876516651
valence,Valence,25,psd_relative_theta,0.7287658432310091,0.25677963594355385
valence,Valence,25,slowwaves_Density,0.34802069933116103,-0.0583350252787735
valence,Valence,25,slowwaves_Duration,0.15364031843970605,-0.6209376599328861
valence,Valence,25,slowwaves_Frequency,-0.11365896010233435,0.34435882093200443
valence,Valence,25,slowwaves_PTP,-0.15074644578860658,-0.2783412370427342
valence,Valence,25,slowwaves_Slope,-0.13673383928855196,0.031134816293025832
valence,Valence,25,wsmi_alpha,0.3233297778679242,-0.12274939026911033
valence,Valence,25,wsmi_beta,0.15078522296231023,0.15280679069486336
valence,Valence,25,wsmi_gamma,-0.24653365122555293,0.11490444510853681
valence,Valence,25,wsmi_theta,0.5566858316516176,0.3043611061044971
valence,Valence,26,N1,-0.6542974188283646,0.8288819321339508
valence,Valence,26,P1,0.609039901639384,0.6847088104037478
valence,Valence,26,P3a,-0.3202067091745124,-0.8468603937263882
valence,Valence,26,P3b,-0.37577522244488143,0.15830711702730024
valence,Valence,26,PE_alpha,0.06616016598617872,0.4768462842549619
valence,Valence,26,PE_beta,-0.21150278412770648,0.17374581726879354
valence,Valence,26,PE_gamma,-0.17731046799233896,0.15002513451460472
valence,Valence,26,PE_theta,-0.29746860322523405,-0.6527138261642255
valence,Valence,26,kolmogorov_complexity,-0.07908162564469401,0.6008877722786085
valence,Valence,26,psd_relative_alpha,-0.40486103306797816,-0.7638996698877192
valence,Valence,26,psd_relative_beta,0.015558673320702182,0.38074869760069147
valence,Valence,26,psd_relative_delta,0.6648524757905248,0.7730401228442121
valence,Valence,26,psd_relative_gamma,-0.23727946158737812,-0.263823276434993
valence,Valence,26,psd_relative_theta,0.27038297192962024,0.576932575027969
valence,Valence,26,slowwaves_Density,-0.20067048704040785,-0.0184512733316629
valence,Valence,26,slowwaves_Duration,0.544045811288044,-0.5939647667789315
valence,Valence,26,slowwaves_Frequency,-0.5670853707850336,0.36946787416611704
valence,Valence,26,slowwaves_PTP,0.07337321549337679,-0.4416495268872734
valence,Valence,26,slowwaves_Slope,-0.5318420113175891,-0.038334434880146304
valence,Valence,26,wsmi_alpha,-0.09378278567208223,0.03623166294092389
valence,Valence,26,wsmi_beta,0.27263559153967615,0.18902735093696751
valence,Valence,26,wsmi_gamma,-0.009918882974842096,0.033400663588355244
valence,Valence,26,wsmi_theta,0.3546737740508782,0.5658034466006687
valence,Valence,28,N1,-0.43861582740859434,0.6752790620499343
valence,Valence,28,P1,0.2527486553903736,0.6923102007702613
valence,Valence,28,P3a,-0.5127000927519183,-0.8957234614464341
valence,Valence,28,P3b,-0.5530036126022105,0.19988102487340145
valence,Valence,28,PE_alpha,-0.01790137743222293,0.5038784969719737
valence,Valence,28,PE_beta,-0.3306112597014655,-0.1153216387933435
valence,Valence,28,PE_gamma,-0.3417649546848134,-0.08124454773336016
valence,Valence,28,PE_theta,0.1343647015687536,-0.7173815796708607
valence,Valence,28,kolmogorov_complexity,0.09875287236501142,0.6279691740593899
valence,Valence,28,psd_relative_alpha,0.06794794212923327,-0.7641434763789363
valence,Valence,28,psd_relative_beta,-0.27763517721276687,0.4022754112473284
valence,Valence,28,psd_relative_delta,0.27010268297330475,0.8669763035204897
valence,Valence,28,psd_relative_gamma,-0.14257943833442832,-0.3077828822356939
valence,Valence,28,psd_relative_theta,0.0017512063139640246,0.5210877354268031
valence,Valence,28,slowwaves_Density,0.2253950698507769,0.021042383506970238
valence,Valence,28,slowwaves_Duration,-0.09044361488565421,-0.5723139576794856
valence,Valence,28,slowwaves_Frequency,0.261163077154541,0.3398868656044848
valence,Valence,28,slowwaves_PTP,0.18659044215902235,-0.4477451128603479
valence,Valence,28,slowwaves_Slope,0.2200509001843808,-0.17772532563315102
valence,Valence,28,wsmi_alpha,-0.30186941653256394,0.130076023133163
valence,Valence,28,wsmi_beta,-0.16014275410645776,0.2831072750708408
valence,Valence,28,wsmi_gamma,-0.1911062065070872,0.041048167426783105
valence,Valence,28,wsmi_theta,-0.35171539676944674,0.7642054645756777
valence,Valence,29,N1,0.17021334377306538,0.7527152772027426
valence,Valence,29,P1,0.5897628846058378,0.6928973654922281
valence,Valence,29,P3a,-0.2234789417228693,-0.8862648314133367
valence,Valence,29,P3b,-0.34670438880773274,0.3063135011904346
valence,Valence,29,PE_alpha,-0.5413697431668444,0.5208635846456617
valence,Valence,29,PE_beta,-0.37916940112977937,-0.06751540440587409
valence,Valence,29,PE_gamma,-0.412257285002251,-0.03357737776234196
valence,Valence,29,PE_theta,0.2577380299015609,-0.6537161904740996
valence,Valence,29,kolmogorov_complexity,0.3332103455323607,0.5100163267246496
valence,Valence,29,psd_relative_alpha,0.6098385936829078,-0.7593263988498306
valence,Valence,29,psd_relative_beta,0.02425919388449203,0.34593314259350616
valence,Valence,29,psd_relative_delta,-0.46461536225599803,0.7872951765420774
valence,Valence,29,psd_relative_gamma,-0.4495874132780399,-0.22732654051880782
valence,Valence,29,psd_relative_theta,0.534398005160317,0.4774030752216713
valence,Valence,29,slowwaves_Density,0.5368517288646516,-0.2750950088856058
valence,Valence,29,slowwaves_Duration,-0.46980156555226055,-0.5052658263703314
valence,Valence,29,slowwaves_Frequency,0.4928246199202598,0.3319264909540729
valence,Valence,29,slowwaves_PTP,0.14638834503287876,-0.3621056858143762
valence,Valence,29,slowwaves_Slope,0.12365586611553003,-0.1834813153044238
valence,Valence,29,wsmi_alpha,-0.2755186191039957,0.19209289817738912
valence,Valence,29,wsmi_beta,0.39971868724718734,0.24680367821839205
valence,Valence,29,wsmi_gamma,0.3625486054744411,0.13915020363991645
valence,Valence,29,wsmi_theta,-0.4210597282920922,0.695271491168978
valence,Valence,30,N1,-0.2751962230986459,0.7371066999513836
valence,Valence,30,P1,0.20315081117851286,0.5367695737803557
valence,Valence,30,P3a,-0.5896788624905089,-0.8269003283633682
valence,Valence,30,P3b,-0.5713722379896617,0.38644166471307123
valence,Valence,30,PE_alpha,0.38231411754926875,0.46810556936843745
valence,Valence,30,PE_beta,0.5710722750093142,-0.09155795831965922
valence,Valence,30,PE_gamma,0.5728756658640496,-0.012017173749507623
valence,Valence,30,PE_theta,-0.10135739122131797,-0.6394050360307398
valence,Valence,30,kolmogorov_complexity,-0.20198935528446074,0.6483237112651217
valence,Valence,30,psd_relative_alpha,-0.5320910518728411,-0.6583891559317325
valence,Valence,30,psd_relative_beta,-0.02416129531292883,0.4869821031722017
valence,Valence,30,psd_relative_delta,0.4992513814997352,0.8370742242335076
valence,Valence,30,psd_relative_gamma,0.4682481989669366,-0.5021183868209149
valence,Valence,30,psd_relative_theta,0.5133852752967542,0.4421124525949934
valence,Valence,30,slowwaves_Density,-0.3785954921670697,-0.05985348653096638
valence,Valence,30,slowwaves_Duration,-0.5070200469226717,-0.4907878010087719
valence,Valence,30,slowwaves_Frequency,0.4828277148379799,0.31244136478842766
valence,Valence,30,slowwaves_PTP,-0.23888395253627556,-0.3918471124970323
valence,Valence,30,slowwaves_Slope,-0.12377875126280113,-0.21721750195176107
valence,Valence,30,wsmi_alpha,-0.4087948933919904,0.25291673548271854
valence,Valence,30,wsmi_beta,0.5078800793793401,0.2121817155820476
valence,Valence,30,wsmi_gamma,0.5342558781474713,-0.08148874055851212
valence,Valence,30,wsmi_theta,0.1628872234563649,0.6011931479007049
valence,Valence,32,N1,0.5182528093233768,0.6595103401286332
valence,Valence,32,P1,-0.13606855103338378,0.6682813768109518
valence,Valence,32,P3a,0.1339384458241717,-0.758626607257031
valence,Valence,32,P3b,-0.18309629276902942,0.1348174750190241
valence,Valence,32,PE_alpha,0.5336734291341074,0.3577453348387157
valence,Valence,32,PE_beta,0.3231695963574192,-0.05501171910978671
valence,Valence,32,PE_gamma,0.31355495101481246,-0.08482940080323254
valence,Valence,32,PE_theta,-0.03052466070595551,-0.6431319020176582
valence,Valence,32,kolmogorov_complexity,0.427154208609953,0.46036326867997723
valence,Valence,32,psd_relative_alpha,-0.3874357955617642,-0.5870271176369761
valence,Valence,32,psd_relative_beta,0.4697355569578313,0.3648865107813472
valence,Valence,32,psd_relative_delta,0.19409846107216877,0.8441999152516981
valence,Valence,32,psd_relative_gamma,0.13241618303760838,-0.16623824193754444
valence,Valence,32,psd_relative_theta,-0.18407783468878253,0.5185200179177235
valence,Valence,32,slowwaves_Density,-0.6364452382987504,0.213971926841106
valence,Valence,32,slowwaves_Duration,0.06297166158253681,-0.6320861585116258
valence,Valence,32,slowwaves_Frequency,-0.19833059123283486,0.4196386646031175
valence,Valence,32,slowwaves_PTP,-0.2756449552803025,-0.32583305463933787
valence,Valence,32,slowwaves_Slope,-0.09109612945608805,-0.07701106975678654
valence,Valence,32,wsmi_alpha,-0.3003115397482466,0.2547638331423583
valence,Valence,32,wsmi_beta,0.06617747180266996,0.21291938515738762
valence,Valence,32,wsmi_gamma,0.0472451631276802,0.05471476142060386
valence,Valence,32,wsmi_theta,0.5227102860223551,0.2864467696121351
valence,Valence,34,N1,-0.04828364689490032,0.7399516037623314
valence,Valence,34,P1,0.26746309143356434,0.6410956384566638
valence,Valence,34,P3a,-0.18695872196074556,-0.8529308221572949
valence,Valence,34,P3b,-0.5314683595929895,0.26765853090707953
valence,Valence,34,PE_alpha,-0.040790442332833445,0.38569325491619305
valence,Valence,34,PE_beta,-0.34610235312932464,-0.13200408528084145
valence,Valence,34,PE_gamma,-0.3559798785592089,-0.06221567543094035
valence,Valence,34,PE_theta,-0.42158707558078296,-0.6483474348528285
valence,Valence,34,kolmogorov_complexity,-0.05570665534985474,0.5981163134254173
valence,Valence,34,psd_relative_alpha,-0.41046082397876776,-0.7253462378286298
valence,Valence,34,psd_relative_beta,0.0012106247933240837,0.40599768800800784
valence,Valence,34,psd_relative_delta,0.6168230018385841,0.8255350285580999
valence,Valence,34,psd_relative_gamma,-0.08967708643262769,-0.4642292415357894
valence,Valence,34,psd_relative_theta,0.12332232913321797,0.5524288247592058
valence,Valence,34,slowwaves_Density,0.11955049317585686,-0.104769599759652
valence,Valence,34,slowwaves_Duration,0.4641096796798283,-0.6669364624973376
valence,Valence,34,slowwaves_Frequency,-0.38647768378946107,0.4346763654585036
valence,Valence,34,slowwaves_PTP,0.1320956616808765,-0.20277061992426812
valence,Valence,34,slowwaves_Slope,-0.24483984254808003,-0.08265882352099423
valence,Valence,34,wsmi_alpha,0.45119358541538124,0.040643750380657255
valence,Valence,34,wsmi_beta,0.1832094198717689,0.3363669483855549
valence,Valence,34,wsmi_gamma,0.029179330229412544,0.27518977899445274
valence,Valence,34,wsmi_theta,0.5335919827916952,0.49211010532128147
valence,Valence,35,N1,-0.29295635389362806,0.7303400629641975
valence,Valence,35,P1,-0.6373108955528298,0.8335533776756519
valence,Valence,35,P3a,0.4631275599357073,-0.8702137290797417
valence,Valence,35,P3b,0.5708924498030752,-0.41475322666240666
valence,Valence,35,PE_alpha,-0.03063662716529365,0.4715025022809843
valence,Valence,35,PE_beta,0.4239445141302078,-0.12125629761714071
valence,Valence,35,PE_gamma,0.4899794334133431,-0.12131629716092003
valence,Valence,35,PE_theta,-0.6957218729461118,-0.6127610916191857
valence,Valence,35,kolmogorov_complexity,-0.43827763763162175,0.45547089720454975
valence,Valence,35,psd_relative_alpha,-0.6280885585307923,-0.7446726075546435
valence,Valence,35,psd_relative_beta,-0.3510854778978035,0.4882232581593126
valence,Valence,35,psd_relative_delta,0.6985811566248749,0.7915418346800442
valence,Valence,35,psd_relative_gamma,-0.12121776356349992,-0.4002925854190045
valence,Valence,35,psd_relative_theta,0.4485417023170094,0.5682250544377748
valence,Valence,35,slowwaves_Density,-0.08163648787725011,0.009117019972663247
valence,Valence,35,slowwaves_Duration,0.17169684999629758,-0.4770548231092809
valence,Valence,35,slowwaves_Frequency,-0.18489494054656527,0.2552014027311403
