contrast,label,subject,marker,direction_ws,direction_loso
on_off,On/Off-Task,05,PE_alpha,0.04925104017261627,0.7707809119011878
on_off,On/Off-Task,05,PE_beta,0.3849673818005312,-0.29203142165468365
on_off,On/Off-Task,05,PE_gamma,0.5080591473141329,-0.44446172875133694
on_off,On/Off-Task,05,PE_theta,0.6091700635152902,-0.7705927597029484
on_off,On/Off-Task,05,kolmogorov_complexity,0.40115657207636846,0.7258765309203713
on_off,On/Off-Task,05,psd_relative_alpha,0.5256177344084495,-0.8353219379987007
on_off,On/Off-Task,05,psd_relative_beta,0.0014493660299569446,0.7194045806764743
on_off,On/Off-Task,05,psd_relative_delta,-0.40063592166986195,0.6656763880314941
on_off,On/Off-Task,05,psd_relative_gamma,0.41616684961104966,-0.2526389448591344
on_off,On/Off-Task,05,psd_relative_theta,-0.21505423458916714,0.7428634709376181
on_off,On/Off-Task,05,slowwaves_Density,-0.6536765729346689,-0.7957207250609535
on_off,On/Off-Task,05,slowwaves_Duration,0.08158665563901038,-0.06884971334474008
on_off,On/Off-Task,05,slowwaves_Frequency,-0.24717827645625742,-0.20831621518219484
on_off,On/Off-Task,05,slowwaves_PTP,-0.3947199599944261,-0.6308576669220499
on_off,On/Off-Task,05,slowwaves_Slope,-0.3687619227277591,-0.4693986258790475
on_off,On/Off-Task,05,wsmi_alpha,0.07697675457947979,0.13813481373102143
on_off,On/Off-Task,05,wsmi_beta,0.1505020440382754,0.5777040269644985
on_off,On/Off-Task,05,wsmi_gamma,0.1553421120291109,0.6798083884403979
on_off,On/Off-Task,05,wsmi_theta,-0.07017658504369202,0.7725556676991014
on_off,On/Off-Task,06,N1,0.3114295293771629,-0.5137650466150917
on_off,On/Off-Task,06,P1,0.5648896061320903,-0.8164181053545139
on_off,On/Off-Task,06,P3a,0.33752243618359035,0.15696766748161944
on_off,On/Off-Task,06,P3b,0.7482424733616211,0.8449986862791564
on_off,On/Off-Task,06,PE_alpha,-0.2613394478840515,0.7785669068288926
on_off,On/Off-Task,06,PE_beta,-0.6783076067439572,-0.17022284877845287
on_off,On/Off-Task,06,PE_gamma,-0.6774715374811587,-0.2783982706052177
on_off,On/Off-Task,06,PE_theta,0.7396641344249156,-0.668066719813999
on_off,On/Off-Task,06,kolmogorov_complexity,0.4503150788505128,0.7278126984019689
on_off,On/Off-Task,06,psd_relative_alpha,0.4317732461137584,-0.7425697143678749
on_off,On/Off-Task,06,psd_relative_beta,0.34943587260410064,0.6808963076243735
on_off,On/Off-Task,06,psd_relative_delta,-0.6058508605878691,0.5226378398879215
on_off,On/Off-Task,06,psd_relative_gamma,-0.21584439278735765,-0.32975969934967964
on_off,On/Off-Task,06,psd_relative_theta,0.133223973072758,0.7531352177029534
on_off,On/Off-Task,06,slowwaves_Density,-0.583411042445498,-0.7533715524714283
on_off,On/Off-Task,06,slowwaves_Duration,-0.6856325880523286,-0.11510786693049867
on_off,On/Off-Task,06,slowwaves_Frequency,0.6924269560842095,-0.33450079033112806
on_off,On/Off-Task,06,slowwaves_PTP,-0.49869884984135343,-0.5436950701502675
on_off,On/Off-Task,06,slowwaves_Slope,0.5652587413256418,-0.4705448845227452
on_off,On/Off-Task,06,wsmi_alpha,0.24938025498929578,-0.02482236581485258
on_off,On/Off-Task,06,wsmi_beta,0.47783590300583534,0.5968033398231019
on_off,On/Off-Task,06,wsmi_gamma,0.5759865389620044,0.695383542545713
on_off,On/Off-Task,06,wsmi_theta,0.5662756656905902,0.7124496652856113
on_off,On/Off-Task,10,N1,-0.6384504576011713,-0.43480993674816304
on_off,On/Off-Task,10,P1,-0.6352552730419683,-0.7563770289295263
on_off,On/Off-Task,10,P3a,0.4426693379992391,0.33208824635757406
on_off,On/Off-Task,10,P3b,0.4832813911903556,0.8855190730639899
on_off,On/Off-Task,10,PE_alpha,-0.057465554998336485,0.34880842462827033
on_off,On/Off-Task,10,PE_beta,0.03206977702746249,-0.24900325967085268
on_off,On/Off-Task,10,PE_gamma,0.09975824585429237,-0.33851153315284926
on_off,On/Off-Task,10,PE_theta,0.20034850258604006,-0.4211180458776755
on_off,On/Off-Task,10,kolmogorov_complexity,0.5942539147563467,0.6849304819257053
on_off,On/Off-Task,10,psd_relative_alpha,-0.030460577867551512,-0.7530408731298645
on_off,On/Off-Task,10,psd_relative_beta,-0.40378680461547306,0.5420478263801479
on_off,On/Off-Task,10,psd_relative_delta,0.3248512005090644,0.3686899638014075
on_off,On/Off-Task,10,psd_relative_gamma,-0.2609043785843665,-0.17176597320623196
on_off,On/Off-Task,10,psd_relative_theta,-0.21836007987809203,0.7767144984219355
on_off,On/Off-Task,10,slowwaves_Density,-0.3036649147259037,-0.6462263498681726
on_off,On/Off-Task,10,slowwaves_Duration,0.36553622426128696,-0.1435630732409076
on_off,On/Off-Task,10,slowwaves_Frequency,-0.3856094566695726,-0.16892698701905035
on_off,On/Off-Task,10,slowwaves_PTP,-0.25211791390609994,-0.514770211925916
on_off,On/Off-Task,10,slowwaves_Slope,-0.6077216781732011,-0.41058833881535295
on_off,On/Off-Task,10,wsmi_alpha,0.5545124736131647,0.029812963012177104
on_off,On/Off-Task,10,wsmi_beta,0.20442608338766644,0.6011794324431688
on_off,On/Off-Task,10,wsmi_gamma,0.2029411075737514,0.7541040661585253
on_off,On/Off-Task,10,wsmi_theta,0.5971076714071452,0.7183586749958563
on_off,On/Off-Task,12,N1,-0.5819507686804062,-0.47482517617887693
on_off,On/Off-Task,12,P1,-0.43514434584217676,-0.6467737257231894
on_off,On/Off-Task,12,P3a,0.4822327399123627,-0.08684851447132266
on_off,On/Off-Task,12,P3b,0.6251351698035219,0.8605795676147797
on_off,On/Off-Task,12,PE_alpha,-0.5002333715880415,0.8036947466661319
on_off,On/Off-Task,12,PE_beta,-0.3903205056616287,-0.24009676275986913
on_off,On/Off-Task,12,PE_gamma,-0.3883071658738199,-0.3528751481474971
on_off,On/Off-Task,12,PE_theta,0.018252163811147658,-0.6602869868058125
on_off,On/Off-Task,12,kolmogorov_complexity,-0.10531418484920552,0.5631649457584391
on_off,On/Off-Task,12,psd_relative_alpha,-0.3781898520005934,-0.7841643419727787
on_off,On/Off-Task,12,psd_relative_beta,-0.5146189547733508,0.7261375424190001
on_off,On/Off-Task,12,psd_relative_delta,0.3405033741120907,0.6812390340442221
on_off,On/Off-Task,12,psd_relative_gamma,-0.18618191876112575,-0.24447561036762014
on_off,On/Off-Task,12,psd_relative_theta,0.38361346430600257,0.7660934773347279
on_off,On/Off-Task,12,slowwaves_Density,-0.5177516485161487,-0.7669353504805397
on_off,On/Off-Task,12,slowwaves_Duration,0.11971477733650496,-0.2605769058054712
on_off,On/Off-Task,12,slowwaves_Frequency,-0.3666757035298121,-0.08067414401088097
on_off,On/Off-Task,12,slowwaves_PTP,0.06691644294769783,-0.5737133146346521
on_off,On/Off-Task,12,slowwaves_Slope,-0.05624719634823008,-0.39054916379000504
on_off,On/Off-Task,12,wsmi_alpha,-0.048704554420858345,-0.12685241753523663
on_off,On/Off-Task,12,wsmi_beta,-0.07925524336707569,0.5522236725292454
on_off,On/Off-Task,12,wsmi_gamma,-0.08920490365775342,0.5944313203452444
on_off,On/Off-Task,12,wsmi_theta,0.06657384062794722,0.540210330205249
on_off,On/Off-Task,14,N1,0.4379669775776845,-0.6714558339897484
on_off,On/Off-Task,14,P1,0.07359938355764976,-0.7213824789820351
on_off,On/Off-Task,14,P3a,0.38694267603988347,-0.002785455572119056
on_off,On/Off-Task,14,P3b,0.6383919077732612,0.892298843632104
on_off,On/Off-Task,14,PE_alpha,5.697292720139306e-05,0.7532769147468771
on_off,On/Off-Task,14,PE_beta,-0.5539510739499414,-0.2958186808191491
on_off,On/Off-Task,14,PE_gamma,-0.6252590317596789,-0.38627458181935925
on_off,On/Off-Task,14,PE_theta,0.5967670518255889,-0.6048989962242468
on_off,On/Off-Task,14,kolmogorov_complexity,0.5544508078924093,0.7035604251620697
on_off,On/Off-Task,14,psd_relative_alpha,0.6452859278016695,-0.7736145469208456
on_off,On/Off-Task,14,psd_relative_beta,0.6497927472678569,0.5963430156254702
on_off,On/Off-Task,14,psd_relative_delta,-0.5716358695383231,0.5306668472849438
on_off,On/Off-Task,14,psd_relative_gamma,-0.11553330073797007,-0.4648727031426808
on_off,On/Off-Task,14,psd_relative_theta,0.5688528480481693,0.7016690888328077
on_off,On/Off-Task,14,slowwaves_Density,0.2607209723370259,-0.7847363572561054
on_off,On/Off-Task,14,slowwaves_Duration,-0.2841715410163167,-0.10257258825874702
on_off,On/Off-Task,14,slowwaves_Frequency,0.23886836670475503,-0.21815694898436797
on_off,On/Off-Task,14,slowwaves_PTP,-0.261619310284068,-0.5658766432749766
on_off,On/Off-Task,14,slowwaves_Slope,0.29034838844251115,-0.4459848395839217
on_off,On/Off-Task,14,wsmi_alpha,0.16974220822242966,0.08728868261531907
on_off,On/Off-Task,14,wsmi_beta,0.47647648548166655,0.5528549821172031
on_off,On/Off-Task,14,wsmi_gamma,0.5042479127079387,0.748478642950057
on_off,On/Off-Task,14,wsmi_theta,0.28762235322142515,0.7142253597184549
on_off,On/Off-Task,15,N1,0.3326798452044562,-0.7981612356606206
on_off,On/Off-Task,15,P1,-0.18794797314735195,-0.7094013574222681
on_off,On/Off-Task,15,P3a,0.377638692342464,0.16584275419584535
on_off,On/Off-Task,15,P3b,0.391940725540285,0.9205092593201422
on_off,On/Off-Task,15,PE_alpha,0.5788819208683528,0.7697014367638674
on_off,On/Off-Task,15,PE_beta,0.5778993975250627,-0.24127591067606663
on_off,On/Off-Task,15,PE_gamma,0.5647811044722846,-0.4095960941465831
on_off,On/Off-Task,15,PE_theta,-0.4122885319215585,-0.6473603370164559
on_off,On/Off-Task,15,kolmogorov_complexity,0.5891436309053271,0.6537454468272738
on_off,On/Off-Task,15,psd_relative_alpha,-0.5557650339741688,-0.8106004185196637
on_off,On/Off-Task,15,psd_relative_beta,0.5218194713695583,0.663206561477111
on_off,On/Off-Task,15,psd_relative_delta,-0.20012035846381232,0.7107313312247385
on_off,On/Off-Task,15,psd_relative_gamma,0.6332731890697856,-0.45023443600915747
on_off,On/Off-Task,15,psd_relative_theta,-0.06502812255410573,0.8046246239473719
on_off,On/Off-Task,15,slowwaves_Density,-0.47492572956856505,-0.8470176582428232
on_off,On/Off-Task,15,slowwaves_Duration,-0.20149299394298567,-0.0736586254351392
on_off,On/Off-Task,15,slowwaves_Frequency,0.24109458795200792,-0.30641253068835855
on_off,On/Off-Task,15,slowwaves_PTP,-0.1124673706351022,-0.6307602234089587
on_off,On/Off-Task,15,slowwaves_Slope,0.3404375007433026,-0.5072107388739954
on_off,On/Off-Task,15,wsmi_alpha,0.568001320657554,0.015829868193946755
on_off,On/Off-Task,15,wsmi_beta,0.1176322825538372,0.6354245329961765
on_off,On/Off-Task,15,wsmi_gamma,-0.21580764295190488,0.7835080717475932
on_off,On/Off-Task,15,wsmi_theta,0.3626672006832089,0.7754497550697289
on_off,On/Off-Task,17,N1,-0.3751194576589865,-0.7297146578448009
on_off,On/Off-Task,17,P1,-0.4193745968986738,-0.7674072288410567
on_off,On/Off-Task,17,P3a,-0.4347345493015687,0.37969054328845775
on_off,On/Off-Task,17,P3b,-0.4475457846489431,0.8785584050080752
on_off,On/Off-Task,17,PE_alpha,0.29373091439566573,0.761980615111436
on_off,On/Off-Task,17,PE_beta,-0.5062534586236286,-0.2923514477771705
on_off,On/Off-Task,17,PE_gamma,-0.5132512042689982,-0.4079856400169544
on_off,On/Off-Task,17,PE_theta,0.21809843158171852,-0.5009076710977529
on_off,On/Off-Task,17,kolmogorov_complexity,0.3352158163010697,0.7194923227761821
on_off,On/Off-Task,17,psd_relative_alpha,-0.06939810407292586,-0.8173032884185196
on_off,On/Off-Task,17,psd_relative_beta,0.5338867185703269,0.6707817522394058
on_off,On/Off-Task,17,psd_relative_delta,-0.11934383797019929,0.41333581814798537
on_off,On/Off-Task,17,psd_relative_gamma,-0.4630423675754964,-0.3520224873396871
on_off,On/Off-Task,17,psd_relative_theta,0.3207378009248615,0.7769449502434208
on_off,On/Off-Task,17,slowwaves_Density,0.35866724524506943,-0.7953641525828503
on_off,On/Off-Task,17,slowwaves_Duration,0.6006850719418179,-0.43686802142749237
on_off,On/Off-Task,17,slowwaves_Frequency,-0.6095277273842227,0.04673646728853882
on_off,On/Off-Task,17,slowwaves_PTP,0.17166535511263856,-0.6501806940560749
on_off,On/Off-Task,17,slowwaves_Slope,0.06350977022473517,-0.49624775161960344
on_off,On/Off-Task,17,wsmi_alpha,0.026360196590478932,0.10718270490251153
on_off,On/Off-Task,17,wsmi_beta,0.4221198879941876,0.6134714535245234
on_off,On/Off-Task,17,wsmi_gamma,0.6287973838792164,0.7467385520919769
on_off,On/Off-Task,17,wsmi_theta,0.20219160042668077,0.7954587754001441
on_off,On/Off-Task,19,N1,0.3162817884979602,-0.6992633684732746
on_off,On/Off-Task,19,P1,-0.02817549119819798,-0.7421917348182964
on_off,On/Off-Task,19,P3a,0.27758188033619413,0.2700096949206892
on_off,On/Off-Task,19,P3b,0.38986151759382504,0.9038366938402179
on_off,On/Off-Task,19,PE_alpha,-0.21146872507865438,0.8166305093388699
on_off,On/Off-Task,19,PE_beta,0.44280140512787597,-0.3083084426238347
on_off,On/Off-Task,19,PE_gamma,0.4853028920261579,-0.47663041411098694
on_off,On/Off-Task,19,PE_theta,0.3706708754845922,-0.6771717021494745
on_off,On/Off-Task,19,kolmogorov_complexity,0.07029891603242332,0.6851951103070852
on_off,On/Off-Task,19,psd_relative_alpha,0.5322550928629701,-0.8690567202926427
on_off,On/Off-Task,19,psd_relative_beta,0.4471941832782041,0.6366309467233688
on_off,On/Off-Task,19,psd_relative_delta,-0.4513166094481579,0.5897359368009307
on_off,On/Off-Task,19,psd_relative_gamma,0.5208509141037932,-0.4445531503312889
on_off,On/Off-Task,19,psd_relative_theta,0.07068931379727036,0.7476732368913097
on_off,On/Off-Task,19,slowwaves_Density,0.3003165652546452,-0.7856793537694405
on_off,On/Off-Task,19,slowwaves_Duration,-0.3523320040897913,-0.10968282392545417
on_off,On/Off-Task,19,slowwaves_Frequency,0.3316349545721541,-0.2866205417499505
on_off,On/Off-Task,19,slowwaves_PTP,0.4827953281608018,-0.6721451848909951
on_off,On/Off-Task,19,slowwaves_Slope,0.3036010662282727,-0.4834124704683469
on_off,On/Off-Task,19,wsmi_alpha,-0.07128565648491134,0.17387132741671082
on_off,On/Off-Task,19,wsmi_beta,0.14498626137282597,0.6879689084637427
on_off,On/Off-Task,19,wsmi_gamma,-0.12477137603935651,0.7800267418834721
on_off,On/Off-Task,19,wsmi_theta,-0.30239797090771803,0.807890738405982
on_off,On/Off-Task,21,N1,-0.17155119527973356,-0.6223561570043709
on_off,On/Off-Task,21,P1,-0.0690282801841348,-0.6589040114369703
on_off,On/Off-Task,21,P3a,-0.10090988961405574,-0.07073728164795863
on_off,On/Off-Task,21,P3b,0.02787886180503592,0.8951571339850689
on_off,On/Off-Task,21,PE_alpha,0.5457917563151579,0.7551245890837036
on_off,On/Off-Task,21,PE_beta,-0.23749432842038615,-0.24310205042451208
on_off,On/Off-Task,21,PE_gamma,-0.3295111367318792,-0.34630828649890705
on_off,On/Off-Task,21,PE_theta,-0.35847006615467364,-0.6218722816943357
on_off,On/Off-Task,21,kolmogorov_complexity,0.42528568865604854,0.6238827219522473
on_off,On/Off-Task,21,psd_relative_alpha,-0.10288191373971214,-0.7791086406383811
on_off,On/Off-Task,21,psd_relative_beta,0.6265727390481622,0.6036385936410066
on_off,On/Off-Task,21,psd_relative_delta,-0.06081516868990679,0.602760806681601
on_off,On/Off-Task,21,psd_relative_gamma,-0.13158676547641976,-0.17331084172728795
on_off,On/Off-Task,21,psd_relative_theta,0.36365414137511326,0.7485960899302008
on_off,On/Off-Task,21,slowwaves_Density,-0.46442012813071454,-0.8529043394655027
on_off,On/Off-Task,21,slowwaves_Duration,-0.054920038814201926,-0.22758327121479627
on_off,On/Off-Task,21,slowwaves_Frequency,-0.16809478246270726,-0.11430427609300903
on_off,On/Off-Task,21,slowwaves_PTP,-0.008763808021629124,-0.6542839217084654
on_off,On/Off-Task,21,slowwaves_Slope,-0.34525221337566,-0.38688016178506707
on_off,On/Off-Task,21,wsmi_alpha,0.23104334727982478,0.18070190212876935
on_off,On/Off-Task,21,wsmi_beta,0.2798609658614046,0.5902453347035403
on_off,On/Off-Task,21,wsmi_gamma,0.08082283621350185,0.7307900541992869
on_off,On/Off-Task,21,wsmi_theta,-0.1090165764025759,0.7995716912600773
on_off,On/Off-Task,22,N1,0.4461603852911352,-0.6420031492273401
on_off,On/Off-Task,22,P1,0.34322372842474974,-0.6836553441123507
on_off,On/Off-Task,22,P3a,0.4453091214883022,-0.2131364403161401
on_off,On/Off-Task,22,P3b,-0.3701312183241089,0.9185292579017409
on_off,On/Off-Task,22,PE_alpha,0.5608368599394339,0.756345094570069
on_off,On/Off-Task,22,PE_beta,0.1761226961026613,-0.3255383015387971
on_off,On/Off-Task,22,PE_gamma,0.07606152903206793,-0.40739521708789134
on_off,On/Off-Task,22,PE_theta,0.2931674974221894,-0.6785750581440756
on_off,On/Off-Task,22,kolmogorov_complexity,-0.49655189819087675,0.7315044743749938
on_off,On/Off-Task,22,psd_relative_alpha,-0.43320176917986475,-0.8020304339373325
on_off,On/Off-Task,22,psd_relative_beta,0.6853720697705469,0.671174276966562
on_off,On/Off-Task,22,psd_relative_delta,-0.5071816058322152,0.6447468248243081
on_off,On/Off-Task,22,psd_relative_gamma,-0.2698309711373758,-0.17353314429531513
on_off,On/Off-Task,22,psd_relative_theta,0.4778492160715671,0.7797458571675044
on_off,On/Off-Task,22,slowwaves_Density,-0.4273916458732773,-0.8141480502791381
on_off,On/Off-Task,22,slowwaves_Duration,-0.04354603365888428,-0.15869090996059987
on_off,On/Off-Task,22,slowwaves_Frequency,0.20457890933154071,-0.2678033404024456
on_off,On/Off-Task,22,slowwaves_PTP,0.18649558703603136,-0.503555284085943
on_off,On/Off-Task,22,slowwaves_Slope,0.5178113312216094,-0.5601170434812646
on_off,On/Off-Task,22,wsmi_alpha,0.11039174899435784,0.05632745455557007
on_off,On/Off-Task,22,wsmi_beta,0.2797524502576251,0.5947569067054963
on_off,On/Off-Task,22,wsmi_gamma,0.25852732261911343,0.7279495653032266
on_off,On/Off-Task,22,wsmi_theta,-0.059300477994557975,0.7636297671538854
on_off,On/Off-Task,23,N1,0.014333326973350545,-0.703247634558738
on_off,On/Off-Task,23,P1,-0.3127394523889096,-0.7015104349081541
on_off,On/Off-Task,23,P3a,-0.06604600343620359,0.033747323410758874
on_off,On/Off-Task,23,P3b,0.4372173869058249,0.9021953870838973
on_off,On/Off-Task,23,PE_alpha,-0.045373310740190895,0.733544248873285
on_off,On/Off-Task,23,PE_beta,-0.21210232497015324,-0.2896024564558559
on_off,On/Off-Task,23,PE_gamma,-0.2944704271003002,-0.37300825275908633
on_off,On/Off-Task,23,PE_theta,0.4538150309095376,-0.6057559443426056
on_off,On/Off-Task,23,kolmogorov_complexity,0.543192414645358,0.6965731601716914
on_off,On/Off-Task,23,psd_relative_alpha,0.29832242719921287,-0.7334549955559665
on_off,On/Off-Task,23,psd_relative_beta,0.01849240704500543,0.6803092054216291
on_off,On/Off-Task,23,psd_relative_delta,0.38020883898046576,0.3985447907864765
on_off,On/Off-Task,23,psd_relative_gamma,0.19567490157006676,-0.342961465140434
on_off,On/Off-Task,23,psd_relative_theta,-0.25767342018032213,0.7785878896798003
on_off,On/Off-Task,23,slowwaves_Density,-0.3015058566345375,-0.8242734116916893
on_off,On/Off-Task,23,slowwaves_Duration,0.4301678369925273,-0.06796322034587467
on_off,On/Off-Task,23,slowwaves_Frequency,-0.2598951060834799,-0.2589899859892583
on_off,On/Off-Task,23,slowwaves_PTP,-0.15897085672197228,-0.510733409538501
on_off,On/Off-Task,23,slowwaves_Slope,-0.34723291332318196,-0.4784555598716494
on_off,On/Off-Task,23,wsmi_alpha,-0.3499435706440088,0.10894717883935702
on_off,On/Off-Task,23,wsmi_beta,0.15576035220055973,0.6424253785665193
on_off,On/Off-Task,23,wsmi_gamma,0.26504706381145077,0.7773688204727993
on_off,On/Off-Task,23,wsmi_theta,0.4453241722362064,0.7340460272683275
on_off,On/Off-Task,24,N1,0.12047813589324109,-0.599210877130056
on_off,On/Off-Task,24,P1,0.17273463774656495,-0.7229626019514711
on_off,On/Off-Task,24,P3a,-0.07048728491890649,0.35512258330663965
on_off,On/Off-Task,24,P3b,0.17949629779662235,0.8268954480757185
on_off,On/Off-Task,24,PE_alpha,0.4914195396427486,0.759473768592249
on_off,On/Off-Task,24,PE_beta,-0.014399184695258445,-0.3174718057608304
on_off,On/Off-Task,24,PE_gamma,-0.15424943234153626,-0.3838769778943629
on_off,On/Off-Task,24,PE_theta,-0.1350685404867259,-0.702455653414834
on_off,On/Off-Task,24,kolmogorov_complexity,0.6891742580860689,0.3720050080085014
on_off,On/Off-Task,24,psd_relative_alpha,-0.39286697641733975,-0.8305677367482789
on_off,On/Off-Task,24,psd_relative_beta,0.46961099343373336,0.7223503883553899
on_off,On/Off-Task,24,psd_relative_delta,0.5294782581579243,0.5829690068897091
on_off,On/Off-Task,24,psd_relative_gamma,-0.43029724242744327,-0.1615302558638927
on_off,On/Off-Task,24,psd_relative_theta,0.30726642101288393,0.7669837803420766
on_off,On/Off-Task,24,slowwaves_Density,-0.7129699792137323,-0.8165405249323343
on_off,On/Off-Task,24,slowwaves_Duration,-0.3953718670063644,-0.1355205557103221
on_off,On/Off-Task,24,slowwaves_Frequency,0.09643330640992552,-0.2563331648495887
on_off,On/Off-Task,24,slowwaves_PTP,-0.46529682041818843,-0.6099285945228722
on_off,On/Off-Task,24,slowwaves_Slope,0.10517387515424372,-0.5190036244425285
on_off,On/Off-Task,24,wsmi_alpha,-0.5629214665042305,0.35659352478776085
on_off,On/Off-Task,24,wsmi_beta,0.17644636787838963,0.6734556818394001
on_off,On/Off-Task,24,wsmi_gamma,0.4193528609344172,0.7786129767599284
on_off,On/Off-Task,24,wsmi_theta,0.5085263503212967,0.7714939717615077
on_off,On/Off-Task,25,N1,-0.5429624247382789,-0.5744489602758566
on_off,On/Off-Task,25,P1,-0.5610232852554913,-0.7218072460663382
on_off,On/Off-Task,25,P3a,-0.3453155841001441,0.3039984744073043
on_off,On/Off-Task,25,P3b,0.618227556217407,0.8409531456324413
on_off,On/Off-Task,25,PE_alpha,0.19573379460950666,0.7403713630366551
on_off,On/Off-Task,25,PE_beta,-0.12358189234481017,-0.19632454838128457
on_off,On/Off-Task,25,PE_gamma,-0.14708962052206634,-0.37042894438615875
on_off,On/Off-Task,25,PE_theta,-0.7490738660883433,-0.6427833907836408
on_off,On/Off-Task,25,kolmogorov_complexity,-0.2600029763986026,0.6137240569411093
on_off,On/Off-Task,25,psd_relative_alpha,-0.5055835029174847,-0.8552206405114515
on_off,On/Off-Task,25,psd_relative_beta,-0.15743998416281887,0.6973404883962895
on_off,On/Off-Task,25,psd_relative_delta,0.688022311991239,0.6145664593296986
on_off,On/Off-Task,25,psd_relative_gamma,-0.6210320473122318,-0.22968172141781737
on_off,On/Off-Task,25,psd_relative_theta,0.7845212896442866,0.7203259753894916
on_off,On/Off-Task,25,slowwaves_Density,-0.31227308381643354,-0.7917313912638452
on_off,On/Off-Task,25,slowwaves_Duration,0.28888997788333626,-0.2772549090754498
on_off,On/Off-Task,25,slowwaves_Frequency,-0.4860431407975151,-0.11203327384266261
on_off,On/Off-Task,25,slowwaves_PTP,0.014367230150462266,-0.6123313501449873
on_off,On/Off-Task,25,slowwaves_Slope,-0.46002234472866754,-0.26349145193776125
on_off,On/Off-Task,25,wsmi_alpha,-0.4191495622806015,0.24562439237583417
on_off,On/Off-Task,25,wsmi_beta,-0.06192486476250827,0.6123863540607316
on_off,On/Off-Task,25,wsmi_gamma,-0.16588064749035467,0.7595541732389234
on_off,On/Off-Task,25,wsmi_theta,-0.1938433525479542,0.7552822615183815
on_off,On/Off-Task,27,N1,-0.617815856882757,-0.7223894207488348
on_off,On/Off-Task,27,P1,-0.7260395888423352,-0.5451811099508406
on_off,On/Off-Task,27,P3a,-0.6631536126889579,0.34142854564100816
on_off,On/Off-Task,27,P3b,-0.7761977088700747,0.8855365554434586
on_off,On/Off-Task,27,PE_alpha,0.5300599262391421,0.7164848995536958
on_off,On/Off-Task,27,PE_beta,0.5284265056497214,-0.3321783045231167
on_off,On/Off-Task,27,PE_gamma,0.26267145427123884,-0.43122235566152883
on_off,On/Off-Task,27,PE_theta,-0.7161939370547813,-0.566861915336714
on_off,On/Off-Task,27,kolmogorov_complexity,-0.3198236804723212,0.6828836222501798
on_off,On/Off-Task,27,psd_relative_alpha,-0.5540104346978841,-0.7952565307591971
on_off,On/Off-Task,27,psd_relative_beta,0.5638894458831994,0.6201279583636502
on_off,On/Off-Task,27,psd_relative_delta,0.10083811414086884,0.6178995649878618
on_off,On/Off-Task,27,psd_relative_gamma,-0.2997822659658911,-0.18225319581828356
on_off,On/Off-Task,27,psd_relative_theta,0.4467967222779689,0.7327695985674253
on_off,On/Off-Task,27,slowwaves_Density,0.5538850932619541,-0.8181415764904887
on_off,On/Off-Task,27,slowwaves_Duration,-0.31997993272003805,-0.12605557510467122
on_off,On/Off-Task,27,slowwaves_Frequency,0.5101368391751153,-0.2886106745131989
on_off,On/Off-Task,27,slowwaves_PTP,-0.14311491295586978,-0.5725990923937013
on_off,On/Off-Task,27,slowwaves_Slope,0.6184407428473292,-0.5661636909662068
