contrast,label,pipeline,marker,abs_full,abs_residual,share_full,share_residual,dir_full,dir_residual
on_off,On/Off-Task,ws,N1,0.0014550362571693002,0.0017615574786099244,0.030185187786404936,0.03881119294476859,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,P1,0.0016864830228408634,0.0017426814346093663,0.034986624211050206,0.03839530995790306,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,P3a,0.002111867020480765,0.0025964206531014157,0.043811349909001,0.05720516313371768,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,P3b,0.0026188524288444258,0.0019411901088708355,0.05432892270556923,0.04276891601477254,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,PE_alpha,0.0019846696227052204,0.002074554761669483,0.041172599624340486,0.04570724833411581,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,PE_beta,0.002712124160917243,0.0021167429615226827,0.056263874315131523,0.04663675213082818,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,PE_gamma,0.0027263548501906304,0.0021834721111473176,0.05655909446922092,0.048106949914647146,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,PE_theta,0.003077783153767109,0.0024873690027527604,0.06384958588113318,0.05480250259381467,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,kolmogorov_complexity,0.002384759552393599,0.0018619416984922514,0.04947259187510958,0.04102288990826335,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,psd_relative_alpha,0.0022732060421529346,0.0018979765517071244,0.0471583789898596,0.04181682122066224,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,psd_relative_beta,0.002157545390011058,0.0020032662522201494,0.04475896214564114,0.04413659728890191,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,psd_relative_delta,0.002604390334224155,0.0023082347950638287,0.05402890197430107,0.05085576092796244,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,psd_relative_gamma,0.002380355590955588,0.0019850192104305933,0.049381230300883885,0.043734572678200835,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,psd_relative_theta,0.002306862316703875,0.0022854357201815717,0.047856589060230874,0.05035344448074906,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,slowwaves_Density,0.002183681599685535,0.0015731974459189352,0.04530116608946846,0.034661184977034416,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,slowwaves_Duration,0.0012179235770670488,0.001420121879162758,0.025266210173195237,0.03128857555120292,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,slowwaves_Frequency,0.0013902279973081152,0.0015492492382038403,0.028840719918761703,0.034133550470866955,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,slowwaves_PTP,0.0015831981311494586,0.0016207531997894462,0.03284394643526142,0.03570894842586539,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,slowwaves_Slope,0.0014931291913524447,0.0015897587570591748,0.03097543776539195,0.03502606903553781,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,wsmi_alpha,0.001823571337903817,0.0020343689670037023,0.037830564706077756,0.04482186216343961,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,wsmi_beta,0.0019523311385038142,0.002176894548351942,0.04050172753195278,0.047962030965445955,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,wsmi_gamma,0.002079543798752888,0.002099599546576907,0.043140794441458415,0.04625904297670068,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,ws,wsmi_theta,0.0019997544764382784,0.0020780662203217703,0.04148553969055481,0.04578461390459895,on_vs_off_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,N1,0.0015940388620441226,0.0015875145750677473,0.03428145392853427,0.037213096003646466,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,P1,0.0022865335655399637,0.0014036118983227774,0.04917426855113634,0.032902214029699194,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,P3a,0.000856959573537153,0.001014912741295251,0.018429801705811308,0.02379067623711892,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,P3b,0.0026223369667075836,0.0045332347707817,0.056396067906398374,0.10626403270972716,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,PE_alpha,0.0032806163039155096,0.0032671576234224006,0.07055304569906085,0.07658578523241259,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,PE_beta,0.002240678444660226,0.002077135332649354,0.04818810676345554,0.04869034764178334,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,PE_gamma,0.0025729867300980256,0.0023082461228043035,0.05533474004107686,0.05410783996379726,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,PE_theta,0.001585257861424127,0.00102983170567656,0.034092609430844426,0.02414039324918033,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,kolmogorov_complexity,0.0022378976617315927,0.0016119243320375958,0.04812830315130837,0.03778528768226831,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,psd_relative_alpha,0.00295475255544953,0.0021910055277745972,0.06354500885252456,0.05135959085359371,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,psd_relative_beta,0.0024234598565657226,0.0015603968066695577,0.052119010018345756,0.03657742554451798,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,psd_relative_delta,0.0017763321077108268,0.00160713549485296,0.03820185866370635,0.03767303204651134,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,psd_relative_gamma,0.0025333815064965976,0.002346688871499523,0.05448298875661911,0.055008980476336,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,psd_relative_theta,0.002400268159741112,0.0027750732990536216,0.05162024859844041,0.06505078486629412,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,slowwaves_Density,0.0034450375362680297,0.001835861225772521,0.07408909430865222,0.04303461594431625,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,slowwaves_Duration,0.0010338295086569623,0.0012862247778154144,0.02223357254009148,0.030150530200373907,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,slowwaves_Frequency,0.0011202596184941263,0.001369588156059951,0.024092341418926303,0.032104659911384496,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,slowwaves_PTP,0.0014116705616880876,0.0014017389879949136,0.03035943506466327,0.03285831094185885,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,slowwaves_Slope,0.0012129314170633255,0.001405386141794475,0.02608534426770909,0.03294380425739415,ON_vs_OFF_within_median,onoff_within_median_res
