contrast,label,pipeline,marker,abs_full,abs_residual,share_full,share_residual,dir_full,dir_residual
on_off,On/Off-Task,loso,wsmi_alpha,0.0011334659114124162,0.0012213598538479984,0.024376356403143517,0.028630024700280674,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,wsmi_beta,0.0015522612399978546,0.0015749430023061423,0.03338298296930918,0.03691840444525592,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,wsmi_gamma,0.0020542579616832685,0.0013054715862132716,0.04417894152245606,0.03060169665888827,ON_vs_OFF_within_median,onoff_within_median_res
on_off,On/Off-Task,loso,wsmi_theta,0.002169364164803891,0.0019456619560685774,0.04665441943778614,0.04560846640336055,ON_vs_OFF_within_median,onoff_within_median_res
valence,Valence,ws,N1,0.00191500401636805,0.0014929234288862607,0.04204771330379904,0.03531639585008573,valence_within_median,valence_within_median_res
valence,Valence,ws,P1,0.0018521925994682076,0.00216787166326807,0.040668564003099934,0.05128288050866392,valence_within_median,valence_within_median_res
valence,Valence,ws,P3a,0.002126773593007396,0.0018932063699949844,0.04669753459340972,0.04478543527080022,valence_within_median,valence_within_median_res
valence,Valence,ws,P3b,0.0018047736215401058,0.001767672145042953,0.03962738624470468,0.04181581452846447,valence_within_median,valence_within_median_res
valence,Valence,ws,PE_alpha,0.0020661940035683157,0.0018449380204576915,0.04536738949343895,0.0436436056857685,valence_within_median,valence_within_median_res
valence,Valence,ws,PE_beta,0.002195118090090537,0.0018198290479638478,0.04819817364934992,0.04304963120936616,valence_within_median,valence_within_median_res
valence,Valence,ws,PE_gamma,0.002344031074033192,0.0019244189621735368,0.05146785371399506,0.04552379615358668,valence_within_median,valence_within_median_res
valence,Valence,ws,PE_theta,0.0020510386858130698,0.0018524809150717884,0.045034624417985405,0.04382203938631378,valence_within_median,valence_within_median_res
valence,Valence,ws,kolmogorov_complexity,0.00285333815583139,0.0023512349300953465,0.06265070136131264,0.05562049728815807,valence_within_median,valence_within_median_res
valence,Valence,ws,psd_relative_alpha,0.0017554619048998836,0.001443868643282476,0.03854464965194354,0.034155962439233065,valence_within_median,valence_within_median_res
valence,Valence,ws,psd_relative_beta,0.002179041671465261,0.0021845525805425318,0.047845183976466886,0.05167748204428783,valence_within_median,valence_within_median_res
valence,Valence,ws,psd_relative_delta,0.002407114525328579,0.001692184923964594,0.05285297606967204,0.04003009897893017,valence_within_median,valence_within_median_res
valence,Valence,ws,psd_relative_gamma,0.0023979229327015087,0.00212829628429613,0.05265115641379406,0.05034669066620639,valence_within_median,valence_within_median_res
valence,Valence,ws,psd_relative_theta,0.002042980285748063,0.0017191355774329195,0.04485768625350921,0.040667640012776715,valence_within_median,valence_within_median_res
valence,Valence,ws,slowwaves_Density,0.0018472470435802611,0.0015337213367036498,0.04055997450964358,0.036281505670493,valence_within_median,valence_within_median_res
valence,Valence,ws,slowwaves_Duration,0.0015243306104296107,0.0016490541858494177,0.033469703426058366,0.03900980403874138,valence_within_median,valence_within_median_res
valence,Valence,ws,slowwaves_Frequency,0.0014642272604600643,0.001617221985366694,0.03215001510868845,0.03825678578524272,valence_within_median,valence_within_median_res
valence,Valence,ws,slowwaves_PTP,0.0016407194063237742,0.0015318640911020976,0.036025250401262,0.036237570918324115,valence_within_median,valence_within_median_res
valence,Valence,ws,slowwaves_Slope,0.0016136470006459216,0.0015237007598912972,0.03543082201225766,0.03604446025308989,valence_within_median,valence_within_median_res
valence,Valence,ws,wsmi_alpha,0.0018769939983906215,0.002075492259505461,0.04121312793221411,0.0490975657573849,valence_within_median,valence_within_median_res
valence,Valence,ws,wsmi_beta,0.0017927819462742794,0.0020812320728171873,0.03936408521802275,0.04923334600913817,valence_within_median,valence_within_median_res
valence,Valence,ws,wsmi_gamma,0.0019528716731804468,0.002029120872496824,0.04287917285350491,0.048000610462808097,valence_within_median,valence_within_median_res
valence,Valence,ws,wsmi_theta,0.001839790686421603,0.0019487928295474262,0.04039625539186721,0.04610038108213585,valence_within_median,valence_within_median_res
valence,Valence,loso,N1,0.0012996760283875898,0.0010645676447862,0.02920178856059927,0.02755820798113853,valence_within_median,valence_within_median_res
valence,Valence,loso,P1,0.0014188791345694605,0.0013145574555871744,0.03188010517678568,0.034029634416987344,valence_within_median,valence_within_median_res
valence,Valence,loso,P3a,0.0034254372585226776,0.0020664043535090436,0.07696448373759449,0.053492515225342055,valence_within_median,valence_within_median_res
valence,Valence,loso,P3b,0.0009989384611707008,0.002197269533596325,0.022444662432027165,0.056880190839942134,valence_within_median,valence_within_median_res
valence,Valence,loso,PE_alpha,0.001605705656425372,0.0019209093482542355,0.036077819429865314,0.04972612082601377,valence_within_median,valence_within_median_res
valence,Valence,loso,PE_beta,0.0017436991521945326,0.001818189720084698,0.039178328170638405,0.04706704238162817,valence_within_median,valence_within_median_res
valence,Valence,loso,PE_gamma,0.001717989462791461,0.0016260460347123072,0.03860066966381913,0.04209306475823513,valence_within_median,valence_within_median_res
valence,Valence,loso,PE_theta,0.0022536675322361883,0.002264400710516193,0.05063655966933207,0.058617999559413284,valence_within_median,valence_within_median_res
valence,Valence,loso,kolmogorov_complexity,0.0035713688174369655,0.001731679611115235,0.08024334895835304,0.04482757588353615,valence_within_median,valence_within_median_res
valence,Valence,loso,psd_relative_alpha,0.0030904646335546673,0.002162990391639785,0.06943814674725983,0.055992814891518465,valence_within_median,valence_within_median_res
valence,Valence,loso,psd_relative_beta,0.0017019362172466324,0.0019408676833860784,0.03823997709746238,0.05024277747363436,valence_within_median,valence_within_median_res
valence,Valence,loso,psd_relative_delta,0.0048076032848356825,0.0019196998637558802,0.10801969994105852,0.0496948111901077,valence_within_median,valence_within_median_res
valence,Valence,loso,psd_relative_gamma,0.002091324502539884,0.0015599133810404477,0.0469889530935918,0.04038110457124323,valence_within_median,valence_within_median_res
valence,Valence,loso,psd_relative_theta,0.0016293663185836182,0.0015435831435329302,0.03660943934010253,0.0399583676190001,valence_within_median,valence_within_median_res
valence,Valence,loso,slowwaves_Density,0.0016009373416849642,0.0018327170837392345,0.0359706824851203,0.047443108769677896,valence_within_median,valence_within_median_res
valence,Valence,loso,slowwaves_Duration,0.0013505540100711513,0.0012128651053564437,0.03034494118560893,0.03139714887088371,valence_within_median,valence_within_median_res
valence,Valence,loso,slowwaves_Frequency,0.001108371961105163,0.0013343609821937204,0.0249034705170675,0.03454228357334303,valence_within_median,valence_within_median_res
valence,Valence,loso,slowwaves_PTP,0.0017415804911980045,0.002049979956178106,0.039130725007156995,0.05306734078027262,valence_within_median,valence_within_median_res
valence,Valence,loso,slowwaves_Slope,0.0011117560744471212,0.0013546359599164244,0.024979506513822452,0.03506713707197387,valence_within_median,valence_within_median_res
valence,Valence,loso,wsmi_alpha,0.001523282006529412,0.001983314324153711,0.0342258825286048,0.0513415835101545,valence_within_median,valence_within_median_res
valence,Valence,loso,wsmi_beta,0.001515227442841488,0.001194495471651238,0.03404490845458541,0.030921618557084765,valence_within_median,valence_within_median_res
valence,Valence,loso,wsmi_gamma,0.0013042627225356243,0.0012253939290966672,0.029304844760588745,0.03172147953421272,valence_within_median,valence_within_median_res
valence,Valence,loso,wsmi_theta,0.0018946983866758335,0.0013109431485274377,0.042571056528955334,0.03393607171465674,valence_within_median,valence_within_median_res
confidence,Confidence,ws,N1,0.0023100332174886004,0.002182112836011436,0.05369781273618648,0.05284528289344215,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,P1,0.0015137398956315525,0.0018041354966038157,0.03518759852955175,0.04369162268913473,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,P3a,0.001404949658607073,0.0012687410584870354,0.03265871810868193,0.030725716401001565,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,P3b,0.002290813617951446,0.002022046529784639,0.05325104407113126,0.048968879668701164,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,PE_alpha,0.0021627637509433733,0.001618679536081239,0.05027446445857986,0.03920034591537982,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,PE_beta,0.0019861012966217633,0.001939528759586463,0.04616786230331291,0.04697050688160492,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,PE_gamma,0.0020787541589610075,0.0019080862507807387,0.048321621830967394,0.046209048424784155,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,PE_theta,0.0016883664005121655,0.0015776489373862301,0.039246874078865436,0.038206688044190945,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,kolmogorov_complexity,0.0018649231080995537,0.0018441572328808788,0.043351018101371035,0.0446608484507658,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,psd_relative_alpha,0.0018197947047909047,0.0015241741477490067,0.0423019870607761,0.03691166317681898,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,psd_relative_beta,0.0019840149750297055,0.0017182485293181248,0.046119364772926934,0.04161165642516818,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,psd_relative_delta,0.0016760497823192094,0.0019281956644542758,0.0389605684741402,0.04669604783052605,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,psd_relative_gamma,0.002457954362338244,0.0022209055173359345,0.05713630958364477,0.05378474403631108,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,psd_relative_theta,0.0021595855532177636,0.0023836680575259443,0.05020058575198104,0.05772644326416496,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,slowwaves_Density,0.0022554157160035223,0.001716170314391854,0.05242820312855815,0.04156132728825109,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,slowwaves_Duration,0.001610803387998249,0.001622704647503922,0.03744388523450813,0.039297823987227885,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,slowwaves_Frequency,0.0016057096918380839,0.001663085919146497,0.037325479862467224,0.04027575679085383,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,slowwaves_PTP,0.0016838953806467619,0.0015874752402537037,0.03914294311126956,0.0384446563775689,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,slowwaves_Slope,0.0018072369397819654,0.0017657701101978398,0.04201007588446489,0.04276250955415778,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,wsmi_alpha,0.0019022546169640603,0.001721463225984984,0.04421880664960019,0.04168950829055902,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,wsmi_beta,0.001585630664510883,0.0017988801954310915,0.03685873339268572,0.04356435251658468,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,wsmi_gamma,0.0015828179465121185,0.0018876791081533903,0.03679335043488499,0.045714838772839564,confidence_within_median,confidence_within_median_res
confidence,Confidence,ws,wsmi_theta,0.0015875217444831671,0.0015889236129360367,0.03690269243944405,0.038479732319962844,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,N1,0.0017051245441140163,0.0027160552522572006,0.037870444090599836,0.06435415969175227,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,P1,0.001053184663721811,0.004349806480392757,0.02339100159119349,0.10306422913700955,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,P3a,0.001049145840209294,0.001512580555756212,0.023301300202194924,0.035839053918685464,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,P3b,0.0011682150114898026,0.0014085652720132813,0.025945800517117985,0.03337451783282619,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,PE_alpha,0.003048455282666956,0.0019805180888086333,0.06770552669800356,0.04692635661725681,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,PE_beta,0.0019666267110772565,0.001450678564887631,0.04367835016276173,0.03437234936535084,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,PE_gamma,0.002230018232072405,0.001551649174615185,0.04952821837574187,0.036764745005012624,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,PE_theta,0.0018326741816691405,0.0012763425811480123,0.04070329371116375,0.030241635997765887,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,kolmogorov_complexity,0.0021744302425054543,0.0014016903311901757,0.0482936212559767,0.03321162312027062,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,psd_relative_alpha,0.0021171959396815306,0.0013288470081370774,0.04702245987797655,0.0314856748574946,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,psd_relative_beta,0.0020071716131957454,0.001584601354968443,0.04457884359248648,0.03754551331776423,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,psd_relative_delta,0.002070369018520605,0.002033190343347682,0.045982444175967405,0.04817437197965179,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,psd_relative_gamma,0.0019123631080614821,0.0016645998211795331,0.042473167379335694,0.03944099540170389,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,psd_relative_theta,0.0015649804682994243,0.0013656143312269426,0.034757874744222275,0.03235683908716079,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,slowwaves_Density,0.006038232487880234,0.0027995439111022057,0.1341078260984914,0.06633233833126873,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,slowwaves_Duration,0.0014257016811084788,0.0013627678195092321,0.031664523269382114,0.032289393894544126,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,slowwaves_Frequency,0.0012675388512373843,0.0012836136468344305,0.028151761326848122,0.030413916485036573,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,slowwaves_PTP,0.0016777235511651156,0.0013126775882853045,0.037261874015715686,0.031102556941760305,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,slowwaves_Slope,0.001154294651389882,0.0016231522505470157,0.025636632356525368,0.038458937478875,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,wsmi_alpha,0.0015664827954248643,0.0016198766868696095,0.03479124110189167,0.03838132633756956,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,wsmi_beta,0.0011795973556452265,0.0014491815989494342,0.026198599897342682,0.0343368802838733,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,wsmi_gamma,0.0010786944951457266,0.0017024884215112055,0.02395756938123254,0.04033872715226937,confidence_within_median,confidence_within_median_res
confidence,Confidence,loso,wsmi_theta,0.00373698521095883,0.0034267715543208396,0.08299762617782816,0.0811938577650976,confidence_within_median,confidence_within_median_res
selfother,Self/Other,ws,N1,0.002376677132271201,0.002207238287104901,0.04998102833077547,0.04890147007853256,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,P1,0.001886394997515982,0.0018604183839224973,0.0396704964816907,0.041217658494981574,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,P3a,0.002060572368097641,0.002161537788070409,0.043333410545791054,0.047888973331278104,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,P3b,0.002316012812330046,0.0021899626076676746,0.048705270234534366,0.04851872657230518,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,PE_alpha,0.0019766192997299433,0.0019096737040424751,0.041567894888840384,0.04230891247382358,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,PE_beta,0.0021150107462150356,0.0017869636786762913,0.044478238373694974,0.039590265978410005,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,PE_gamma,0.002175924681014638,0.0018613880864490821,0.04575924581876115,0.04123914230095119,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,PE_theta,0.002061614479423966,0.0020009521758490123,0.04335532593135927,0.044331191393113374,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,kolmogorov_complexity,0.0024026150552763814,0.0020657790608961616,0.05052649748473015,0.04576743413950743,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,psd_relative_alpha,0.002065489086355075,0.0018372243334061722,0.043436808113421294,0.040703793193735946,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,psd_relative_beta,0.0017917824906509541,0.0019133171120318052,0.03768081503869736,0.04238963235251317,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,psd_relative_delta,0.0022381485597141523,0.002004842608019736,0.04706780111300054,0.0444173841043855,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,psd_relative_gamma,0.002308661916330519,0.0019945176564325324,0.048550682412646304,0.04418863430693332,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,psd_relative_theta,0.002132569022835982,0.0021316483252426135,0.04484748529803109,0.047226770849255195,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,slowwaves_Density,0.002064550183589852,0.0016856249024675002,0.04341706318253806,0.0373451005327393,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,slowwaves_Duration,0.0015780317490887191,0.001641737384604296,0.033185681171045346,0.03637277047025949,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,slowwaves_Frequency,0.0015610332527788695,0.0016491678850639366,0.032828206310826835,0.036537393564203845,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,slowwaves_PTP,0.002111766220865375,0.0018627676527314613,0.04441000667691994,0.04126970665808166,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,slowwaves_Slope,0.001841811746068659,0.0018183977278170868,0.03873291992852325,0.04028668884425379,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,wsmi_alpha,0.0020048203712508556,0.0021629341311629447,0.04216095758781034,0.04791990937944197,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,wsmi_beta,0.0021783728660518305,0.002101561088150739,0.04581073064353665,0.04656018666892918,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,wsmi_gamma,0.0021257399521271802,0.0020315966903927353,0.04470387135403554,0.045010122082104184,selfother_within_median,selfother_within_median_res
selfother,Self/Other,ws,wsmi_theta,0.002177366314791097,0.002257189077301208,0.04578956307879005,0.05000813223026049,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,N1,0.0008266408029874429,0.0009582163940312377,0.022125077142996285,0.028229452961808874,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,P1,0.0010194535365244057,0.001098458473880802,0.027285718364963754,0.03236104288350088,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,P3a,0.0018276836080251613,0.0013553379550710145,0.04891803147679941,0.03992881909384672,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,P3b,0.0034261440639668478,0.0028051837210643247,0.09170089529132135,0.08264187755113257,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,PE_alpha,0.001641048177151214,0.0014051635075308189,0.04392272603000893,0.041396700564276176,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,PE_beta,0.0024681935638772054,0.001934817360310381,0.06606130837877311,0.05700052305804377,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,PE_gamma,0.002365657401662909,0.001971486244221699,0.06331692352535262,0.058080803608433554,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,PE_theta,0.0009654988865915579,0.001538595233018805,0.025841619806468392,0.04532765461780629,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,kolmogorov_complexity,0.0019094837384247335,0.0015011197380368187,0.05110741553436956,0.044223610970249995,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,psd_relative_alpha,0.0012914604129701211,0.0011973437062825906,0.03456599427565859,0.035274242901880894,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,psd_relative_beta,0.001782524638906414,0.0016571763420985166,0.0477093496988862,0.04882110334376883,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,psd_relative_delta,0.0014733292274329247,0.0018025269210350907,0.039433721026325565,0.05310319177037108,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,psd_relative_gamma,0.0021529219273750447,0.001747790806743078,0.05762304927832686,0.05149064310877075,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,psd_relative_theta,0.0010672118598556496,0.001109166781349294,0.02856397197173615,0.03267651406920106,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,slowwaves_Density,0.0019044818707047951,0.0015462420694493852,0.0509735403267065,0.04555293359515248,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,slowwaves_Duration,0.0011960369067698707,0.0010325901251823943,0.032011979970647565,0.030420533972532377,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,slowwaves_Frequency,0.001072876548965528,0.0010487044474774086,0.02871558762280758,0.030895268600401524,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,slowwaves_PTP,0.0017923931635678261,0.0017426256060308338,0.04797348119182996,0.05133847415043017,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,slowwaves_Slope,0.0014777210423283968,0.001152562848408824,0.03955126814353647,0.033954980229261945,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,wsmi_alpha,0.0011649428221164526,0.001140731377663458,0.03117974543883946,0.03360642018692099,selfother_within_median,selfother_within_median_res
selfother,Self/Other,loso,wsmi_beta,0.0014468626873777553,0.0014549230590228633,0.0387253429275037,0.042862637618782035,selfother_within_median,selfother_within_median_res
