contrast,label,feature,marker,mean_share_ws,mean_share_loso,mean_direction_ws,mean_direction_loso,sign_concordance,p_sign_concordance,n_comparable_subjects,p_sign_concordance_fdr
on_off,On/Off-Task,kolmogorov_complexity_mean_frontal_right_trimmean,kolmogorov_complexity,0.006416548315890818,0.0026157139209638004,0.0399840368603498,0.41679976486254794,0.5172413793103449,1.0,29,1.0
on_off,On/Off-Task,kolmogorov_complexity_mean_posterior_left_trimmean,kolmogorov_complexity,0.0069392700631131675,0.004756108441333989,0.09369782596089565,0.5869602572650539,0.5517241379310345,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,kolmogorov_complexity_mean_posterior_mid_trimmean,kolmogorov_complexity,0.007149655894075922,0.014412641663962816,0.18392129301567658,0.7612845369505282,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,kolmogorov_complexity_mean_posterior_right_trimmean,kolmogorov_complexity,0.006856234567517545,0.007734767994489955,0.1315455456531307,0.8547468888228762,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_alpha_mean_central_left_trimmean,psd_relative_alpha,0.005566873152310926,0.007672296733104619,-0.19684820901938224,-0.7953276459194772,0.7241379310344828,0.0241195447742939,29,0.175871680645893
on_off,On/Off-Task,psd_relative_alpha_mean_central_mid_trimmean,psd_relative_alpha,0.0067622872338881,0.007649774832906903,-0.20943116502297546,-0.7738708675058236,0.7241379310344828,0.0241195447742939,29,0.175871680645893
on_off,On/Off-Task,psd_relative_alpha_mean_central_right_trimmean,psd_relative_alpha,0.0060593533397760475,0.006957685560252255,-0.18314771187473333,-0.7733804308067919,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_alpha_mean_frontal_left_trimmean,psd_relative_alpha,0.005789955673587851,0.006410175536307157,-0.16319533415467158,-0.7947595732586127,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_alpha_mean_frontal_mid_trimmean,psd_relative_alpha,0.0067287144427928625,0.01034911025857952,-0.20908966633571996,-0.8212922502748733,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_alpha_mean_frontal_right_trimmean,psd_relative_alpha,0.0051368714742037365,0.0031789334709643076,-0.1279377418390948,-0.3455975544375824,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_alpha_mean_posterior_left_trimmean,psd_relative_alpha,0.006165195297202629,0.011128258197599638,-0.25051064497081804,-0.8945375356181406,0.6896551724137931,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,psd_relative_alpha_mean_posterior_mid_trimmean,psd_relative_alpha,0.008096567522599778,0.007654324508620978,-0.22531326789114978,-0.8390800345133815,0.6896551724137931,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,psd_relative_alpha_mean_posterior_right_trimmean,psd_relative_alpha,0.005888137350103454,0.013288922857820183,-0.24754678218700227,-0.8680778138963423,0.6896551724137931,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,psd_relative_beta_mean_central_left_trimmean,psd_relative_beta,0.006428095838368676,0.0050455767289950765,0.127119639284669,0.6918701684663532,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,psd_relative_beta_mean_central_mid_trimmean,psd_relative_beta,0.006514425745892927,0.005256521680450262,0.18019808731216397,0.7557376371688427,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_beta_mean_central_right_trimmean,psd_relative_beta,0.007011400742564599,0.017358651907938383,0.2368690553366151,0.8622576410992971,0.7241379310344828,0.0241195447742939,29,0.175871680645893
on_off,On/Off-Task,psd_relative_beta_mean_frontal_left_trimmean,psd_relative_beta,0.005847118614984818,0.002895176536798689,0.09982027685031662,0.4001064403420279,0.4827586206896552,1.0,29,1.0
on_off,On/Off-Task,psd_relative_beta_mean_frontal_mid_trimmean,psd_relative_beta,0.00531145866532367,0.002533809857644592,0.05943594747092173,0.46433263141448244,0.4482758620689655,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,psd_relative_beta_mean_frontal_right_trimmean,psd_relative_beta,0.004363458919931322,0.0035266504910457385,-0.02610820771038854,-0.7125257387143908,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_beta_mean_posterior_left_trimmean,psd_relative_beta,0.005174581185203489,0.008480419285444648,0.20283934356176753,0.8075227505252931,0.6896551724137931,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,psd_relative_beta_mean_posterior_mid_trimmean,psd_relative_beta,0.006976987214130999,0.006324856480465228,0.22636749843611217,0.7672367925829638,0.7241379310344828,0.0241195447742939,29,0.175871680645893
on_off,On/Off-Task,psd_relative_beta_mean_posterior_right_trimmean,psd_relative_beta,0.0070682146741700485,0.0084593038693972,0.18602757169210093,0.7844216734858234,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_delta_mean_central_left_trimmean,psd_relative_delta,0.006885845625371307,0.004224766624270118,0.13314835616643397,0.6214347934710206,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_delta_mean_central_mid_trimmean,psd_relative_delta,0.007812747278600755,0.008927666941816606,0.19903548918937017,0.7510624033505208,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_delta_mean_central_right_trimmean,psd_relative_delta,0.00452398741162998,0.0028380431093360855,-0.007803888121172166,0.2435530871807045,0.3448275862068966,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_delta_mean_frontal_left_trimmean,psd_relative_delta,0.006069232626597067,0.006084675563769059,0.14884403849063535,0.5921585100268419,0.5172413793103449,1.0,29,1.0
on_off,On/Off-Task,psd_relative_delta_mean_frontal_mid_trimmean,psd_relative_delta,0.004886004290059213,0.0038804732774076933,0.12002086144917458,0.26094636030965246,0.5172413793103449,1.0,29,1.0
on_off,On/Off-Task,psd_relative_delta_mean_frontal_right_trimmean,psd_relative_delta,0.007592059333874519,0.005791712354385678,0.1378237252195886,0.6421037392768246,0.5517241379310345,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,psd_relative_delta_mean_posterior_left_trimmean,psd_relative_delta,0.008704323463023661,0.005785592770440625,0.1757704263580808,0.7852730639212773,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_delta_mean_posterior_mid_trimmean,psd_relative_delta,0.007719679240637336,0.0034942987739026918,0.09236819931955158,0.3286377675459214,0.5517241379310345,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,psd_relative_delta_mean_posterior_right_trimmean,psd_relative_delta,0.007113470903439522,0.0032765895088201096,0.14043741154732364,0.5442341321153735,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_gamma_mean_central_left_trimmean,psd_relative_gamma,0.006800429964081189,0.0034379464489164837,0.10278340767876325,0.6083344128784519,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,psd_relative_gamma_mean_central_mid_trimmean,psd_relative_gamma,0.006313493751437532,0.006104426927312171,0.14620441685619218,0.813047185349634,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,psd_relative_gamma_mean_central_right_trimmean,psd_relative_gamma,0.005977746880294649,0.0029710949026552427,-0.07484962064398043,-0.17326999640340776,0.5172413793103449,1.0,29,1.0
on_off,On/Off-Task,psd_relative_gamma_mean_frontal_left_trimmean,psd_relative_gamma,0.008654368144667841,0.008512545235182658,-0.09917269155054786,-0.7273817952549748,0.5517241379310345,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,psd_relative_gamma_mean_frontal_mid_trimmean,psd_relative_gamma,0.006020900015984028,0.009195403756253252,-0.15442835895817403,-0.7890817336582957,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_gamma_mean_frontal_right_trimmean,psd_relative_gamma,0.0055854494335117934,0.02249348309370172,-0.25894893086116477,-0.8301328784731086,0.7241379310344828,0.0241195447742939,29,0.175871680645893
on_off,On/Off-Task,psd_relative_gamma_mean_posterior_left_trimmean,psd_relative_gamma,0.0066738619059143545,0.003150636794740482,0.10048239203963397,0.623206135096987,0.5517241379310345,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,psd_relative_gamma_mean_posterior_mid_trimmean,psd_relative_gamma,0.006840172397052784,0.00388365831112701,0.09076357402840013,0.4247739637048361,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,psd_relative_gamma_mean_posterior_right_trimmean,psd_relative_gamma,0.005849955841716824,0.004277213328147329,0.15084806083841404,0.7073710832807926,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,psd_relative_theta_mean_central_left_trimmean,psd_relative_theta,0.005270415922995753,0.002679334037755188,0.06494945766124471,0.24949557968379638,0.3103448275862069,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,psd_relative_theta_mean_central_mid_trimmean,psd_relative_theta,0.005470494160011905,0.0033992750563031048,0.13820076984733368,0.6578589188566724,0.5517241379310345,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,psd_relative_theta_mean_central_right_trimmean,psd_relative_theta,0.005931505248654621,0.0020967304128279695,0.057223603293078365,0.18062492173872108,0.3448275862068966,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,psd_relative_theta_mean_frontal_left_trimmean,psd_relative_theta,0.00851671998565277,0.015313153872668073,0.23642406388015647,0.8297952012261489,0.6896551724137931,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,psd_relative_theta_mean_frontal_mid_trimmean,psd_relative_theta,0.006455366106083978,0.01132010237685775,0.29261443647211544,0.8597602296879909,0.7586206896551724,0.008130058646202087,29,0.14227602630853653
on_off,On/Off-Task,psd_relative_theta_mean_frontal_right_trimmean,psd_relative_theta,0.006551495227665812,0.015959148547520525,0.3258211438283323,0.8571593139376873,0.7586206896551724,0.008130058646202087,29,0.14227602630853653
on_off,On/Off-Task,psd_relative_theta_mean_posterior_left_trimmean,psd_relative_theta,0.004930225421879725,0.0026354746649776242,0.13710013941318305,0.5366304153263368,0.5517241379310345,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,psd_relative_theta_mean_posterior_mid_trimmean,psd_relative_theta,0.005385186874273914,0.0027698301557298488,0.09953075600896424,0.6364693657456852,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,psd_relative_theta_mean_posterior_right_trimmean,psd_relative_theta,0.005748718905576468,0.004061750117122003,0.109053960536761,0.7194940521500378,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,slowwaves_Density_mean_central_left_trimmean,slowwaves_Density,0.005051417577099162,0.003614592201407932,-0.08383902291534545,-0.5465814083914623,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,slowwaves_Density_mean_central_mid_trimmean,slowwaves_Density,0.005205785655157236,0.008108940952860983,-0.17014573526256638,-0.8637842765592191,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,slowwaves_Density_mean_central_right_trimmean,slowwaves_Density,0.0068256287600846986,0.004254914601954948,-0.09637824669875106,-0.8134553749168338,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,slowwaves_Density_mean_frontal_left_trimmean,slowwaves_Density,0.005884796220069518,0.017482918783208946,-0.2673347007360148,-0.7627106072269463,0.7586206896551724,0.008130058646202087,29,0.14227602630853653
on_off,On/Off-Task,slowwaves_Density_mean_frontal_mid_trimmean,slowwaves_Density,0.005694350113071123,0.012915159510848415,-0.2116117753995599,-0.8516964221095437,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,slowwaves_Density_mean_frontal_right_trimmean,slowwaves_Density,0.006558222574320788,0.015610794273872033,-0.2642914982148489,-0.8309056543505767,0.7586206896551724,0.008130058646202087,29,0.14227602630853653
on_off,On/Off-Task,slowwaves_Density_mean_posterior_left_trimmean,slowwaves_Density,0.005753159696378275,0.004790088947491384,-0.04107549125270154,-0.6758898866704931,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,slowwaves_Density_mean_posterior_mid_trimmean,slowwaves_Density,0.00427465543021832,0.0058362822103342525,-0.09039037185160043,-0.8113008454815489,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,slowwaves_Density_mean_posterior_right_trimmean,slowwaves_Density,0.0070643670097089864,0.012988743434504034,-0.1830991879820208,-0.8630361218525089,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,slowwaves_Duration_mean_central_left_trimmean,slowwaves_Duration,0.004319185778458976,0.00258889850385474,0.04679859195520886,-0.14154833312044773,0.4827586206896552,1.0,29,1.0
on_off,On/Off-Task,slowwaves_Duration_mean_central_mid_trimmean,slowwaves_Duration,0.0036543860671252085,0.0027540419907570407,0.05834267579533339,0.23772500511585462,0.4827586206896552,1.0,29,1.0
on_off,On/Off-Task,slowwaves_Duration_mean_central_right_trimmean,slowwaves_Duration,0.004109113301348705,0.002640007706364295,0.07514607570503878,-0.023526576011118572,0.3793103448275862,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,slowwaves_Duration_mean_frontal_left_trimmean,slowwaves_Duration,0.0033617991090727994,0.00211809334845088,-0.004065748649229111,-0.17639555992942887,0.4482758620689655,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,slowwaves_Duration_mean_frontal_mid_trimmean,slowwaves_Duration,0.0033327189454189976,0.004841215847008834,-0.062368187407794776,-0.7457167530373129,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,slowwaves_Duration_mean_frontal_right_trimmean,slowwaves_Duration,0.003948083132865463,0.0023091737679255798,-0.029454614878229944,-0.37254674290394013,0.4827586206896552,1.0,29,1.0
on_off,On/Off-Task,slowwaves_Duration_mean_posterior_left_trimmean,slowwaves_Duration,0.0022931967056550556,0.0022407744442769864,0.003742780614110615,0.2420033057504018,0.3448275862068966,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,slowwaves_Duration_mean_posterior_mid_trimmean,slowwaves_Duration,0.0022730202505797043,0.0032531467212172805,-0.044851062277253696,-0.7318599953236997,0.5,1.0,28,1.0
on_off,On/Off-Task,slowwaves_Duration_mean_posterior_right_trimmean,slowwaves_Duration,0.0025025125296559104,0.003244445769894143,0.04862272214476925,0.5264564982735177,0.5357142857142857,0.8505540192127228,28,0.9989728413572248
on_off,On/Off-Task,slowwaves_Frequency_mean_central_left_trimmean,slowwaves_Frequency,0.00478904592443576,0.0032378118281972197,-0.061252541893591375,-0.12191479741897465,0.3103448275862069,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,slowwaves_Frequency_mean_central_mid_trimmean,slowwaves_Frequency,0.003945066123336108,0.0027897808702938764,-0.11039141911174996,-0.5111063057571634,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,slowwaves_Frequency_mean_central_right_trimmean,slowwaves_Frequency,0.005295506502512513,0.0035898366576762853,-0.11634456491802878,-0.6121871139794205,0.6206896551724138,0.26493089646101,29,0.503944640007356
on_off,On/Off-Task,slowwaves_Frequency_mean_frontal_left_trimmean,slowwaves_Frequency,0.0036266770757797015,0.0022468016496470936,-0.02456805470895448,-0.30939179801962385,0.41379310344827586,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,slowwaves_Frequency_mean_frontal_mid_trimmean,slowwaves_Frequency,0.003513321526364485,0.0027024091655600997,0.01904530688709285,0.3816480732285933,0.5172413793103449,1.0,29,1.0
on_off,On/Off-Task,slowwaves_Frequency_mean_frontal_right_trimmean,slowwaves_Frequency,0.0047982950669671395,0.001997028823691792,-0.06339385627079282,-0.2625085414653258,0.4482758620689655,0.711071103811264,29,0.8465132188229334
on_off,On/Off-Task,slowwaves_Frequency_mean_posterior_left_trimmean,slowwaves_Frequency,0.002380076088832914,0.0022901106100237144,0.005070367353446289,0.085514817358987,0.35714285714285715,0.1849333420395851,28,0.503944640007356
on_off,On/Off-Task,slowwaves_Frequency_mean_posterior_mid_trimmean,slowwaves_Frequency,0.0028665149372429804,0.00370925830012995,0.06049792934338862,0.7512050720086997,0.5172413793103449,1.0,29,1.0
on_off,On/Off-Task,slowwaves_Frequency_mean_posterior_right_trimmean,slowwaves_Frequency,0.002634250224612656,0.005380771249339264,-0.0664210679662316,-0.7683967187074479,0.6071428571428571,0.34492845088243484,28,0.6490589129508182
on_off,On/Off-Task,slowwaves_PTP_mean_central_left_trimmean,slowwaves_PTP,0.0054473109436601755,0.0031340745103627457,-0.07068408855202576,-0.4872268501645081,0.4827586206896552,1.0,29,1.0
on_off,On/Off-Task,slowwaves_PTP_mean_central_mid_trimmean,slowwaves_PTP,0.003985901499495796,0.004330659141243936,-0.08863861373155348,-0.5480555767312478,0.5862068965517241,0.45825831964612007,29,0.6682933828172585
on_off,On/Off-Task,slowwaves_PTP_mean_central_right_trimmean,slowwaves_PTP,0.0038854411246985864,0.007875424593907311,-0.18760330404549247,-0.8333503058775567,0.6896551724137931,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,slowwaves_PTP_mean_frontal_left_trimmean,slowwaves_PTP,0.004389659772581473,0.002274375936422994,-0.0011201070078445433,0.10448577520438411,0.3103448275862069,0.06142834573984146,29,0.2559514405826728
on_off,On/Off-Task,slowwaves_PTP_mean_frontal_mid_trimmean,slowwaves_PTP,0.005805110745446162,0.006669213224854635,-0.16175672438395497,-0.825315115843636,0.6551724137931034,0.13604594767093658,29,0.3968006807068984
on_off,On/Off-Task,slowwaves_PTP_mean_frontal_right_trimmean,slowwaves_PTP,0.006242926512711756,0.004860131031718703,-0.09441695954372827,-0.8099503143911414,0.4827586206896552,1.0,29,1.0
on_off,On/Off-Task,slowwaves_PTP_mean_posterior_left_trimmean,slowwaves_PTP,0.003432139336989118,0.002154583292837092,-0.020468442508471494,-0.01440844628898195,0.25,0.012540951371192932,28,0.175871680645893
