fpr,true_mean_tpr,true_std_tpr,perm_mean_tpr,perm_std_tpr
0.0,0.0,0.0,0.0,0.0
0.005025125628140704,0.029598504763202128,0.025194409132061,0.2382412048749902,0.3275465827292637
0.010050251256281407,0.029598504763202128,0.025194409132061,0.23866608791081972,0.32725036414848974
0.01507537688442211,0.04950279643414043,0.03121606599515269,0.23909097094671833,0.32695997029673707
0.020100502512562814,0.04950279643414043,0.03121606599515269,0.23951585398254452,0.3266754167069329
0.02512562814070352,0.06525192528060986,0.03669173385447238,0.2399407370184467,0.3263967186543982
0.03015075376884422,0.06915065945782504,0.03703450192442016,0.24036562005434328,0.32612389115055457
0.035175879396984924,0.07513892119608673,0.0383910791241748,0.24079050309017008,0.3258569489411975
0.04020100502512563,0.08702612422245595,0.04128381132991745,0.24121538612605334,0.3255959065019879
0.04522613065326633,0.08702612422245595,0.04128381132991745,0.241640269161897,0.3253407780335915
0.05025125628140704,0.10137121272196713,0.04346252937159404,0.24206515219779945,0.32509157746006884
0.05527638190954774,0.10529526335487852,0.043918639908322225,0.24249003523362642,0.32484831842371265
0.06030150753768844,0.11471397717118274,0.04596768417792492,0.24291491826952405,0.32461101428242184
0.06532663316582915,0.12225797223138653,0.04817202534825315,0.2433398013054054,0.32437967810472645
0.07035175879396985,0.12790132887474315,0.048548226542043195,0.2437646843412329,0.32415432266815797
0.07537688442211056,0.13548463771987967,0.050497823122404265,0.24418956737714873,0.32393496045487724
0.08040201005025126,0.14246891926112332,0.05136240266037196,0.24461445041298,0.32372160364854163
0.08542713567839195,0.14850095650099196,0.050610822838981065,0.24503933344885515,0.32351426413029627
0.09045226130653267,0.15535584998663574,0.05311242130291361,0.24546421648475342,0.32331295347712163
0.09547738693467336,0.16306143355968925,0.053533506055158206,0.24588909952058516,0.32311768295732024
0.10050251256281408,0.1658175311206648,0.054730286313904766,0.2463139825565012,0.32292846352794763
0.10552763819095477,0.175410517248461,0.05825920974321558,0.24673886559233013,0.3227453058321628
0.11055276381909548,0.17902497507978626,0.05884744348836367,0.24716374862820678,0.3225682201955454
0.11557788944723618,0.1886004002720685,0.06004782373491763,0.24758863166410527,0.3223972166238725
0.12060301507537688,0.19510560290076495,0.060351809657776874,0.24801351469993493,0.32223230480032705
0.12562814070351758,0.20057920247192548,0.06088453047689126,0.2484383977358381,0.322073494082119
0.1306532663316583,0.21078738387417437,0.06282793428745766,0.24886328077168376,0.32192079349872305
0.135678391959799,0.21078738387417437,0.06282793428745766,0.24928816380755447,0.32177421174911913
0.1407035175879397,0.2239820303052364,0.06450514932195418,0.24971304684338874,0.32163375719903725
0.1457286432160804,0.227210945967887,0.06457224613316616,0.2501379298792873,0.3214994378789871
0.15075376884422112,0.2325824281442473,0.06478565315499515,0.2505628129151905,0.3213712614815889
0.15577889447236182,0.24257632086126046,0.06623051155391002,0.2509876959510212,0.32124923535984584
0.16080402010050251,0.24876527824533975,0.0668382943444928,0.251412578986907,0.321133366524645
0.1658291457286432,0.2584459630097135,0.0688611739157276,0.2518374620227407,0.3210236616437122
0.1708542713567839,0.2621822267459774,0.06788604804221841,0.2551761381620886,0.3214272352026461
0.17587939698492464,0.26788843517169797,0.06855275618508717,0.2556010211979887,0.32132617766650506
0.18090452261306533,0.27411323309757857,0.07055620144292142,0.2560259042338247,0.3212312901021621
0.18592964824120603,0.2801507565497363,0.0710395833036498,0.2564507872697052,0.3211425779788487
0.19095477386934673,0.28896347578109205,0.0707424303279407,0.256875670305538,0.321060046415612
