feature,true_rank,true_mean,true_std,perm_mean_same_feature,perm_std_same_feature,perm_mean_same_rank,perm_std_same_rank
psd_relative_theta_mean_posterior_right_trimmean,1,0.003881126318278714,0.0007063737484089819,0.0017108284406514075,0.0004621861358057868,0.0033878339801270865,0.000382845951463826
psd_relative_gamma_mean_posterior_right_trimmean,2,0.0029712942762274612,0.0005664366844086516,0.0016216020469935319,0.00039264273038874776,0.0030845526350447533,0.00023811745131204566
kolmogorov_complexity_mean_frontal_right_trimmean,3,0.0027881624693260475,0.0005033891923526463,0.0018109571247402227,0.0004709851393824472,0.0029288328889656334,0.00018311696902208343
wsmi_gamma_mean_frontal_right_trimmean,4,0.002648574259963813,0.00048331998924900054,0.0018288616904400382,0.0004880709382857218,0.002821308443781867,0.00015602192747753285
psd_relative_theta_mean_central_right_trimmean,5,0.002634784660770834,0.0005147959547071825,0.00174879543847952,0.00047625778920180667,0.00273652267910222,0.00013135385020856063
psd_relative_theta_mean_central_left_trimmean,6,0.0025819802134784296,0.0004919230407805049,0.001781697892556325,0.0004702854025877564,0.0026737184585609234,0.00011996701347099033
psd_relative_delta_mean_frontal_left_trimmean,7,0.0025719062870039142,0.0004860922955160606,0.0015854332589026248,0.00041819560925437146,0.002621044803109119,0.00011188667840308972
psd_relative_gamma_mean_frontal_left_trimmean,8,0.002500539408052052,0.0005198891664350183,0.0016026620832327572,0.0003985252251490504,0.0025712666869749227,0.00010198755335514764
slowwaves_Density_mean_frontal_left_trimmean,9,0.002488178122101348,0.0005176814661737155,0.001495229686574283,0.0004161620227109645,0.002525773932789284,9.5323187006026e-05
wsmi_alpha_mean_central_mid_trimmean,10,0.0024305916174283083,0.00044620945226113163,0.0018940073904157447,0.0005138416638121733,0.002487978455879988,9.019850459263927e-05
psd_relative_gamma_mean_posterior_mid_trimmean,11,0.0024127194678171668,0.0004538091251645525,0.0015915262494608168,0.00041361322586939953,0.0024538523687631453,8.672192807311995e-05
psd_relative_gamma_mean_posterior_left_trimmean,12,0.0023512517347421356,0.0004346562588810537,0.001640150771768958,0.0004068186206353537,0.0024240515703874282,8.312835476023685e-05
slowwaves_PTP_mean_frontal_left_trimmean,13,0.0023266063545598933,0.0004934259779045105,0.0016757042835876298,0.0004352601907213956,0.0023972277085846294,8.315588733740322e-05
psd_relative_gamma_mean_central_mid_trimmean,14,0.002288832002180054,0.0004590440326703992,0.0016166193823398377,0.0004373579813196729,0.0023694181579073693,8.027593311381595e-05
PE_gamma_mean_frontal_left_trimmean,15,0.0022566593062185243,0.0005546391422985076,0.0015639814287746756,0.00039552909094080755,0.0023452895653527824,7.694641565381309e-05
wsmi_beta_mean_posterior_left_trimmean,16,0.0022505242570370803,0.0004364164706881715,0.0018562253029991503,0.0004981089451117005,0.0023243802096978355,7.455298080085502e-05
PE_beta_mean_frontal_left_trimmean,17,0.002243963457159128,0.0004674390704756207,0.001506605697923682,0.0003994976343028723,0.002301051764792753,7.03155774479079e-05
psd_relative_delta_mean_central_left_trimmean,18,0.0022243064076301515,0.0004315236025371837,0.001630158370407713,0.00041701944059910177,0.0022799256595296374,6.754306964481634e-05
psd_relative_gamma_mean_central_left_trimmean,19,0.0022233434110094765,0.0004418596311845645,0.0016667665038971238,0.0004370410060779837,0.002258134455210219,6.351098910728746e-05
psd_relative_theta_mean_posterior_left_trimmean,20,0.0022038035631049223,0.00040588866667586607,0.0017649185052463394,0.00045558889008158335,0.002238105287800828,6.168477150862867e-05
