true_auc,true_balanced_accuracy,perm_auc_mean,perm_auc_std,p_value_auc,perm_bacc_mean,perm_bacc_std,p_value_bacc,n_perms
0.5481997677119628,0.5789779326364692,0.497903600464576,0.06493636357831081,0.23353293413173654,0.5029279907084785,0.055628378460615184,0.08582834331337326,500
