cluster_id,cluster_type,n_electrodes,electrodes,cluster_stat,p_value
0,positive,6,"C4,C6,CP4,CP6,P8,TP8",15.25865838781137,0.022195560887822437
1,positive,1,F2,2.3427300848002774,0.21755648870225955
2,positive,1,P2,2.43838818332785,0.1921615676864627
