cluster_id,n_channels,channels,statistic,p_value,significant,marker_name,marker_type,correction_method,correction_alpha,analysis_timestamp,p_value_uncorrected,p_value_corrected,significant_uncorrected,significant_corrected,marker_p_value_uncorrected,marker_p_value_corrected,marker_rejected,correction_unit
1,6,"C4, C6, CP4, CP6, P8, TP8",15.25865838781137,0.10542891421715658,False,sleep/psd_relative_theta,sleep,fdr_bh,0.05,2026-08-13T23:11:45.822203,0.022195560887822437,0.10542891421715658,True,False,0.022195560887822437,0.10542891421715658,False,marker
2,1,F2,2.3427300848002774,0.21755648870225955,False,sleep/psd_relative_theta,sleep,fdr_bh,0.05,2026-08-13T23:11:45.822203,0.21755648870225955,0.21755648870225955,False,False,0.022195560887822437,0.10542891421715658,False,marker
3,1,P2,2.43838818332785,0.1921615676864627,False,sleep/psd_relative_theta,sleep,fdr_bh,0.05,2026-08-13T23:11:45.822203,0.1921615676864627,0.1921615676864627,False,False,0.022195560887822437,0.10542891421715658,False,marker
