feature_name,mean_importance,std_importance,rank
N1_mean_occipitoparietal_lateral_trimmean,0.0,,175
P1_mean_occipitoparietal_lateral_trimmean,0.0,,174
P3a_mean_frontocentral_midline_trimmean,0.0,,173
P3b_mean_centroparietal_midline_trimmean,0.0,,172
PE_alpha_mean_central_left_trimmean,0.0,,171
PE_alpha_mean_central_mid_trimmean,0.0,,170
PE_alpha_mean_central_right_trimmean,0.0,,169
PE_alpha_mean_frontal_left_trimmean,0.0,,168
PE_alpha_mean_frontal_mid_trimmean,0.0,,167
PE_alpha_mean_frontal_right_trimmean,0.0,,166
PE_alpha_mean_posterior_left_trimmean,0.0,,165
PE_alpha_mean_posterior_mid_trimmean,0.0,,164
PE_alpha_mean_posterior_right_trimmean,0.0,,163
PE_beta_mean_central_left_trimmean,0.0,,162
PE_beta_mean_central_mid_trimmean,0.0,,161
PE_beta_mean_central_right_trimmean,0.0,,160
PE_beta_mean_frontal_left_trimmean,0.0,,159
PE_beta_mean_frontal_mid_trimmean,0.0,,158
PE_beta_mean_frontal_right_trimmean,0.0,,157
PE_beta_mean_posterior_left_trimmean,0.0,,156
PE_beta_mean_posterior_mid_trimmean,0.0,,155
PE_beta_mean_posterior_right_trimmean,0.0,,154
PE_gamma_mean_central_left_trimmean,0.0,,153
PE_gamma_mean_central_mid_trimmean,0.0,,152
PE_gamma_mean_central_right_trimmean,0.0,,151
PE_gamma_mean_frontal_left_trimmean,0.0,,150
PE_gamma_mean_frontal_mid_trimmean,0.0,,149
PE_gamma_mean_frontal_right_trimmean,0.0,,148
PE_gamma_mean_posterior_left_trimmean,0.0,,147
PE_gamma_mean_posterior_mid_trimmean,0.0,,146
PE_gamma_mean_posterior_right_trimmean,0.0,,145
PE_theta_mean_central_left_trimmean,0.0,,144
PE_theta_mean_central_mid_trimmean,0.0,,143
PE_theta_mean_central_right_trimmean,0.0,,142
PE_theta_mean_frontal_left_trimmean,0.0,,141
PE_theta_mean_frontal_mid_trimmean,0.0,,140
PE_theta_mean_frontal_right_trimmean,0.0,,139
PE_theta_mean_posterior_left_trimmean,0.0,,138
PE_theta_mean_posterior_mid_trimmean,0.0,,137
PE_theta_mean_posterior_right_trimmean,0.0,,136
kolmogorov_complexity_mean_central_left_trimmean,0.0,,135
kolmogorov_complexity_mean_central_mid_trimmean,0.0,,134
kolmogorov_complexity_mean_central_right_trimmean,0.0,,133
kolmogorov_complexity_mean_frontal_left_trimmean,0.0,,132
kolmogorov_complexity_mean_frontal_mid_trimmean,0.0,,131
kolmogorov_complexity_mean_frontal_right_trimmean,0.0,,130
kolmogorov_complexity_mean_posterior_left_trimmean,0.0,,129
kolmogorov_complexity_mean_posterior_mid_trimmean,0.0,,128
kolmogorov_complexity_mean_posterior_right_trimmean,0.0,,127
psd_relative_alpha_mean_central_left_trimmean,0.0,,126
psd_relative_alpha_mean_central_mid_trimmean,0.0,,125
psd_relative_alpha_mean_central_right_trimmean,0.0,,124
psd_relative_alpha_mean_frontal_left_trimmean,0.0,,123
psd_relative_alpha_mean_frontal_mid_trimmean,0.0,,122
psd_relative_alpha_mean_frontal_right_trimmean,0.0,,121
psd_relative_alpha_mean_posterior_left_trimmean,0.0,,120
psd_relative_alpha_mean_posterior_mid_trimmean,0.0,,119
psd_relative_alpha_mean_posterior_right_trimmean,0.0,,118
psd_relative_beta_mean_central_left_trimmean,0.0,,117
psd_relative_beta_mean_central_mid_trimmean,0.0,,116
psd_relative_beta_mean_central_right_trimmean,0.0,,115
psd_relative_beta_mean_frontal_left_trimmean,0.0,,114
psd_relative_beta_mean_frontal_mid_trimmean,0.0,,113
psd_relative_beta_mean_frontal_right_trimmean,0.0,,112
psd_relative_beta_mean_posterior_left_trimmean,0.0,,111
psd_relative_beta_mean_posterior_mid_trimmean,0.0,,110
psd_relative_beta_mean_posterior_right_trimmean,0.0,,109
psd_relative_delta_mean_central_left_trimmean,0.0,,108
psd_relative_delta_mean_central_mid_trimmean,0.0,,107
psd_relative_delta_mean_central_right_trimmean,0.0,,106
psd_relative_delta_mean_frontal_left_trimmean,0.0,,105
psd_relative_delta_mean_frontal_mid_trimmean,0.0,,104
psd_relative_delta_mean_frontal_right_trimmean,0.0,,103
psd_relative_delta_mean_posterior_left_trimmean,0.0,,102
psd_relative_delta_mean_posterior_mid_trimmean,0.0,,101
psd_relative_delta_mean_posterior_right_trimmean,0.0,,100
psd_relative_gamma_mean_central_left_trimmean,0.0,,99
psd_relative_gamma_mean_central_mid_trimmean,0.0,,98
psd_relative_gamma_mean_central_right_trimmean,0.0,,97
psd_relative_gamma_mean_frontal_left_trimmean,0.0,,96
psd_relative_gamma_mean_frontal_mid_trimmean,0.0,,95
psd_relative_gamma_mean_frontal_right_trimmean,0.0,,94
psd_relative_gamma_mean_posterior_left_trimmean,0.0,,93
psd_relative_gamma_mean_posterior_mid_trimmean,0.0,,92
psd_relative_gamma_mean_posterior_right_trimmean,0.0,,91
psd_relative_theta_mean_central_left_trimmean,0.0,,90
psd_relative_theta_mean_central_mid_trimmean,0.0,,89
psd_relative_theta_mean_central_right_trimmean,0.0,,88
psd_relative_theta_mean_frontal_left_trimmean,0.0,,87
psd_relative_theta_mean_frontal_mid_trimmean,0.0,,86
psd_relative_theta_mean_frontal_right_trimmean,0.0,,85
psd_relative_theta_mean_posterior_left_trimmean,0.0,,84
psd_relative_theta_mean_posterior_mid_trimmean,0.0,,83
psd_relative_theta_mean_posterior_right_trimmean,0.0,,82
slowwaves_Density_mean_central_left_trimmean,0.0,,81
slowwaves_Density_mean_central_mid_trimmean,0.0,,80
slowwaves_Density_mean_central_right_trimmean,0.0,,79
slowwaves_Density_mean_frontal_left_trimmean,0.0,,78
slowwaves_Density_mean_frontal_mid_trimmean,0.0,,77
slowwaves_Density_mean_frontal_right_trimmean,0.0,,76
slowwaves_Density_mean_posterior_left_trimmean,0.0,,75
slowwaves_Density_mean_posterior_mid_trimmean,0.0,,74
slowwaves_Density_mean_posterior_right_trimmean,0.0,,73
slowwaves_Duration_mean_central_left_trimmean,0.0,,72
slowwaves_Duration_mean_central_mid_trimmean,0.0,,71
slowwaves_Duration_mean_central_right_trimmean,0.0,,70
slowwaves_Duration_mean_frontal_left_trimmean,0.0,,69
slowwaves_Duration_mean_frontal_mid_trimmean,0.0,,68
slowwaves_Duration_mean_frontal_right_trimmean,0.0,,67
slowwaves_Duration_mean_posterior_left_trimmean,0.0,,66
slowwaves_Duration_mean_posterior_mid_trimmean,0.0,,65
slowwaves_Duration_mean_posterior_right_trimmean,0.0,,64
slowwaves_Frequency_mean_central_left_trimmean,0.0,,63
slowwaves_Frequency_mean_central_mid_trimmean,0.0,,62
slowwaves_Frequency_mean_central_right_trimmean,0.0,,61
slowwaves_Frequency_mean_frontal_left_trimmean,0.0,,60
slowwaves_Frequency_mean_frontal_mid_trimmean,0.0,,59
slowwaves_Frequency_mean_frontal_right_trimmean,0.0,,58
slowwaves_Frequency_mean_posterior_left_trimmean,0.0,,57
slowwaves_Frequency_mean_posterior_mid_trimmean,0.0,,56
slowwaves_Frequency_mean_posterior_right_trimmean,0.0,,55
slowwaves_PTP_mean_central_left_trimmean,0.0,,54
slowwaves_PTP_mean_central_mid_trimmean,0.0,,53
slowwaves_PTP_mean_central_right_trimmean,0.0,,52
slowwaves_PTP_mean_frontal_left_trimmean,0.0,,51
slowwaves_PTP_mean_frontal_mid_trimmean,0.0,,50
slowwaves_PTP_mean_frontal_right_trimmean,0.0,,49
slowwaves_PTP_mean_posterior_left_trimmean,0.0,,48
slowwaves_PTP_mean_posterior_mid_trimmean,0.0,,47
slowwaves_PTP_mean_posterior_right_trimmean,0.0,,46
slowwaves_Slope_mean_central_left_trimmean,0.0,,45
slowwaves_Slope_mean_central_mid_trimmean,0.0,,44
slowwaves_Slope_mean_central_right_trimmean,0.0,,43
slowwaves_Slope_mean_frontal_left_trimmean,0.0,,42
slowwaves_Slope_mean_frontal_mid_trimmean,0.0,,41
slowwaves_Slope_mean_frontal_right_trimmean,0.0,,40
slowwaves_Slope_mean_posterior_left_trimmean,0.0,,39
slowwaves_Slope_mean_posterior_mid_trimmean,0.0,,38
slowwaves_Slope_mean_posterior_right_trimmean,0.0,,37
wsmi_alpha_mean_central_left_trimmean,0.0,,36
wsmi_alpha_mean_central_mid_trimmean,0.0,,35
wsmi_alpha_mean_central_right_trimmean,0.0,,34
wsmi_alpha_mean_frontal_left_trimmean,0.0,,33
wsmi_alpha_mean_frontal_mid_trimmean,0.0,,32
wsmi_alpha_mean_frontal_right_trimmean,0.0,,31
wsmi_alpha_mean_posterior_left_trimmean,0.0,,30
wsmi_alpha_mean_posterior_mid_trimmean,0.0,,29
wsmi_alpha_mean_posterior_right_trimmean,0.0,,28
wsmi_beta_mean_central_left_trimmean,0.0,,27
wsmi_beta_mean_central_mid_trimmean,0.0,,26
wsmi_beta_mean_central_right_trimmean,0.0,,25
wsmi_beta_mean_frontal_left_trimmean,0.0,,24
wsmi_beta_mean_frontal_mid_trimmean,0.0,,23
wsmi_beta_mean_frontal_right_trimmean,0.0,,22
wsmi_beta_mean_posterior_left_trimmean,0.0,,21
wsmi_beta_mean_posterior_mid_trimmean,0.0,,20
wsmi_beta_mean_posterior_right_trimmean,0.0,,19
wsmi_gamma_mean_central_left_trimmean,0.0,,18
wsmi_gamma_mean_central_mid_trimmean,0.0,,17
wsmi_gamma_mean_central_right_trimmean,0.0,,16
wsmi_gamma_mean_frontal_left_trimmean,0.0,,15
wsmi_gamma_mean_frontal_mid_trimmean,0.0,,14
wsmi_gamma_mean_frontal_right_trimmean,0.0,,13
wsmi_gamma_mean_posterior_left_trimmean,0.0,,12
wsmi_gamma_mean_posterior_mid_trimmean,0.0,,11
wsmi_gamma_mean_posterior_right_trimmean,0.0,,10
wsmi_theta_mean_central_left_trimmean,0.0,,9
wsmi_theta_mean_central_mid_trimmean,0.0,,8
wsmi_theta_mean_central_right_trimmean,0.0,,7
wsmi_theta_mean_frontal_left_trimmean,0.0,,6
wsmi_theta_mean_frontal_mid_trimmean,0.0,,5
wsmi_theta_mean_frontal_right_trimmean,0.0,,4
wsmi_theta_mean_posterior_left_trimmean,0.0,,3
wsmi_theta_mean_posterior_mid_trimmean,0.0,,2
wsmi_theta_mean_posterior_right_trimmean,0.0,,1
