subject,auc,subject_median,dist_from_50
02,0.5763157894736842,92.0,42.0
04,0.5055555555555555,72.0,22.0
06,0.45833333333333337,67.0,17.0
08,0.59514687100894,69.0,19.0
13,0.4833333333333333,94.0,44.0
14,0.700952380952381,84.0,34.0
18,0.7083333333333333,94.0,44.0
24,0.7067307692307692,73.0,23.0
26,0.5806896551724138,70.0,20.0
27,0.540625,94.0,44.0
34,0.44674556213017746,75.5,25.5
35,0.570644718792867,32.0,18.0
40,0.5808080808080809,63.0,13.0
43,0.6114285714285713,85.0,35.0
