perm_idx,auc,balanced_accuracy
62,0.4277777777777778,0.4916666666666667
63,0.5055555555555555,0.525
64,0.6361111111111111,0.6333333333333333
65,0.3277777777777778,0.45
66,0.3138888888888889,0.35
67,0.3277777777777778,0.42500000000000004
68,0.35277777777777775,0.38333333333333336
69,0.4166666666666667,0.45833333333333337
70,0.6166666666666667,0.5666666666666667
71,0.6888888888888889,0.6166666666666667
72,0.48888888888888893,0.5083333333333333
73,0.3777777777777778,0.5083333333333333
74,0.3972222222222222,0.4916666666666667
75,0.3027777777777778,0.43333333333333335
76,0.4194444444444445,0.5
77,0.55,0.575
78,0.5972222222222222,0.6
79,0.37777777777777777,0.43333333333333335
80,0.30277777777777776,0.4666666666666667
81,0.31666666666666665,0.5166666666666667
82,0.6277777777777778,0.42500000000000004
83,0.7805555555555556,0.6
84,0.25,0.43333333333333335
85,0.4388888888888889,0.525
86,0.2472222222222222,0.4166666666666667
87,0.23333333333333334,0.43333333333333335
88,0.4833333333333334,0.38333333333333336
89,0.39999999999999997,0.4916666666666667
90,0.26388888888888895,0.4166666666666667
91,0.45555555555555555,0.4916666666666667
92,0.375,0.4166666666666667
93,0.47500000000000003,0.45833333333333337
94,0.5166666666666666,0.45
95,0.44166666666666665,0.4916666666666667
96,0.38055555555555554,0.4166666666666667
97,0.5888888888888889,0.5333333333333333
98,0.2777777777777778,0.4666666666666667
99,0.35833333333333334,0.47500000000000003
100,0.5166666666666666,0.5
101,0.5055555555555555,0.48333333333333334
102,0.5694444444444444,0.5166666666666667
103,0.275,0.4166666666666667
104,0.4388888888888889,0.5083333333333333
105,0.19444444444444442,0.43333333333333335
106,0.49722222222222223,0.4666666666666667
107,0.36944444444444446,0.47500000000000003
108,0.6416666666666666,0.6333333333333333
109,0.4666666666666667,0.47500000000000003
110,0.28055555555555556,0.4166666666666667
111,0.42500000000000004,0.47500000000000003
112,0.44722222222222224,0.45833333333333337
113,0.5527777777777778,0.5
114,0.09166666666666666,0.4166666666666667
115,0.4055555555555555,0.5416666666666667
116,0.2611111111111111,0.48333333333333334
117,0.4027777777777778,0.5083333333333333
118,0.32222222222222224,0.4416666666666667
119,0.2361111111111111,0.4666666666666667
120,0.3833333333333334,0.4666666666666667
121,0.49722222222222223,0.45833333333333337
122,0.6388888888888888,0.575
123,0.3861111111111111,0.5083333333333333
124,0.5444444444444445,0.4083333333333333
125,0.5249999999999999,0.47500000000000003
126,0.4527777777777778,0.43333333333333335
127,0.4277777777777778,0.4916666666666667
128,0.6083333333333333,0.4916666666666667
129,0.48333333333333334,0.43333333333333335
130,0.37777777777777777,0.45833333333333337
131,0.23888888888888887,0.4
132,0.6333333333333334,0.625
133,0.6305555555555555,0.575
134,0.30000000000000004,0.4
135,0.5694444444444444,0.45833333333333337
136,0.5361111111111112,0.5333333333333333
137,0.3277777777777778,0.4
138,0.3194444444444445,0.4666666666666667
139,0.5666666666666667,0.5166666666666667
140,0.38611111111111107,0.47500000000000003
141,0.6000000000000001,0.5083333333333333
142,0.375,0.4166666666666667
143,0.2972222222222222,0.43333333333333335
144,0.4722222222222222,0.4916666666666667
145,0.33611111111111114,0.525
146,0.4,0.5166666666666667
147,0.3111111111111111,0.45
148,0.5861111111111111,0.45
149,0.6,0.45
150,0.46944444444444444,0.45
151,0.26111111111111107,0.4166666666666667
152,0.6388888888888888,0.55
153,0.40555555555555556,0.4
154,0.33333333333333337,0.4916666666666667
155,0.4166666666666667,0.47500000000000003
156,0.5111111111111111,0.4416666666666667
157,0.49722222222222223,0.45
158,0.5833333333333334,0.4916666666666667
159,0.5055555555555555,0.5666666666666667
160,0.4638888888888889,0.47500000000000003
161,0.7027777777777778,0.5166666666666667
162,0.3138888888888889,0.35
163,0.3666666666666667,0.43333333333333335
164,0.4611111111111111,0.4916666666666667
165,0.41388888888888886,0.5166666666666667
166,0.40833333333333327,0.5083333333333333
167,0.45555555555555555,0.47500000000000003
168,0.39444444444444443,0.48333333333333334
169,0.5388888888888889,0.5333333333333333
170,0.23055555555555557,0.45
171,0.22499999999999998,0.43333333333333335
172,0.5138888888888888,0.4166666666666667
173,0.45,0.6166666666666667
174,0.5666666666666667,0.4916666666666667
175,0.2583333333333333,0.43333333333333335
176,0.33055555555555555,0.43333333333333335
177,0.2861111111111111,0.45833333333333337
178,0.5916666666666668,0.575
179,0.20277777777777778,0.43333333333333335
180,0.37777777777777777,0.43333333333333335
181,0.3666666666666667,0.5083333333333333
182,0.6722222222222222,0.5416666666666667
183,0.4777777777777778,0.45833333333333337
184,0.6194444444444445,0.5666666666666667
185,0.5,0.4666666666666667
186,0.3277777777777777,0.4666666666666667
187,0.23888888888888887,0.4416666666666667
188,0.44722222222222224,0.47500000000000003
189,0.5083333333333333,0.5166666666666667
190,0.47500000000000003,0.4916666666666667
191,0.5638888888888889,0.5166666666666667
192,0.46111111111111114,0.5
193,0.41111111111111115,0.48333333333333334
194,0.6388888888888888,0.5166666666666667
195,0.5611111111111111,0.42500000000000004
196,0.33888888888888885,0.45
197,0.7166666666666668,0.5333333333333333
198,0.5305555555555556,0.47500000000000003
199,0.5222222222222221,0.5333333333333333
200,0.5,0.6333333333333333
201,0.4638888888888889,0.4916666666666667
202,0.3555555555555555,0.4666666666666667
203,0.5972222222222223,0.45833333333333337
204,0.5361111111111111,0.45
205,0.47222222222222227,0.4
206,0.37777777777777777,0.45
207,0.23055555555555554,0.45
208,0.5527777777777778,0.5166666666666667
209,0.4722222222222222,0.47500000000000003
210,0.5416666666666666,0.48333333333333334
211,0.3055555555555556,0.4166666666666667
212,0.4444444444444445,0.43333333333333335
213,0.65,0.5
214,0.3583333333333333,0.4166666666666667
215,0.4027777777777778,0.5333333333333333
216,0.6749999999999999,0.4666666666666667
217,0.6527777777777778,0.5
218,0.5666666666666668,0.43333333333333335
219,0.6222222222222222,0.5583333333333333
220,0.5277777777777779,0.4916666666666667
221,0.5388888888888889,0.45833333333333337
222,0.3472222222222222,0.5083333333333333
223,0.5833333333333334,0.5416666666666667
224,0.5083333333333333,0.47500000000000003
225,0.6194444444444445,0.5
226,0.7555555555555555,0.6583333333333333
227,0.23055555555555557,0.38333333333333336
228,0.3277777777777778,0.4416666666666667
229,0.6416666666666666,0.6
230,0.5777777777777777,0.6
231,0.3916666666666667,0.42500000000000004
232,0.5055555555555555,0.5
233,0.3805555555555556,0.5333333333333333
234,0.49444444444444446,0.6166666666666667
235,0.35,0.4916666666666667
236,0.2861111111111111,0.4916666666666667
237,0.40277777777777773,0.4916666666666667
238,0.5611111111111111,0.4916666666666667
239,0.2,0.42500000000000004
240,0.5888888888888888,0.575
241,0.6583333333333333,0.5916666666666667
242,0.49722222222222223,0.47500000000000003
243,0.5194444444444444,0.47500000000000003
244,0.4388888888888889,0.43333333333333335
245,0.49722222222222223,0.4916666666666667
246,0.5944444444444444,0.575
247,0.2861111111111111,0.4916666666666667
248,0.7555555555555555,0.5083333333333333
249,0.15555555555555556,0.4
250,0.5638888888888889,0.5083333333333333
251,0.5583333333333333,0.4666666666666667
252,0.5111111111111111,0.47500000000000003
253,0.43333333333333335,0.38333333333333336
254,0.65,0.45833333333333337
255,0.40555555555555556,0.5333333333333333
256,0.7944444444444445,0.5583333333333333
257,0.5805555555555556,0.5333333333333333
258,0.5666666666666667,0.6083333333333334
259,0.5444444444444445,0.4666666666666667
260,0.6361111111111111,0.5583333333333333
261,0.11388888888888887,0.4666666666666667
262,0.41388888888888886,0.43333333333333335
263,0.575,0.4416666666666667
264,0.17500000000000002,0.4166666666666667
265,0.39999999999999997,0.42500000000000004
266,0.28055555555555556,0.4666666666666667
267,0.5416666666666666,0.45833333333333337
268,0.2333333333333333,0.45
269,0.43888888888888894,0.525
270,0.6583333333333333,0.5833333333333334
271,0.22777777777777775,0.45
272,0.5638888888888889,0.47500000000000003
273,0.5361111111111111,0.45
274,0.5833333333333333,0.45
275,0.475,0.4916666666666667
276,0.37222222222222223,0.4166666666666667
277,0.36944444444444446,0.4916666666666667
278,0.4777777777777778,0.45833333333333337
279,0.5888888888888889,0.5166666666666667
280,0.3638888888888889,0.45
281,0.3111111111111111,0.5333333333333333
282,0.46388888888888885,0.43333333333333335
283,0.5027777777777778,0.6083333333333334
284,0.4388888888888889,0.42500000000000004
285,0.38333333333333336,0.45
286,0.43333333333333335,0.5916666666666667
287,0.5277777777777778,0.5083333333333333
288,0.425,0.4416666666666667
289,0.6000000000000001,0.525
290,0.40555555555555556,0.4166666666666667
291,0.37222222222222223,0.4666666666666667
292,0.42500000000000004,0.55
293,0.20555555555555555,0.43333333333333335
294,0.19444444444444442,0.43333333333333335
295,0.29166666666666663,0.47500000000000003
296,0.4916666666666667,0.5083333333333333
297,0.19999999999999998,0.43333333333333335
298,0.49722222222222223,0.4416666666666667
299,0.2861111111111111,0.43333333333333335
300,0.7111111111111111,0.5833333333333334
301,0.4388888888888889,0.4666666666666667
302,0.5555555555555556,0.5583333333333333
303,0.4611111111111111,0.45
304,0.525,0.47500000000000003
305,0.6861111111111111,0.4916666666666667
306,0.3888888888888889,0.4916666666666667
307,0.2222222222222222,0.4166666666666667
308,0.5194444444444444,0.4916666666666667
309,0.15,0.4166666666666667
310,0.6527777777777778,0.5583333333333333
311,0.7138888888888889,0.6333333333333333
312,0.5666666666666667,0.4916666666666667
313,0.4222222222222222,0.43333333333333335
314,0.16388888888888886,0.4666666666666667
315,0.3694444444444444,0.4166666666666667
316,0.3388888888888889,0.4916666666666667
317,0.3333333333333333,0.47500000000000003
318,0.5944444444444444,0.525
319,0.17222222222222222,0.4166666666666667
320,0.23888888888888887,0.45833333333333337
321,0.225,0.4666666666666667
322,0.5444444444444444,0.5083333333333333
323,0.6972222222222222,0.6583333333333333
324,0.3194444444444445,0.43333333333333335
325,0.8027777777777778,0.6166666666666667
326,0.638888888888889,0.5833333333333334
327,0.25,0.45
328,0.24722222222222223,0.4166666666666667
329,0.3388888888888889,0.5083333333333333
330,0.29444444444444445,0.43333333333333335
331,0.28055555555555556,0.47500000000000003
332,0.6611111111111111,0.6
333,0.5666666666666667,0.48333333333333334
334,0.33888888888888896,0.4166666666666667
335,0.5777777777777777,0.5
336,0.513888888888889,0.42500000000000004
337,0.375,0.4166666666666667
338,0.5777777777777777,0.6
339,0.6,0.525
340,0.4,0.4666666666666667
341,0.38611111111111107,0.4166666666666667
342,0.42777777777777776,0.45
343,0.2388888888888889,0.35
344,0.4277777777777778,0.4166666666666667
345,0.586111111111111,0.45833333333333337
346,0.6416666666666666,0.5833333333333334
347,0.4888888888888889,0.4916666666666667
348,0.225,0.4166666666666667
349,0.32777777777777783,0.48333333333333334
350,0.3638888888888889,0.5083333333333333
351,0.41944444444444445,0.4
352,0.41666666666666663,0.5166666666666667
353,0.4916666666666667,0.55
354,0.5722222222222223,0.4666666666666667
355,0.4305555555555556,0.5583333333333333
356,0.45,0.4916666666666667
357,0.675,0.47500000000000003
358,0.29444444444444445,0.43333333333333335
359,0.1611111111111111,0.43333333333333335
360,0.3527777777777778,0.575
361,0.55,0.5166666666666667
362,0.4361111111111111,0.43333333333333335
363,0.3527777777777778,0.4416666666666667
364,0.20833333333333337,0.45
365,0.4,0.4166666666666667
366,0.41111111111111115,0.4166666666666667
367,0.4166666666666667,0.47500000000000003
368,0.37777777777777777,0.48333333333333334
369,0.30833333333333335,0.45833333333333337
370,0.29166666666666663,0.45
371,0.23055555555555554,0.45
372,0.36666666666666664,0.38333333333333336
373,0.21944444444444444,0.4166666666666667
374,0.4361111111111111,0.5166666666666667
375,0.5888888888888888,0.6166666666666667
376,0.4722222222222222,0.525
377,0.3055555555555556,0.43333333333333335
378,0.30833333333333335,0.4166666666666667
379,0.5138888888888888,0.4
380,0.29444444444444445,0.4666666666666667
381,0.17777777777777776,0.5
382,0.49444444444444446,0.47500000000000003
383,0.49722222222222223,0.5
384,0.4111111111111111,0.55
385,0.29166666666666663,0.4166666666666667
386,0.42777777777777776,0.38333333333333336
387,0.4722222222222222,0.5416666666666667
388,0.3,0.43333333333333335
389,0.15277777777777776,0.36666666666666664
390,0.3388888888888889,0.4416666666666667
391,0.5916666666666667,0.5416666666666667
392,0.23611111111111108,0.45833333333333337
393,0.33611111111111114,0.4166666666666667
394,0.6666666666666666,0.5583333333333333
395,0.5861111111111111,0.575
396,0.3666666666666667,0.45
397,0.29444444444444445,0.36666666666666664
398,0.2361111111111111,0.47500000000000003
399,0.6555555555555556,0.6166666666666667
400,0.5111111111111111,0.525
401,0.5583333333333333,0.5833333333333334
402,0.2722222222222222,0.4666666666666667
403,0.38055555555555554,0.43333333333333335
404,0.40555555555555556,0.5083333333333333
405,0.49444444444444446,0.4916666666666667
406,0.3277777777777778,0.5333333333333333
407,0.6527777777777778,0.5583333333333333
408,0.47500000000000003,0.4
409,0.40555555555555556,0.45
410,0.33888888888888885,0.4166666666666667
411,0.39166666666666666,0.5166666666666667
412,0.28888888888888886,0.4
413,0.19999999999999998,0.45
414,0.15555555555555556,0.45
415,0.3388888888888889,0.38333333333333336
416,0.27222222222222225,0.45
417,0.6138888888888888,0.5
418,0.5,0.43333333333333335
419,0.3888888888888889,0.5166666666666667
420,0.34444444444444444,0.47500000000000003
421,0.28888888888888886,0.4166666666666667
422,0.5333333333333332,0.575
423,0.4722222222222222,0.47500000000000003
424,0.425,0.5083333333333333
425,0.26666666666666666,0.4666666666666667
426,0.5638888888888889,0.575
427,0.6444444444444444,0.65
428,0.4722222222222222,0.5083333333333333
429,0.5916666666666667,0.525
430,0.37777777777777777,0.45833333333333337
431,0.4027777777777778,0.4166666666666667
432,0.3138888888888889,0.4666666666666667
433,0.7444444444444444,0.6
434,0.44722222222222224,0.4416666666666667
435,0.4388888888888889,0.4666666666666667
436,0.5944444444444444,0.43333333333333335
437,0.5972222222222222,0.5916666666666667
438,0.525,0.45
439,0.3138888888888889,0.45833333333333337
440,0.5805555555555556,0.6083333333333334
441,0.32222222222222224,0.4166666666666667
442,0.19444444444444445,0.45
443,0.6444444444444445,0.5333333333333333
444,0.42777777777777776,0.43333333333333335
445,0.48333333333333334,0.575
446,0.4361111111111111,0.5916666666666667
447,0.35555555555555557,0.4166666666666667
448,0.5333333333333334,0.4
449,0.5111111111111111,0.4916666666666667
450,0.37777777777777777,0.55
451,0.4638888888888889,0.5666666666666667
452,0.5250000000000001,0.47500000000000003
453,0.4861111111111111,0.4916666666666667
454,0.4527777777777778,0.45
455,0.21111111111111114,0.48333333333333334
456,0.43333333333333335,0.45833333333333337
457,0.6166666666666667,0.4916666666666667
458,0.5138888888888888,0.47500000000000003
459,0.4722222222222222,0.5083333333333333
460,0.4166666666666667,0.4
461,0.4611111111111111,0.525
462,0.475,0.47500000000000003
463,0.2,0.45
464,0.28055555555555556,0.38333333333333336
465,0.40555555555555556,0.43333333333333335
466,0.47222222222222215,0.45
467,0.586111111111111,0.4916666666666667
468,0.21666666666666667,0.45
469,0.3138888888888889,0.45
470,0.4111111111111111,0.42500000000000004
471,0.4527777777777777,0.43333333333333335
472,0.6222222222222222,0.6333333333333333
473,0.4916666666666667,0.4666666666666667
474,0.28888888888888886,0.48333333333333334
475,0.3277777777777778,0.47500000000000003
476,0.37499999999999994,0.4166666666666667
477,0.4444444444444444,0.4916666666666667
478,0.5638888888888889,0.5666666666666667
479,0.5861111111111111,0.55
480,0.5666666666666668,0.5916666666666667
481,0.33333333333333337,0.36666666666666664
482,0.2277777777777778,0.4666666666666667
483,0.5361111111111112,0.525
484,0.27499999999999997,0.45
485,0.44999999999999996,0.45833333333333337
486,0.55,0.5083333333333333
487,0.5555555555555555,0.4666666666666667
488,0.40277777777777785,0.45
489,0.4888888888888889,0.5
490,0.41944444444444445,0.4
491,0.6861111111111111,0.5666666666666667
492,0.33333333333333337,0.4916666666666667
493,0.5444444444444444,0.5166666666666667
494,0.586111111111111,0.5166666666666667
495,0.5027777777777778,0.4916666666666667
496,0.2666666666666666,0.36666666666666664
497,0.6583333333333333,0.525
498,0.2722222222222222,0.36666666666666664
499,0.4194444444444444,0.43333333333333335
