true_auc,true_balanced_accuracy,perm_auc_mean,perm_auc_std,p_value_auc,perm_bacc_mean,perm_bacc_std,p_value_bacc,n_perms
0.7083333333333334,0.5416666666666667,0.43433333333333335,0.14119459472744314,0.02594810379241517,0.4814166666666666,0.05841488347254585,0.1596806387225549,500
