predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression],-0.8922171647077685,0.3402557912748019,-2.622195382376855,0.008736532933840392,-1.5591062611375581,-0.2253280682779788,True,True,0.061155730536882745,False
group[T.Risk of Depression]:time_on_task,0.018599381088496188,0.008834585579663658,2.105291857867122,0.03526591043123015,0.0012839115340185017,0.035914850642973874,True,False,0.24686137301861108,False
