predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
group[T.Risk of Depression],-0.4849682939336712,0.18516799998940933,-2.619071837258106,0.008816937797370384,-0.8478909050022265,-0.1220456828651158,True,True,0.035267751189481535,True
