predictor,estimate,std_error,t_value,p_value,conf_lower,conf_upper,significant_05,significant_01,p_value_bonferroni,significant_corrected
inclusion_exclusion[T.inclusion],1.4321945199394068,0.47374265318658026,3.023148771397088,0.002501592290350164,0.50367598175326,2.3607130581255538,True,True,0.007504776871050492,True
time_on_task,0.015999579370051354,0.006587102394134442,2.428925256163978,0.015143653936104296,0.0030890959150702835,0.028910062825032425,True,False,0.04543096180831289,True
inclusion_exclusion[T.inclusion]:time_on_task,-0.034289723787140736,0.012247537618937895,-2.7997238999388627,0.005114633264100956,-0.05829445641955846,-0.010284991154723012,True,True,0.015343899792302867,True
